run_id,entity_name,system_type,ticker,freq,method,n_samples,dt,m,tau,cluster_id,label,pct_time,n_segments,mean_duration,std_duration,energy_mean,energy_std,entropy_mean,recurrence_mean,notes
20260128_184622,QQQ,finance,QQQ,daily,risk_regime,4292,1,3,1,,vol_alta,0.2991573033707865,,,,,,,,q70=0.012923
