Unnamed: 0,Belo Horizonte,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,,Venda,,,,,,,,,,,,,,,,,,,,Locação,,,,,,,,,,,,,,,,,,,,Rentabilidade do aluguel (rental yield),,,,,Venda,,,,Locação,,,,Rentabilidade do aluguel (rental yield)
,,Número-Índice,,,,,Var. mensal (%),,,,,Var. em 12 meses (%),,,,,Preço médio (R$/m²),,,,,Número-Índice,,,,,Var. mensal (%),,,,,Var. em 12 meses (%),,,,,Preço médio (R$/m²),,,,,(% - mensalizada),,,,,Número-Índice,Var. mensal (%),Var. em 12 meses (%),Preço médio (R$/m²),Número-Índice,Var. mensal (%),Var. em 12 meses (%),Preço médio (R$/m²),(% - mensalizada)
,Data,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,Total,Total,Total,Total,Total,Total,Total,Total
,2011-11-01 00:00:00,129.55038272043566,114.661672411623,127.38329139517646,135.08629252252905,126.62382844560727,0.014431266952996395,0,0.018639505351014666,0.0112525862582218,0.021614305607823164,0.2523370813509349,0.1029871023268667,0.21961405828385727,0.31230008410976495,0.23358055629265717,4742.36783517271,4987.644766208051,4581.677207209281,4344.080829718874,5162.627620529607,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-12-01 00:00:00,130.52464118083944,115.38360465171269,130.1850026479634,134.81860778651557,127.8631993276389,0.007520305536311494,0.006296194926391962,0.021994338677396072,-0.001981583260706112,0.00978781716874089,0.2272960327587903,0.05888918942903265,0.19499532144608733,0.28870593574161596,0.22313426991674157,4778.031890258785,5019.047949879696,4682.4481674151475,4335.472671863549,5213.158475789643,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-01-01 00:00:00,131.15125029946657,118.75785349475312,131.0451435291301,134.65157681021046,128.51216910871415,0.004800695967889916,0.029243746139025927,0.006607065819191556,-0.0012389311761000002,0.005075500882879873,0.20644032333860007,0.09167693888211859,0.1596372294501951,0.26258120488990855,0.2070549279829086,4800.9697686888,5165.823713985576,4713.385410652212,4330.101319607247,5239.617866236104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-02-01 00:00:00,133.15734113564594,125.97717589564998,133.14967853591546,135.72814264012635,129.9325435171025,0.015296010000657364,0.060790273556231116,0.016059618465125033,0.007995196606076926,0.01105245066081464,0.1932020954009921,0.13144710229978052,0.13781730600201003,0.23619908647300858,0.20823121701857183,4874.405450283518,5479.8555507020255,4789.080582026373,4364.72133098174,5297.528484184202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-03-01 00:00:00,136.5774838265141,135.001328896771,136.46748753781495,138.88871865910048,131.57428233671368,0.02568497284264722,0.07163323782234947,0.024917889689118247,0.023286077282838717,0.012635316566361918,0.18901856598241285,0.21249632166222887,0.1333664288760239,0.2122822254697121,0.20648964720987228,4999.6044218981015,5872.395346597585,4908.414363681604,4466.3585692130355,5364.46443360119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-04-01 00:00:00,139.92591247781107,142.5816174177127,139.9897602090341,141.23584659242982,134.77387789667506,0.024516695999102365,0.05614973262032086,0.02581034306975969,0.01689934183272529,0.024317788424437305,0.18071525682129552,0.21351766513056858,0.13350866530889927,0.18210015280675607,0.22773633448801922,5122.178203625545,6202.128775149855,5035.102222336763,4541.837089421689,5494.916344707922,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-05-01 00:00:00,140.52583096431593,138.4740716772591,141.61174432051425,141.97914911561966,135.61778896795576,0.004287400924399767,-0.02880838227848101,0.011586448244915625,0.005262846091296069,0.00626168130242338,0.1574801305386644,0.14342977347242925,0.1318065115756628,0.14940207286282847,0.2144233598297267,5144.13903519071,6023.455478454971,5093.441173643729,4565.740078995054,5529.32375964196,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-06-01 00:00:00,140.23665734536746,133.05957987658647,141.23565593391632,142.30963090361126,136.44596061607135,-0.002057796897297093,-0.03910112366228507,-0.002655771160806495,0.0023276783249524926,0.006106659417012446,0.1376841049685975,0.08417849705882352,0.12919108760252818,0.1299615338855893,0.18754911559478638,5133.55344184483,5787.931600917635,5079.914159465501,4576.367653214297,5563.0894566484885,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-07-01 00:00:00,138.5829053204965,127.64508807591385,137.44604993125088,142.2921517164767,136.340023029677,-0.011792580172516401,-0.040692235806655985,-0.026831793838508953,-0.00012282504721272984,-0.0007764069080242537,0.10711717837031509,0.04776500444444465,0.09847132965015692,0.10970041414895881,0.14001164455011006,5073.015601311977,5552.407723380299,4943.6109500214,4575.805560641228,5558.770235564389,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-08-01 00:00:00,138.3450684124479,124.5333114154706,135.48014664142724,143.75481767945826,136.53866312888235,-0.0017162066814704498,-0.024378350215815525,-0.014303090491192513,0.010279315797374311,0.001456946352151484,0.09833112231935504,0.03759398496240629,0.09219098802846393,0.10596130663976244,0.12005098018665161,5064.3092580418015,5417.049183358736,4872.902035249994,4622.841711026441,5566.869065581543,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-09-01 00:00:00,138.47238974290673,120.53437280024997,134.86765529631057,145.0626729707097,137.20966658810633,0.0009203170876988805,-0.03211139710144941,-0.00452089372723915,0.00909781885827077,0.0049143842765664945,0.09151504326339399,0.01805356097560984,0.09133785169519237,0.09912943601085544,0.11160814352344994,5068.970028389369,5243.100165913821,4850.872163005381,4664.899487523818,5594.226799387141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-10-01 00:00:00,139.88259784950665,123.12861175931609,136.47425354127216,146.8969426158299,136.98865017055547,0.010184038198648646,0.021522814602978967,0.011912405842837597,0.012644670110901252,-0.00161079334311284,0.09533664031984057,0.07384280352459616,0.09133674124622715,0.09966681563126856,0.10523877249740532,5120.592612786291,5355.946438729632,4908.657720902825,4723.885602644068,5585.215656098824,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-11-01 00:00:00,141.31043685410702,132.42534760405675,135.60165494034746,148.39768137250692,138.2373240590314,0.01020740983189719,0.07550426916948699,-0.006393869746727165,0.01021626951489272,0.00911516309505418,0.09077591194036883,0.1549225196076338,0.0645168095058517,0.09853989328900914,0.09171650988591651,5172.860600167186,5760.34326029683,4877.272402804106,4772.146091118201,5636.125807725215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-12-01 00:00:00,142.8551982902519,143.85286428962544,134.24738460956968,150.1705203162663,139.30821750410996,0.010931686792106663,0.08629402823797916,-0.009987122438686637,0.011946540723296092,0.007746774992702078,0.0944691898622323,0.246735744856019,0.03120468471004667,0.11387087273635399,0.08950986864597499,5229.408692067444,6257.4264842613375,4828.562486150475,4829.156728733264,5679.787606188223,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-01-01 00:00:00,144.74239082376894,145.64827820640423,136.61569367601962,152.0377849943012,140.25353379384651,0.013210527555900577,0.012480904886009083,0.0176413795571338,0.012434295853156425,0.0067857898598742035,0.10362951548893973,0.22643070685711875,0.04250863478699807,0.12911997464832048,0.09136383555396854,5298.491939695067,6335.524829042597,4913.7449896839935,4889.203892219594,5718.329451332535,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-02-01 00:00:00,146.47429244501976,148.90352042293975,138.96640523930031,153.19059714282213,141.12154959196644,0.011965407033793481,0.022350021961278464,0.01720674616530752,0.0075824055747992225,0.0061889050110909205,0.10000914103419944,0.18198808128767885,0.043685623332660795,0.12865758097785407,0.08611396169113861,5361.890552418792,6477.123948107924,4998.294552442539,4926.275819068291,5753.719649128955,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-03-01 00:00:00,148.17733753986522,149.52770596973707,140.27281788535998,153.7642505139234,146.52620227513967,0.011626921464629797,0.004191879043721897,0.009400924229204969,0.003744703537949254,0.03829785528007614,0.08493240165476834,0.10760173393606864,0.027884519721157686,0.10710396062717376,0.11363862050307305,5424.232832773706,6504.275268249587,5045.283140805299,4944.723261556869,5974.074771573427,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-04-01 00:00:00,149.70815728678232,150.33187325142936,141.1153760659108,154.13190248092775,152.2403396195302,0.010330997791786268,0.0053780486798548945,0.006006567724613632,0.002391010691858103,0.03899737559334805,0.0699101734321188,0.054356627271320734,0.008040701371271108,0.09130865994461468,0.12959827227236032,5480.270570191225,6539.2555772694095,5075.587975680397,4956.546147743532,6207.0480092632215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-05-01 00:00:00,149.56883115587473,149.34813475938986,140.39045532741608,154.03303838021648,153.63678582149248,-0.0009306515652363165,-0.0065437785797704704,-0.005137078316370841,-0.0006414252930115825,0.00917264245108883,0.06435115970853156,0.07852779188493053,-0.008624206974910176,0.08489901045104031,0.13286602731588792,5475.170347807158,6496.464136695228,5049.514282747697,4953.366893678391,6263.9830413289355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-06-01 00:00:00,149.06218822828862,150.45165354651252,140.03533243363185,154.18734069491816,150.6014465236601,-0.003387356334008706,0.00738890237163323,-0.0025295373033446373,0.0010017481724978942,-0.01975659202711443,0.06293312354975855,0.1307089176597227,-0.008498728542359668,0.08346385073088891,0.10374426508249024,5456.623994849737,6544.465875962085,5036.741348005716,4958.328919911844,6140.228083916636,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-07-01 00:00:00,145.41637095935667,150.11232184701933,135.95163125012772,149.81426313756518,147.78872605118326,-0.024458364071164522,-0.002255420206387395,-0.029161934438507085,-0.028362105070647375,-0.018676583375545106,0.04930958564518906,0.176013304622765,-0.01087276558235506,0.052863853208690026,0.08397169640358815,5323.163898584249,6529.705355385428,4889.860227031455,4817.700274110475,6025.549602162504,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-08-01 00:00:00,145.00378204061096,150.97023161437653,134.93884444277094,148.48548904956638,149.8857533944897,-0.0028372934630655996,0.005715118897644535,-0.0074496112922207355,-0.008869476511583301,0.014189359360065112,0.04813119617904604,0.2122879404588105,-0.003995435582816009,0.03290791534135917,0.09775319283014139,5308.060520451969,6567.023397858043,4853.43266906678,4774.969794689404,6111.048290809485,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-09-01 00:00:00,147.04395795241822,151.02168265132565,136.64347721573506,151.22959250151177,152.06903022532853,0.014069811718675418,0.0003408025303990377,0.012632632063831417,0.0184806169916669,0.014566273187369545,0.061900919204368465,0.2529345708016366,0.01316714460203916,0.04251210462699295,0.10829676951135636,5382.743932566063,6569.261456049223,4914.744298221681,4863.214182611838,6200.063489674622,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-10-01 00:00:00,152.54479085839563,151.51027057839806,142.31624194331033,159.03261086222136,154.74786888487296,0.03740944532897701,0.0032352170793941595,0.041515078825307014,0.05159716581681306,0.017615938337839313,0.09052014477534698,0.23050417294203407,0.0428065239446167,0.08261348419026726,0.12964007377404374,5584.109397431277,6590.5144429108395,5118.780295168582,5114.142251194738,6309.28342579942,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-11-01 00:00:00,155.96575489073382,151.93732086883224,145.83524601862516,163.79127908657884,156.5675962647022,0.022425964289490688,0.002818622716492375,0.024726651204832754,0.029922593853912112,0.011759304945149441,0.1037100893811358,0.14734319084526804,0.07546803969892224,0.10373206354505626,0.13260002195820286,5709.33843536668,6609.090616632999,5245.350590121387,5267.170652688368,6383.476213588772,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-12-01 00:00:00,156.64517085349328,153.41437898471352,146.23053673971782,164.15591282240942,158.05095999853265,0.004356186800336153,0.009721496387029458,0.0027105293945347392,0.002226209709479432,0.009474270342137756,0.09653112192125501,0.06646732230397201,0.08926171757460022,0.0931300795701393,0.13454154270454088,5734.209380097475,6673.340867184146,5259.56826708055,5278.896479136867,6443.9549929589175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96.16380760480939,.,.,7502.50653797161,123.50448642903292,.,.,42.42373877225221,.
,2014-01-01 00:00:00,157.1468393753761,155.35624143858263,146.81146736474682,163.8397886047166,159.12068627557474,0.0032025789186439536,0.012657630052151788,0.003972703909738248,-0.0019257559003361927,0.006768236504555293,0.08570017726672896,0.06665347061927385,0.07463105748967758,0.07762546403091686,0.13452176192195164,5752.573638173267,6757.809547092868,5280.462974498716,5268.7306130949055,6487.569204375975,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98.39291372055797,0.023180302145576592,.,7676.416906370956,119.95715725766057,-0.02872226972427183,.,41.205232704523524,0.005367024247745423
,2014-02-01 00:00:00,157.80126703415237,156.4062891122794,147.5674930778391,163.8903785260434,160.5531585503312,0.004164434113835898,0.006758966771939351,0.005149636650752524,0.00030877677368630705,0.009002426449290274,0.07733080255966618,0.05038677841886541,0.061893288696125426,0.06984620193918101,0.13769412973814843,5776.529852074427,6803.485357272764,5307.6554401651365,5270.357474735039,6545.9730689730495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98.05480130880538,-0.0034363492142620673,.,7650.0380571664,117.11613365737757,-0.023683652274125278,.,40.229342301275175,0.005314408551560962
,2014-03-01 00:00:00,158.65512994941633,159.39183361006337,148.82686324567266,163.81077768576012,161.02582024802365,0.005411001643473137,0.019088391616022073,0.008534197752951493,-0.00048569562776772134,0.002943957639701499,0.07071116665685939,0.06596856132015239,0.060981489423728386,0.0653372102960108,0.0989558027693731,5807.786664597574,6933.352950126259,5352.952021296034,5267.797685152788,6565.244136398732,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96.58312785117806,-0.015008683287140109,.,7535.22105883182,115.0016332666076,-0.018054731869444472,.,39.503012312741554,0.005409188663953091
,2014-04-01 00:00:00,159.0548279599857,160.88889943733864,149.54744253062265,163.45769747912834,161.576410131246,0.002519288287096655,0.009392362164160157,0.004841728631749223,-0.002155414995398457,0.0034192645774094314,0.062432607832442866,0.07022480301467882,0.05975299573856141,0.060505287017751375,0.06132455126576786,5822.41815351565,6998.473512045793,5378.869562361922,5256.443395029484,6587.692443116364,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95.83663947763769,-0.00772897285632134,.,7476.981539801728,112.48303993750646,-0.0219005005195213,.,38.6378765710637,0.005432957707824244
,2014-05-01 00:00:00,159.6992465493279,162.2501091407401,150.5552523452052,163.59002141147283,162.01507914187312,0.0040515500070474495,0.008460556994061652,0.006739064189454087,0.0008095301376759831,0.002714932274276784,0.06773079200502452,0.0863885873240815,0.07240376131043202,0.06204502054725314,0.054533120278337455,5846.007971826561,7057.684496065888,5415.11810960938,5260.698644374749,6605.577581943191,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95.09122874130613,-0.007777930657778352,.,7418.826095855662,112.29839143158729,-0.0016415675289515558,.,38.574449887497,0.005437856744600542
,2014-06-01 00:00:00,160.55685401398992,162.51232527303512,151.0444244526224,164.3807333007931,164.18476506580808,0.005370140956783388,0.0016161229948236811,0.0032491201721452584,0.004833497070896649,0.013391876456357709,0.07711322316090796,0.08016310517181524,0.0786165307545379,0.06611043786042092,0.09019381191676668,5877.401858669749,7069.090582270192,5432.71247909386,5286.126215863204,6694.038660843459,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95.83245876897833,0.00779493584722421,.,7476.6553693345695,111.41189785529164,-0.00789408971040957,.,38.2699397195554,0.005374804607614902
,2014-07-01 00:00:00,162.28896766078756,167.5468451328519,152.3155831883712,165.53536067435275,165.77987447598426,0.010788163840372168,0.030979310962158276,0.008415793832545712,0.007024104044157244,0.009715331440994833,0.11602955423875017,0.1161431857912385,0.12036598448853186,0.10493725502191897,0.12173559449027382,5940.808232876787,7288.086137638004,5478.433067269412,5323.256516393974,6759.073465112385,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97.48422356505253,0.01723596386122249,.,7605.522731083236,108.36876478940698,-0.027314255698590396,.,37.22462480048583,0.00523856179903995
,2014-08-01 00:00:00,163.96320885926602,173.39887355471328,152.8387336119912,166.97481271307157,167.45798399277174,0.010316420287902141,0.03492771479654641,0.0034346480686287127,0.008695737471769358,0.010122516512283887,0.130751257324758,0.14856334060363796,0.13265186346554048,0.12451939769907905,0.11723749722919319,6002.096107456973,7542.6423316660885,5497.249556823021,5369.546157555422,6827.4922978707245,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98.96893683363756,0.015230292803165879,.,7721.357069198766,106.28298711141618,-0.019247037483947543,.,36.508161051624995,0.0051955087163587784
,2014-09-01 00:00:00,165.78320224717004,178.75010484980913,154.0232195244105,168.9415624625139,167.79299380522022,0.011100010792458901,0.030860819250981882,0.007749906613505121,0.011778721098624347,0.00200056040602353,0.12743974356848864,0.18360557048289583,0.12719042769407873,0.11711973607827497,0.10340017001879143,6068.719439027121,7775.414453338441,5539.852727519532,5432.792544171458,6841.151108634276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98.25421107112876,-0.007221718100399574,.,7665.595605092485,105.00190744470817,-0.012053478186166013,.,36.0681107287722,0.005214078741964304
,2014-10-01 00:00:00,167.33920389154108,181.80349289320222,155.5662773531455,170.63308077116076,167.9739721118711,0.009385761785751704,0.01708188113209012,0.010018345503357383,0.010012446220995345,0.001078580830740626,0.0969840592385669,0.19994170823640056,0.09310276345768842,0.07294396945409853,0.08546872614341394,6125.67899402639,7908.233158783103,5595.352886181538,5487.188087349799,6848.529843080249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97.68667308115486,-0.005776220518050414,.,7621.317434475274,104.7869820654158,-0.002046871190464211,.,35.994283952027,0.005235989506551536
,2014-11-01 00:00:00,168.99752833795824,185.27182036003634,157.43154773275427,172.28321773023922,167.87186830975486,0.009909957785457148,0.019077342308662645,0.011990197434463789,0.00967067435939608,-0.0006078549005689174,0.08355535134205705,0.21939638859356903,0.07951645456577827,0.05184609761287473,0.07220058501722804,6186.384214264453,8059.101229809925,5662.442272002352,5540.252896491317,6844.366930653439,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97.4344338338256,-0.00258212547703122,.,7601.6382365591735,105.21742437334478,0.004107784186973491,.,36.14214070246657,0.0052696939819565
,2014-12-01 00:00:00,169.96660156472356,185.85510445408468,159.08911709941484,172.92146891394952,168.29664071536368,0.005734244969709819,0.00314826125697289,0.010528825959802842,0.0037046625441468878,0.002530337035536098,0.08504207719042611,0.2114581806742093,0.0879336193820075,0.053397748158015235,0.0648251723173725,6221.85845682579,8084.473385977759,5722.061141191696,5560.77766388205,6861.68548578287,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98.11261887533973,0.006960424716695031,0.020265537722248705,7654.548867228293,103.7846989029622,-0.013616808042162467,-0.15966859258511168,35.65000011028825,0.0051498689946142566
,2015-01-01 00:00:00,170.6882472271744,187.29184115991728,159.33416967721982,173.78112345339258,168.98370757804486,0.004245808622443106,0.007730412947509634,0.0015403478394554542,0.004971358067001181,0.004082475204262841,0.08617041173479789,0.2055636736935338,0.08529784857582601,0.06067717087123836,0.06198453220210953,6248.275277109402,8146.969703714518,5730.875105707764,5588.42228078019,6889.6981466380275,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97.7642077004854,-0.0035511352040966246,-0.00638974897987199,7627.366529274401,102.89513657458556,-0.008571228107607333,-0.1422342865830576,35.34443582730675,0.004935247831014811
,2015-02-01 00:00:00,171.1396128950068,189.63117956217155,158.6146047895698,174.40954287237386,169.56138176918031,0.0026443863310146153,0.012490338008140181,-0.00451607391627125,0.0036161546576134063,0.00341852004205,0.0845262279039094,0.2124268188860423,0.07486141752034481,0.06418414821501495,0.05610741825440413,6264.798130844607,8248.72810905599,5704.99405012547,5608.630880039544,6913.250717835984,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98.49948006705809,0.0075208748054841,0.004535002389656206,7684.7309980366135,101.63406751695443,-0.012255866502660445,-0.13219413634090604,34.911259140195426,0.0048576045908915386
,2015-03-01 00:00:00,171.17809926711402,191.3615309172602,157.7035735102735,174.84717890045889,169.0084948838289,0.00022488289798143772,0.009124825142593896,-0.005743678399003364,0.0025092435934269378,-0.0032606887227661996,0.07893201639108893,0.20057299413097662,0.05964454313565559,0.06737286380429741,0.04957387966420379,6266.206976803539,8323.996310699926,5672.226399033321,5622.704301143179,6890.70875918268,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.18709465174231,0.006980895576464894,0.026960887046199478,7738.377302667131,100.90431400017177,-0.0071802057578865324,-0.12258364395359589,34.66058911630193,0.004795538501413328
,2015-04-01 00:00:00,171.92300992827282,191.7062291229112,158.67262570378085,175.63498160472756,169.5935113001911,0.004351670361734776,0.001801293102112805,0.006144770038734957,0.004505664370582434,0.0034614616073844534,0.08090406392143246,0.19154416366416238,0.06101865079564739,0.07449807695446165,0.049618017645230106,6293.47544398499,8338.990267836401,5707.0809258630225,5648.038319579161,6914.560683000259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.78215826692862,0.005999405641183817,0.041169210552416846,7784.802967110361,100.0760666139752,-0.008208245548303917,-0.1103008358453359,34.376086489986456,0.004754453369994343
,2015-05-01 00:00:00,172.1406000356494,192.30969793092027,159.1637161637882,174.99202975947787,170.60151859745426,0.0012656252788232742,0.003147883147929289,0.0030949917027536453,-0.003660727717082521,0.005943666650541425,0.07790489783230514,0.18526698656397,0.05717810361637077,0.06969867874352764,0.052997779595948424,6301.4406255985505,8365.240434771269,5724.744293975512,5627.3623891555335,6955.658526734952,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.32678960785331,-0.0045636280772474265,0.04454207735678706,7749.2760217138175,100.40963282318612,0.003333126695492256,-0.10586757705825078,34.49066634155278,0.00480298165263207
,2015-06-01 00:00:00,172.1968431886702,192.64022045257266,159.2637943528883,174.82255740886282,170.73810937044033,0.00032672799449473533,0.001718699187864803,0.0006287751474534693,-0.0009684575397404245,0.0008006421871797217,0.07249761616321915,0.1853883705677093,0.05441690370268559,0.0635221896045608,0.039914448225482735,6303.49948265658,8379.617766712805,5728.34387091309,5621.912527620904,6961.227520391074,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.13198427394106,-0.0019612567231997806,0.03443014556181678,7734.0777020163,99.51484952609322,-0.008911329241374118,-0.1067843610800977,34.18330865802882,0.004799039690487451
,2015-07-01 00:00:00,171.9496824029985,193.0246623770932,158.2735158141384,174.4559841264172,171.70224534906959,-0.0014353386571720602,0.0019956472413567602,-0.006217850973434084,-0.0020968305685421886,0.005646870415657484,0.059527858741473594,0.1520638435420214,0.039115712923469825,0.05388953402900687,0.035724305449050586,6294.451826173658,8396.340527792569,5692.725882399167,5610.124329579319,7000.536670132633,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98.95632916222422,-0.001771931763530822,0.015100962425877329,7720.373444074482,99.38943660948217,-0.0012602432421722192,-0.0828590064431789,34.140229374297455,0.004791339342157317
,2015-08-01 00:00:00,171.4231114359186,193.52717071627302,156.77628397412937,174.42940270763884,171.15119208425105,-0.0030623549850227294,0.0026033374854354317,-0.009459774949128209,-0.00015236748060817895,-0.003209353865456158,0.04549741755210235,0.11608089919458786,0.025762777988820318,0.044644996891699984,0.022054535731415026,6275.17598024579,8418.199035829051,5638.8739767045945,5609.269529069323,6978.069470710076,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98.80035504414744,-0.001576191431081569,-0.001703380827193235,7708.2046576071825,99.05524591838102,-0.0033624367186449833,-0.0680046862576259,34.02543501346636,0.00476576335105774
