Unnamed: 0,Fortaleza,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2021-11-01 00:00:00,164.94217608193387,.,.,.,.,0.0076007339205117486,.,.,.,.,0.059335309416960635,.,.,.,.,6232.759401652911,.,.,.,.,111.34728100044204,.,.,.,.,0.009882011534709356,.,.,.,.,0.0884865562896604,.,.,.,.,19.42792163106432,.,.,.,.,0.0028840410319066778,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,166.17181185184356,.,.,.,.,0.007454950571883279,.,.,.,.,0.05544980028599911,.,.,.,.,6279.224314918674,.,.,.,.,112.7386854023215,.,.,.,.,0.012496078838907021,.,.,.,.,0.09551560617448618,.,.,.,.,19.670694471442207,.,.,.,.,0.0029006122811407837,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,167.35945707168185,.,.,.,.,0.007147091956228868,.,.,.,.,0.06435680680198108,.,.,.,.,6324.102508511187,.,.,.,.,113.93391992666024,.,.,.,.,0.010601813566243123,.,.,.,.,0.11112304887023283,.,.,.,.,19.879239506946966,.,.,.,.,0.002928742851379249,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,169.33478496967246,.,.,.,.,0.011802905748819148,.,.,.,.,0.07915543521518575,.,.,.,.,6398.745294365016,.,.,.,.,116.61751265297228,.,.,.,.,0.023553940108788307,.,.,.,.,0.14368684934465392,.,.,.,.,20.347473923701852,.,.,.,.,0.002966300647705896,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,171.71703934681992,.,.,.,.,0.01406831075832482,.,.,.,.,0.0991749977948655,.,.,.,.,6488.764831629512,.,.,.,.,120.34203620416783,.,.,.,.,0.03193794367985614,.,.,.,.,0.17891587419156219,.,.,.,.,20.997330399904385,.,.,.,.,0.0030206380678457034,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,172.83342546487384,.,.,.,.,0.006501312404991744,.,.,.,.,0.10702852004927887,.,.,.,.,6530.950318922459,.,.,.,.,123.61863923087544,.,.,.,.,0.027227418864250064,.,.,.,.,0.21227742688454265,.,.,.,.,21.569033509733632,.,.,.,.,0.0030914334653804575,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,173.42748839250407,.,.,.,.,0.0034371992919330907,.,.,.,.,0.10405281686765244,.,.,.,.,6553.398496734309,.,.,.,.,125.56814277765955,.,.,.,.,0.015770304210703356,.,.,.,.,0.22297725656313427,.,.,.,.,21.90918372971299,.,.,.,.,0.0031347318876266514,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,173.76772207969253,.,.,.,.,0.0019618209912515283,.,.,.,.,0.09826470697426548,.,.,.,.,6566.255091469239,.,.,.,.,128.1392105048765,.,.,.,.,0.020475477858818758,.,.,.,.,0.23787420119103597,.,.,.,.,22.35778473607552,.,.,.,.,0.0031986599280040503,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,174.83689826106306,.,.,.,.,0.006152904397746406,.,.,.,.,0.09211374815763307,.,.,.,.,6606.656631298266,.,.,.,.,132.64523913193463,.,.,.,.,0.035165103712627044,.,.,.,.,0.26681862044851923,.,.,.,.,23.143998555104204,.,.,.,.,0.003287309619611184,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,175.94947482797375,.,.,.,.,0.006363511238053565,.,.,.,.,0.09017724107489156,.,.,.,.,6648.698165017493,.,.,.,.,136.8533906534672,.,.,.,.,0.031724859098387626,.,.,.,.,0.2800948269241721,.,.,.,.,23.87823864823817,.,.,.,.,0.003362098258443682,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,176.69513309765284,.,.,.,.,0.004237911311802067,.,.,.,.,0.08847760217458678,.,.,.,.,6676.874758179777,.,.,.,.,139.16095706154388,.,.,.,.,0.01686159471137838,.,.,.,.,0.28555530597791523,.,.,.,.,24.280863830746334,.,.,.,.,0.0033913577551404443,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,177.69212441052832,.,.,.,.,0.005642437883812468,.,.,.,.,0.08548777044753564,.,.,.,.,6714.548609260802,.,.,.,.,137.81419322876474,.,.,.,.,-0.009677741955910424,.,.,.,.,0.24992791404888948,.,.,.,.,24.045879896125772,.,.,.,.,0.003329017009359738,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,178.8215149354847,.,.,.,.,0.006355883968988341,.,.,.,.,0.08414669421274246,.,.,.,.,6757.2255011253965,.,.,.,.,138.06032153945438,.,.,.,.,0.0017859431232969403,.,.,.,.,0.23990743464051256,.,.,.,.,24.088824469969886,.,.,.,.,0.003303373971201678,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,179.9475191930827,.,.,.,.,0.0062968052697924826,.,.,.,.,0.08290038597834748,.,.,.,.,6799.774434270059,.,.,.,.,136.79013302212144,.,.,.,.,-0.009200243076139314,.,.,.,.,0.2133380173271444,.,.,.,.,23.86720142942771,.,.,.,.,0.0032508754512497896,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,181.25508868596162,.,.,.,.,0.007266393550421135,.,.,.,.,0.08302866092788608,.,.,.,.,6849.184271363558,.,.,.,.,139.4464521913904,.,.,.,.,0.019418938417432363,.,.,.,.,0.22392394013260208,.,.,.,.,24.330677144182218,.,.,.,.,0.003347045216769336,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,181.74823869985525,.,.,.,.,0.0027207512763851582,.,.,.,.,0.07330716918207925,.,.,.,.,6867.819198212067,.,.,.,.,141.48293554314114,.,.,.,.,0.014604052808426138,.,.,.,.,0.21322203093254788,.,.,.,.,24.686003638060622,.,.,.,.,0.003401355920244998,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,182.54693081394728,.,.,.,.,0.004394497134087905,.,.,.,.,0.06306824010198575,.,.,.,.,6897.999809996044,.,.,.,.,147.3544203437827,.,.,.,.,0.04149959695210881,.,.,.,.,0.22446341271629033,.,.,.,.,25.71046283939843,.,.,.,.,0.0035362997867652013,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,183.2600277341602,.,.,.,.,0.003906375840083021,.,.,.,.,0.060327464095800254,.,.,.,.,6924.94598979871,.,.,.,.,152.10184086117488,.,.,.,.,0.03221770006163571,.,.,.,.,0.23041186836802985,.,.,.,.,26.538794819604004,.,.,.,.,0.0036337586214124154,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,184.45110115624777,.,.,.,.,0.0064993628824250305,.,.,.,.,0.06356323824972243,.,.,.,.,6969.9537267276055,.,.,.,.,153.62762421610554,.,.,.,.,0.010031327341549101,.,.,.,.,0.2234601931489124,.,.,.,.,26.80501415768966,.,.,.,.,0.0036410390070811295,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,186.3849991479948,.,.,.,.,0.010484610715925324,.,.,.,.,0.07261001592986172,.,.,.,.,7043.030978260357,.,.,.,.,155.34117901729877,.,.,.,.,0.011153949753091252,.,.,.,.,0.21228450218512207,.,.,.,.,27.10399593873543,.,.,.,.,0.0036384390550486872,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,187.85376841036347,.,.,.,.,0.007880297604864861,.,.,.,.,0.07445150468103057,.,.,.,.,7098.532158409331,.,.,.,.,156.64588606034891,.,.,.,.,0.008398977343315073,.,.,.,.,0.18093862309330389,.,.,.,.,27.33164178653817,.,.,.,.,0.0036383420075235097,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,188.7752906717057,.,.,.,.,0.004905529812578413,.,.,.,.,0.07289487994364174,.,.,.,.,7133.354219537954,.,.,.,.,159.84071672457472,.,.,.,.,0.020395241423671884,.,.,.,.,0.167970453354092,.,.,.,.,27.889077219279937,.,.,.,.,0.0036913730939143914,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,188.66853184444253,.,.,.,.,-0.000565533904799298,.,.,.,.,0.06776303646220083,.,.,.,.,7129.320065871863,.,.,.,.,162.32779796610228,.,.,.,.,0.015559747807019075,.,.,.,.,0.16647514787005147,.,.,.,.,28.32302422738241,.,.,.,.,0.00374399303828216,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,188.9397413138277,.,.,.,.,0.0014374918102866285,.,.,.,.,0.06329834223442354,.,.,.,.,7139.568405079466,.,.,.,.,164.91609022900917,.,.,.,.,0.01594484922075634,.,.,.,.,0.19665533981145633,.,.,.,.,28.77463057816385,.,.,.,.,0.003792993143410074,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,189.3871781718426,.,.,.,.,0.0023681458167750247,.,.,.,.,0.05908496659459472,.,.,.,.,7156.475944131534,.,.,.,.,167.53687097383667,.,.,.,.,0.015891601245143328,.,.,.,.,0.2135048586422319,.,.,.,.,29.23190553328834,.,.,.,.,0.0038414952764594446,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,189.61388799739407,.,.,.,.,0.0011970706134381004,.,.,.,.,0.05371771085068078,.,.,.,.,7165.04275118003,.,.,.,.,166.81646996391058,.,.,.,.,-0.0042999550232651895,.,.,.,.,0.21950659947770745,.,.,.,.,29.10620965425086,.,.,.,.,0.0038198614961794577,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,189.81180368646352,.,.,.,.,0.0010437826635998348,.,.,.,.,0.04720813667928003,.,.,.,.,7172.521498587663,.,.,.,.,165.99533125327264,.,.,.,.,-0.004922407906219228,.,.,.,.,0.19038762653813435,.,.,.,.,28.962937017728702,.,.,.,.,0.003773960685717776,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,190.86827995216,.,.,.,.,0.005565914475169409,.,.,.,.,0.050179530308218645,.,.,.,.,7212.443139820116,.,.,.,.,165.81044667912914,.,.,.,.,-0.0011137938202695485,.,.,.,.,0.17194660997523648,.,.,.,.,28.9306782774615,.,.,.,.,0.003749845239793857,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,192.31781724188048,.,.,.,.,0.007594437850457769,.,.,.,.,0.05352533939829285,.,.,.,.,7267.217590995441,.,.,.,.,169.4671002174021,.,.,.,.,0.02205321565383156,.,.,.,.,0.15006458457119787,.,.,.,.,29.568692764525977,.,.,.,.,0.003806910985752865,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,194.1034036912338,.,.,.,.,0.009284560707693457,.,.,.,.,0.05916934582593858,.,.,.,.,7334.690513895057,.,.,.,.,173.31604078155806,.,.,.,.,0.022712022328925885,.,.,.,.,0.13947365659923627,.,.,.,.,30.24025757483104,.,.,.,.,0.00385188106790136,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,195.23925639795272,.,.,.,.,0.005851791803330508,.,.,.,.,0.05848788743508959,.,.,.,.,7377.611595724234,.,.,.,.,174.757434316235,.,.,.,.,0.008316561630285602,.,.,.,.,0.13753913209258828,.,.,.,.,30.491752540667836,.,.,.,.,0.003860341284104962,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,196.8532777032682,.,.,.,.,0.008266889226548058,.,.,.,.,0.05616481263581363,.,.,.,.,7438.601493542581,.,.,.,.,176.31868983844896,.,.,.,.,0.008933843234324224,.,.,.,.,0.13504153215429215,.,.,.,.,30.764161077805973,.,.,.,.,0.003865150073710013,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,199.12415737446372,.,.,.,.,0.011535899720291232,.,.,.,.,0.05999554365861992,.,.,.,.,7524.412454431296,.,.,.,.,178.7202560185635,.,.,.,.,0.013620599054558369,.,.,.,.,0.1409189255676353,.,.,.,.,31.183187381096616,.,.,.,.,0.003874854377479441,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,202.38445769308242,.,.,.,.,0.016373203340102727,.,.,.,.,0.07209188751849993,.,.,.,.,7647.611189562501,.,.,.,.,184.58509717672425,.,.,.,.,0.03281576072469128,.,.,.,.,0.1548064908566893,.,.,.,.,32.206487396827896,.,.,.,.,0.003942510850000771,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,204.61075473047106,.,.,.,.,0.011000336007841227,.,.,.,.,0.08449857922874449,.,.,.,.,7731.737482305015,.,.,.,.,187.3426739330888,.,.,.,.,0.014939324997209402,.,.,.,.,0.15410099983128078,.,.,.,.,32.68763057906764,.,.,.,.,0.00396107356476126,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,206.2369033119433,.,.,.,.,0.007947522522041117,.,.,.,.,0.0915485639910194,.,.,.,.,7793.1856400801435,.,.,.,.,188.50306051339211,.,.,.,.,0.006193925580018966,.,.,.,.,0.1430240690985889,.,.,.,.,32.89009533026154,.,.,.,.,0.00396083804307655,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,208.29315942037587,.,.,.,.,0.00997035969514326,.,.,.,.,0.09982714474671939,.,.,.,.,7870.886504082769,.,.,.,.,189.91251118058804,.,.,.,.,0.007477070469610769,.,.,.,.,0.13355651252580492,.,.,.,.,33.13601689079812,.,.,.,.,0.003954037574657484,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,211.3956383926249,.,.,.,.,0.01489477129677419,.,.,.,.,0.11487423534889052,.,.,.,.,7988.121558463948,.,.,.,.,191.2993887172271,.,.,.,.,0.007302718120136165,.,.,.,.,0.146765596698055,.,.,.,.,33.377999881775686,.,.,.,.,0.003920263721868786,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,214.17184614713273,.,.,.,.,0.013132757968031372,.,.,.,.,0.1283378693398216,.,.,.,.,8093.027625510468,.,.,.,.,192.15462516467753,.,.,.,.,0.0044706700485834805,.,.,.,.,0.1575905401308637,.,.,.,.,33.527221906128766,.,.,.,.,0.003909397645714447,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,215.25175930706916,.,.,.,.,0.005042274133429059,.,.,.,.,0.12775029649253788,.,.,.,.,8133.834889367707,.,.,.,.,194.4812163277337,.,.,.,.,0.012107911329546583,.,.,.,.,0.17291292691640403,.,.,.,.,33.933166536094205,.,.,.,.,0.003919571249089934,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,215.83496167064504,.,.,.,.,0.0027093965013493815,.,.,.,.,0.12228271288658998,.,.,.,.,8155.872673159513,.,.,.,.,198.68290910303375,.,.,.,.,0.02160461999692287,.,.,.,.,0.1723981164966648,.,.,.,.,34.666279704398825,.,.,.,.,0.003974113339687715,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,218.03113023029292,.,.,.,.,0.010175221579713956,.,.,.,.,0.12327309096094807,.,.,.,.,8238.860484784846,.,.,.,.,202.7768115492651,.,.,.,.,0.02060520688323675,.,.,.,.,0.16998294349937537,.,.,.,.,35.38058556958011,.,.,.,.,0.003999036393431852,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,220.58174479332197,.,.,.,.,0.011698396281003554,.,.,.,.,0.12980221735588926,.,.,.,.,8335.24193963976,.,.,.,.,203.92941411906253,.,.,.,.,0.005684094551991814,.,.,.,.,0.16692840517467733,.,.,.,.,35.58169216326244,.,.,.,.,0.003970904694679575,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,224.7931486299885,.,.,.,.,0.019092259155953695,.,.,.,.,0.14193246489314837,.,.,.,.,8494.380538878935,.,.,.,.,206.00587760808335,.,.,.,.,0.010182265751072617,.,.,.,.,0.16837232511672529,.,.,.,.,35.94399440874163,.,.,.,.,0.003937339367060279,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,227.9297478312282,.,.,.,.,0.013953268684369746,.,.,.,.,0.14466145562938415,.,.,.,.,8612.904912845195,.,.,.,.,205.33732541416143,.,.,.,.,-0.003245306404285331,.,.,.,.,0.1489314641135766,.,.,.,.,35.82734513349135,.,.,.,.,0.0038693481749690404,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,230.91753602468387,.,.,.,.,0.01310837318026592,.,.,.,.,0.14098453338186712,.,.,.,.,8725.806084608916,.,.,.,.,206.8474545068777,.,.,.,.,0.007354381818650779,.,.,.,.,0.12060755538048218,.,.,.,.,36.090833109151625,.,.,.,.,0.0038444487342536755,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,231.97893930660288,.,.,.,.,0.004596460278380787,.,.,.,.,0.1337573120835378,.,.,.,.,8765.913905673673,.,.,.,.,207.55406574596935,.,.,.,.,0.0034160983067266226,.,.,.,.,0.107884612664914,.,.,.,.,36.214122943024144,.,.,.,.,0.0038316068240480086,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,234.0180898384061,.,.,.,.,0.00879023991530592,.,.,.,.,0.13470521560558146,.,.,.,.,8842.96839198146,.,.,.,.,210.4634612519987,.,.,.,.,0.014017530784437682,.,.,.,.,0.11649890818110298,.,.,.,.,36.72175552620939,.,.,.,.,0.003849858573516535,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,235.946188996986,.,.,.,.,0.008239103053577113,.,.,.,.,0.1327601427409384,.,.,.,.,8915.826519862521,.,.,.,.,212.3947321555873,.,.,.,.,0.009176276452453669,.,.,.,.,0.11838198987122484,.,.,.,.,37.058724506737306,.,.,.,.,0.0038476719216082853,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,238.05631531817656,.,.,.,.,0.008943252400730684,.,.,.,.,0.12611744087186327,.,.,.,.,8995.563006790782,.,.,.,.,215.12115961565422,.,.,.,.,0.012836605844205762,.,.,.,.,0.12452612137532615,.,.,.,.,37.534432746319304,.,.,.,.,0.0038618578091019515,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,239.31088565122366,.,.,.,.,0.005270056924851163,.,.,.,.,0.1173778904946301,.,.,.,.,9042.970135907655,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
