Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
Belo Horizonte,Belo Horizonte,MG,290.66990571785095,-0.0024292350829822063,0.10634707104910368,10640.36695672051,216.30235748787,0.0031827196487230758,0.1300893487248782,48.01646478743995,0.004254386856951244,0.051052642283414926,83.25022812251727,0.003445532264158002,0.022813020574458776,6495.015082426672,105.32326045717619,0.0037973243392861455,0.06821458967175609,36.178495352430815,0.0054635759037729385,0.06556291084527527
Betim,Betim,MG,154.64086692305986,0.006222746833805859,0.1020893388611186,4814.187561852439,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Contagem,Contagem,MG,172.2791793851397,-0.002376902544016568,0.053788161159904035,5874.220740609745,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Vitória,Vitória,ES,331.8518575474866,0.0039505114791063,0.1310533730159844,14252.555843795395,163.65203427252388,0.01955205586804798,0.15458806222920307,51.91659517128198,0.0036029580854702466,0.04323549702564296,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Vila Velha,Vila Velha,ES,314.5409075454374,0.0047115471955314625,0.1134896684395923,10388.99113141926,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Curitiba,Curitiba,PR,281.1903190071633,-0.006637343693542963,0.07867033875919804,11646.045719453065,267.2239809067716,0.00010712959482273021,0.10976384973629094,46.51650308710354,0.0037922537143193803,0.045507044571832564,116.37617582281972,-0.006143407072582985,0.09757735466820083,9001.707411781857,165.42142791939312,-0.0016476804362797193,0.09275370452372278,41.25232638702824,0.0046799669409715765,0.05615960329165892
Londrina,Londrina,PR,141.8192561257038,0.0007994989424233712,0.10406181450097107,5731.308593920085,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
São José dos Pinhais,São José dos Pinhais,PR,164.51408428596594,0.009969969990976324,0.06656969675403412,5921.99281861804,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Florianópolis,Florianópolis,SC,276.8743047456516,0.008179048516796739,0.0871288024533503,12863.56476872469,278.47922970379693,0.00017024437888157884,0.09354882492936256,60.214951653924366,0.004666418757549544,0.05599702509059453,98.31135497625095,0.01160189763175934,0.03671871062681853,8821.526696980138,140.764366170796,0.008455528475556529,0.11751452658707184,50.60794615648699,0.00579591935509857,0.06955103226118284
Balneário Camboriú,Balneário Camboriú,SC,217.4690007953144,0.0026702569683465516,0.06442685746547583,15030.017575702966,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Blumenau,Blumenau,SC,192.45450248082975,0.00484259727462133,0.09238362118211874,7692.272647019558,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Itajaí,Itajaí,SC,230.48398528274268,0.006438359925185377,0.07690468365396197,13023.039429849465,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Itapema,Itapema,SC,258.29176851510283,0.005684401167362907,0.09825774717183489,14944.099226457005,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Joinville,Joinville,SC,181.94988650156523,0.0011704585706437953,0.07114335718802356,8154.879514962049,231.1875292419935,-0.008666273004391711,0.114924307124469,37.0388492007818,0.004427605703684275,0.0531312684442113,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
São José,São José,SC,229.71408253154465,0.008732137077304802,0.11713699663180077,8871.363667286338,273.31636201312364,-0.005651074257901456,-0.031025051744947074,41.75690687373414,0.004619288605411896,0.05543146326494275,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Porto Alegre,Porto Alegre,RS,170.54133976307946,-0.0011715633791876678,0.0458469443162457,7499.698136905523,190.77680032314464,0.010185931847957574,0.09380291208751967,43.96223148180856,0.0058059698966557586,0.0696716387598691,77.21076956767375,-0.008883610364454508,-0.00762683838881939,6318.445803797209,116.07724304838162,0.0006597689647358518,0.003927022159657678,34.06724286495338,0.005438216263026774,0.06525859515632129
Canoas,Canoas,RS,126.02014896486455,0.0002865863461880558,0.03681704004443476,5807.310783517942,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Caxias do Sul,Caxias do Sul,RS,156.30950676599483,0.0023248586773847446,0.08112303022322753,6175.780351270499,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Novo Hamburgo,Novo Hamburgo,RS,141.23654975035444,0.0007633588059878793,0.05865600214079336,5308.709005923391,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Pelotas,Pelotas,RS,125.86651090335775,-0.004408007661077851,0.010820573251568266,4333.902730159081,146.2900130681402,0.012131365602659816,0.18813665172516725,22.33104910122772,0.005142697779198133,0.061712373350377596,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Santa Maria,Santa Maria,RS,135.54334371551872,0.005546942967700641,0.11829493228791299,5450.6031204716355,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
São Leopoldo,São Leopoldo,RS,130.5561118075414,-0.008447939860207088,0.00204275496853068,5119.747118985649,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Brasília,Brasília,DF,165.84649634976788,0.0064606014455395044,0.034692926398642854,9856.524096359846,199.09259775450224,0.01779860630817698,0.06412819557631178,51.02438428018077,0.005288635255636956,0.06346362306764347,83.89955128580775,-0.005550051422925972,0.044625278240796096,6952.219152565038,117.87354670414615,0.01812174531305022,0.18802938225828525,42.47243672547608,0.006256121042320926,0.07507345250785111
Campo Grande,Campo Grande,MS,155.8557174667563,0.0008135135506457392,0.03887234310273624,6563.0546052295185,167.72751926370233,-0.04729768234230436,-0.04362195354006282,28.18278404992507,0.004539900740405175,0.054478808884862104,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Cuiabá,Cuiabá,MT,142.30132978080135,-0.0022707343829289073,0.05013543461933856,6790.586154302306,195.90221052256857,0.017615397540952538,0.1461044173900734,46.58583573604318,0.006753936413250786,0.08104723695900944,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Goiânia,Goiânia,GO,222.9473955409856,0.0013528066053452026,0.026128745231335904,8105.663851830515,249.1730774905797,-0.006141559763049975,0.04666732197612977,41.06478223248931,0.0049861038288965,0.059833245946758,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Aracaju,Aracaju,SE,131.51235520664443,0.0010291638021240335,0.02587615067033644,5392.020553486104,164.94981963421398,-0.03563672787829841,0.16727444776132794,31.7815820752712,0.005015901931088681,0.060190823173064165,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Fortaleza,Fortaleza,CE,239.31088565122366,0.005270056924851163,0.1173778904946301,9042.970135907655,215.12115961565422,0.012836605844205762,0.12452612137532615,37.534432746319304,0.0038618578091019515,0.046342293709223416,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
João Pessoa,João Pessoa,PB,177.3596744159738,0.0002739782212870523,0.13399154775787858,7987.835387139361,174.53801988780154,0.00830323583674808,0.15308524492754128,48.52306299838783,0.0055960632787358236,0.06715275934482988,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Maceió,Maceió,AL,190.05194472725435,0.0004205099099232612,0.05334268318199897,9636.452683729805,151.36991943661494,0.022401480868101897,0.12223076635928187,54.84666334135798,0.005619229821109761,0.06743075785331713,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Natal,Natal,RN,136.79955680032305,0.006181220588571179,0.09343285158338932,6150.60109185931,167.16256831180598,0.024795305501245535,0.10131532784945074,39.97092104225463,0.006363249763095098,0.07635899715714117,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Recife,Recife,PE,264.5468577032562,-0.002303339017415862,0.045206178774864325,8464.434314871154,233.34719874364518,-0.001049995328710751,0.09819024603185134,60.65854986632684,0.006972492537701553,0.08366991045241863,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Jaboatão dos Guararapes,Jaboatão dos Guararapes,PE,123.03359786261589,0.004451748866352467,0.09858093320070216,5934.37637826187,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
São Luís,São Luís,MA,163.09052630388578,-0.0101608124054966,0.11711780557594231,8411.954639814427,166.12977649746293,0.02390293248112796,0.11365695784190377,57.58646820153437,0.006336810908436752,0.07604173090124103,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Salvador,Salvador,BA,243.39303332597277,0.01067694729887525,0.1560448713694329,8153.187886547824,215.3863148402623,0.010636804969322178,0.12383114889446101,52.2645177784038,0.005929745136966541,0.07115694164359848,104.96484392062553,0.008649222981100602,0.06558883244403746,5537.82472145094,137.50119111306842,0.011542074827828763,0.0818456965928569,46.79994451473874,0.008293667049391997,0.09952400459270397
Teresina,Teresina,PI,140.1307938469225,0.0016586401408433815,0.04641588254878726,5724.747866208203,177.4797980131339,0.01874539098512762,0.21812136537487192,29.684841681140224,0.005197605999707082,0.062371271996484984,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Belém,Belém,PA,140.48196525580795,0.021850224168091792,0.13724645823430115,8688.438756735726,225.0051061656393,0.017989615624344424,0.17620791025466032,61.98535439259217,0.007194160952314942,0.08632993142777931,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
Manaus,Manaus,AM,160.02880230212168,0.010712491874594443,0.0481345754507565,7297.814444189432,139.77284964412266,0.00389596252860569,0.01057576946499128,47.797687787806545,0.006512087235306743,0.07814504682368091,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível,não disponível
,,,,,,,,,,,,,,,,,,,,,,
,,,,"Nota: atualmente, nem todas as cidades monitoradas pelo Índice FipeZAP apresentam todos os resultados para imóveis residenciais e comerciais.",,,,,,,,,,,,,,,,,,
,,,,Fonte: ZAP (www.zap.com.br) e IBGE,,,,,,,,,,,,,,,,,,
,,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,
,,,,Source: ZAP (www.zap.com.br) and IBGE,,,,,,,,,,,,,,,,,,
