Unnamed: 0,Índice FipeZAP,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,,Venda,,,,,,,,,,,,,,,,,,,,Locação,,,,,,,,,,,,,,,,,,,,Rentabilidade do aluguel (rental yield),,,,,Venda,,,,Locação,,,,Rentabilidade do aluguel (rental yield)
,,Número-Índice,,,,,Var. mensal (%),,,,,Var. em 12 meses (%),,,,,Preço médio (R$/m²),,,,,Número-Índice,,,,,Var. mensal (%),,,,,Var. em 12 meses (%),,,,,Preço médio (R$/m²),,,,,(% - mensalizada),,,,,Número-Índice,Var. mensal (%),Var. em 12 meses (%),Preço médio (R$/m²),Número-Índice,Var. mensal (%),Var. em 12 meses (%),Preço médio (R$/m²),(% - mensalizada)
,Data,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,Total,Total,Total,Total,Total,Total,Total,Total
,2008-01-01 00:00:00,41.811068498625254,39.46608734046782,40.4504786751504,43.47947987197312,47.09431516626593,.,.,.,.,.,.,.,.,.,.,2228.5452202221554,2410.2700816963156,1983.321159556796,2212.577179430358,2827.6929500819238,70.8668233584297,70.12321158362684,68.82937223132902,72.068303289219,75.98386379665358,.,.,.,.,.,.,.,.,.,.,13.233190877163445,15.790366404612888,12.469527204275128,11.890707589085459,13.936423994494815,0.006443816867974957,0.00726090464396416,0.0066248916746547044,0.005955657515736289,0.005697593460673882,.,.,.,.,.,.,.,.,.
,2008-02-01 00:00:00,42.065077010020694,39.863723604465875,40.745336480892774,43.61147286438224,47.22228645853504,0.006075149966660093,0.010075391071015283,0.007289352694941276,0.0030357537118148397,0.002717340549858364,.,.,.,.,.,2242.083966642488,2434.5544953561734,1997.7782869961454,2219.2940188154907,2835.3767547977304,71.55287143379459,71.55272785282183,69.46287351718465,71.77909345641936,76.21907707518012,0.009680807504168746,0.020385778644638763,0.009203938163586356,-0.004012996277142896,0.00309556880597721,.,.,.,.,.,13.361298850711187,16.11226531885507,12.584295961592435,11.842990223797862,13.979565153879046,0.006484195952947009,0.007383746555592815,0.006650463510937141,0.005918623499892913,0.005713645926115553,.,.,.,.,.,.,.,.,.
,2008-03-01 00:00:00,42.506114495884376,40.46330251053231,41.29048599245621,43.90101504503212,47.42020525740707,0.010484647056716714,0.01504071501236441,0.013379433295858932,0.006639128688688368,0.004191215921868273,.,.,.,.,.,2265.591425704258,2471.171935702896,2024.5074283269257,2234.0281974044433,2847.2604309969333,74.22860250368524,77.86594611769922,71.50331358450607,72.55943817215194,76.81247335198151,0.03739515991844448,0.08823169226843702,0.02937454159331094,0.010871476333235864,0.007785403596741038,.,.,.,.,.,13.860946757951659,17.5338777542157,12.953953886738764,11.971741011730623,14.088401710708931,0.006655037527462186,0.007887475855976569,0.006747993255949845,0.00595364901839587,0.005740150931398514,.,.,.,.,.,.,.,.,.
,2008-04-01 00:00:00,43.090376888038406,41.23354509581621,41.872013176365705,44.475047145357806,47.75081427476724,0.013745372850077731,0.01903558378813527,0.014083805746818764,0.013075599726723097,0.006971901862624888,.,.,.,.,.,2296.7328245765025,2518.212136139857,2053.0201976804738,2263.2394558919164,2867.111251299179,75.43447128828088,78.88060071700959,72.14619681319824,74.24485700137566,77.65288210093217,0.0162453386420116,0.013030787525225136,0.008990957152389671,0.02322811300199082,0.010941045279190608,.,.,.,.,.,14.086122531933478,17.76235798972415,13.070422331088464,12.24982196478167,14.242543551737228,0.0066876188515812935,0.007862216046126042,0.006757700336294956,0.00601423960066629,0.005786666015177812,.,.,.,.,.,.,.,.,.
,2008-05-01 00:00:00,43.66682236804259,41.943743640855985,42.40593068836442,45.03303759976963,48.26624638110091,0.013377591973770898,0.01722380511764033,0.012751178448235671,0.012546146440005929,0.010794205589202702,.,.,.,.,.,2327.4575791764532,2561.585331217607,2079.1986245789294,2291.6343895343352,2898.059439592819,77.13043734117352,80.7200287472713,73.63103402156676,76.45072408839812,78.3360857594022,0.022482639885037757,0.02331914328163915,0.02058094915540829,0.02971070557764801,0.008798175160865281,.,.,.,.,.,14.402815752195455,18.176560960706297,13.33942402852431,12.613772818555905,14.367851944641663,0.006753094383034838,0.007882441133493727,0.006862852475925489,0.006109902268986355,0.0057821735843523415,.,.,.,.,.,.,.,.,.
,2008-06-01 00:00:00,44.31249165100063,42.689388398790925,43.03817682894492,45.60893657705369,48.894630230389495,0.014786266733953278,0.017777258136983103,0.014909380134273863,0.012788366230196456,0.013019115767300062,.,.,.,.,.,2361.8719877541175,2607.1232948905717,2110.198187247436,2320.940649373413,2935.789610937395,76.8190602358537,76.96373696823629,73.27756913735799,78.18120199675053,79.21952947782326,-0.004037019833590374,-0.04653481716162039,-0.004800487850072038,0.022635206258498092,0.01127760865068537,.,.,.,.,.,14.344671299344293,17.33071801977278,13.27538828554842,12.899288168001753,14.52988695602432,0.006650631036873439,0.007438598510370518,0.006807233812999899,0.00615192693210845,0.005787145174239821,.,.,.,.,.,.,.,.,.
,2008-07-01 00:00:00,44.908595389006244,43.51543294649353,43.70075970217146,46.024893950254445,49.19961981684388,0.013452273067839547,0.019350114365330337,0.015395235626731488,0.009120084887268027,0.006237690826524103,.,.,.,.,.,2393.6445346846667,2657.571428811221,2142.685185559212,2342.1078251140098,2954.102158862144,78.0509304008757,78.39899121937022,74.75584028090985,78.58031294400185,80.40318611075664,0.016035996291022876,0.018648448057119064,0.02017358328004665,0.005104947699165644,0.014941475173299619,.,.,.,.,.,14.57470239509652,17.65390901455709,13.543200436701888,12.96513835945587,14.746984901248608,0.006674762714823748,0.0074447064742906195,0.006856228027037795,0.006125342261833594,0.00582550498595912,.,.,.,.,.,.,.,.,.
,2008-08-01 00:00:00,45.375148677227436,43.78280866220514,44.47193802369557,46.473748922080745,49.352974626563864,0.010388953031815513,0.006144388268878487,0.01764679439853749,0.009752439023790818,0.003116991763165655,.,.,.,.,.,2418.511995330368,2673.9005795221155,2180.4967104895677,2364.949088865578,2963.3100709588666,78.50241943392432,78.58054622193391,75.1103265730354,78.82630353758256,81.83254247134884,0.0057845438962704585,0.002315782381123656,0.004741921043138432,0.0031304354025163345,0.017777359700935753,.,.,.,.,.,14.659010400876033,17.694791626010964,13.607421223844128,13.005724887574832,15.009147356342375,0.006649181075804615,0.007445909124589802,0.006759997895159454,0.006094587316343375,0.0059013063413430045,.,.,.,.,.,.,.,.,.
,2008-09-01 00:00:00,45.83785217110294,44.10892177681556,45.16211898393369,46.882565381662275,49.5970926245315,0.010197288766300395,0.00744842838033675,0.015519471174617355,0.008796717912018689,0.004946368477579825,.,.,.,.,.,2443.174260531513,2693.816936484827,2214.3368663343585,2385.752878876614,2977.9676944831526,80.14288781005675,81.74321994091501,77.10909951965694,79.22267364194373,82.51467794032378,0.02089704225629909,0.040247540530563286,0.02661116037989765,0.005028398980705579,0.008335748204496552,.,.,.,.,.,14.965340360658667,18.406963469158715,13.96953049238867,13.07112286134285,15.134259829469029,0.006728451264714934,0.0076799060650137065,0.006831543675674982,0.0060840400805230975,0.005926908697947871,.,.,.,.,.,.,.,.,.
,2008-10-01 00:00:00,46.36882490056597,44.463404133451185,45.909004286568916,47.32027861973344,50.104864563237555,0.011583717480501226,0.008036522824775582,0.01653787110611277,0.009336375569634873,0.010237937585375834,.,.,.,.,.,2471.475300921142,2715.465857780654,2250.95728401531,2408.027163770144,3008.4559418705367,81.43005795277654,85.1349700110285,78.20582928696389,79.99090067674241,82.72519522608337,0.016060940376524266,0.04149273875637751,0.014223091361965246,0.009697060191010184,0.002551270767994059,.,.,.,.,.,15.205697799905597,19.1707187956827,14.168220400865675,13.19787432649338,15.172871424167178,0.006749952423528062,0.007882482694745233,0.006776598200312336,0.006095408570825359,0.005902537456759949,.,.,.,.,.,.,.,.,.
,2008-11-01 00:00:00,47.110517962658264,45.244893743287065,46.714820073012675,47.87177660048087,50.87833341720173,0.015995511287654945,0.017576018414836917,0.017552456189504174,0.011654580168034837,0.015437001191530643,.,.,.,.,.,2511.007811994187,2763.192935701868,2290.467113127434,2436.0917093971084,3054.897479829859,82.01299151332643,86.27272058747704,78.26271260487096,81.12788572191758,82.90288559504589,0.0071587025136091885,0.01336408031037259,0.0007273539380081885,0.014213929778962303,0.002147959499846317,.,.,.,.,.,15.314550866966965,19.42691782127577,14.17852571176881,13.385467985401727,15.205462137482666,0.0066914507775270235,0.00782184964881908,0.006662397532669586,0.006110693627634669,0.005825683360512453,.,.,.,.,.,.,.,.,.
,2008-12-01 00:00:00,47.943203126129774,46.45156066258363,47.51862428949227,48.3991832343002,51.6204461788092,0.017675143460140572,0.026669681801951468,0.017206621265441938,0.011017068328607472,0.014586027327627883,.,.,.,.,.,2555.3902353007174,2836.8864120544367,2329.8783132639683,2462.930298214291,3099.4562979537595,82.04378303742895,86.84141716668749,77.47917018903625,81.88556648505629,83.2917836174034,0.00037544690828071776,0.0065918470559162695,-0.01001169509406888,0.009339338211472878,0.004691007068887312,.,.,.,.,.,15.320300667741675,19.554977092321476,14.036574635459164,13.510479398036235,15.276791067855294,0.006562619388238122,0.007604948659854182,0.00647689957799048,0.006099408945864209,0.005759318659443546,.,.,.,.,.,.,.,.,.
