Unnamed: 0,Índice FipeZAP,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2009-01-01 00:00:00,48.604826558414146,47.21260700733841,48.1569423653259,48.95203301594437,52.25590106689639,0.013800150785581845,0.01638365501393791,0.013433008328374116,0.011422708911591117,0.012310139394882727,0.1624870710972688,0.19628294033919724,0.1905160072904093,0.12586519342194014,0.10960103958211409,2590.655005863871,2883.364980343265,2361.1755880501414,2491.0636340803308,3137.611037029918,82.28393647689623,86.51916677862863,77.78237672446129,82.24131497276161,84.27647847091849,0.0029271375669954634,-0.0037107914469005163,0.00391339420240627,0.004344459017331764,0.011822232767138754,0.1611066021785843,0.23381637584366,0.13007534723754377,0.14115791851956128,0.10913652267614915,15.365145295363888,19.482412650582955,14.091505285259213,13.56917512208551,15.457396847794426,0.006495703505643753,0.007449487960926728,0.006427749198179684,0.0060559955802293435,0.005734282509147988,.,.,.,.,.,.,.,.,.
,2009-02-01 00:00:00,49.245623076693576,48.27327812106053,48.68448492177622,49.41865275429251,52.65885075957521,0.01318380423617617,0.022465845056115062,0.010954652237849881,0.00953218302896943,0.0077110849579068675,0.17070088959928298,0.21095757636781687,0.19484802744496776,0.1331571604556614,0.11512708741483557,2624.8096943046503,2948.1422112318846,2387.041445489731,2514.8089085771944,3161.8054223013223,83.43120085265934,87.73393568402695,79.58650862313478,82.58558501750692,85.11560921716982,0.013942750248527987,0.014040460057902377,0.02319461007297962,0.004186096062050215,0.009956879564455115,0.16600772520855944,0.22614382870892835,0.14574166879873762,0.15055207638765622,0.11672316804904925,15.579377678749495,19.755954687235032,14.418352255692133,13.625976992629338,15.611304286587902,0.006495625869483086,0.007372905910377344,0.006505060183697946,0.006019220664987928,0.005734811890843679,.,.,.,.,.,.,.,.,.
,2009-03-01 00:00:00,49.79738072934897,49.01349714131759,49.172560794659766,49.94099568274196,53.045567066269875,0.011204196803360681,0.01533392901971009,0.01002528574899714,0.010569752499051772,0.007343804528896665,0.1715345267366315,0.21130738472371924,0.19089324363107796,0.13758179922523994,0.1186279514887616,2654.2185786910086,2993.3488146389254,2410.9722180754648,2541.3898163232657,3185.0251032811093,84.10279476276077,87.68443730105652,80.85910262621319,82.74186782112297,86.01316097858047,0.008049673302527023,-0.000564187421714369,0.015990071999571184,0.0018923738759364854,0.010545090021274161,0.13302408944834032,0.12609480360665026,0.13084413256806604,0.14033225594735943,0.11978116606710754,15.70478657932011,19.744808626096535,14.648902746375828,13.651762435524299,15.775926895639477,0.0064765588438680955,0.00727167450316583,0.0065557754759178605,0.005962786710845668,0.0057351280641432505,.,.,.,.,.,.,.,.,.
,2009-04-01 00:00:00,50.54291192053071,49.91983871565163,49.953835467539015,50.628841881648285,53.50242109068268,0.014971293274112831,0.018491673257283386,0.015888427615998756,0.013773177516843592,0.008612482619745778,0.1729512612956765,0.210660849064777,0.19301250831032468,0.13836510878061636,0.12045044473628463,2693.9556634461906,3048.7008428643044,2449.278775646541,2576.3928294029843,3212.4560766265718,84.4454799082854,87.03812073803365,82.0224303706275,82.9399781804091,86.27354879704389,0.004074598787011769,-0.007370938138130412,0.014387096896091292,0.0023943181910567792,0.0030273020489068447,0.11945478593689618,0.10341604839306195,0.13689194986952558,0.1171141211689899,0.11101541195736542,15.768777283666486,19.599270863164353,14.859657929609357,13.684449098663661,15.823685391454053,0.006399026955308357,0.007082055087270642,0.006549883576061006,0.005889652821176054,0.005682208618527652,.,.,.,.,.,.,.,.,.
,2009-05-01 00:00:00,51.2800256808521,50.54040469989777,50.80346324058695,51.38424195937819,54.118743962725155,0.014583919531196836,0.012431249783897466,0.017008259027478233,0.014920350726089092,0.011519532377756317,0.1743475458012993,0.2049569330923544,0.19802731400791296,0.14103433164013457,0.12125445876636132,2733.2440960625017,3086.600004558329,2490.9367434932424,2614.8335140258578,3249.462068413392,84.72331250860276,87.34459438200741,82.1797920232235,83.4887491660884,86.8303944249404,0.003290082555266465,0.003521142705920507,0.0019185197498407251,0.006616483362047856,0.006454418946025646,0.09844200848808149,0.08206842511760204,0.11610264768457257,0.09205962613973906,0.10843417287439183,15.82065786272536,19.668282692805544,14.88816647682319,13.77499202844376,15.925818086240604,0.00631844770211589,0.006995791131457785,0.006455685259853192,0.005831592790445613,0.005633794344945616,.,.,.,.,.,.,.,.,.
,2009-06-01 00:00:00,52.08869085515517,51.14295883710084,51.83513375183435,52.11922324129297,54.834905127872915,0.01576959378561751,0.011922226202598972,0.02030709021473149,0.014303631889633076,0.013233144613279053,0.17548548760017524,0.19802510074258506,0.20439892140071136,0.14274147026516437,0.12149135537978473,2776.346245174345,3123.399148009616,2541.5204206625494,2652.2351300631594,3292.462669880071,85.41224109392972,89.05987614810235,82.83044459823576,83.76482234153475,87.47276235769748,0.008131511445058318,0.01963809870812425,0.007917427861442842,0.0033067111222034803,0.007397961704669791,0.11186261367547079,0.1571667340537044,0.1303656162907234,0.07141896264291625,0.10418179626003243,15.949303723204464,20.05453036974615,15.006042460892592,13.82054194779248,16.043636678558148,0.006261571637972698,0.007025293125517541,0.006357827560325523,0.005759565118333698,0.005582677611462544,.,.,.,.,.,.,.,.,.
,2009-07-01 00:00:00,53.01319251573822,52.08021750165657,52.866348615882856,52.8588854414537,55.90709686992792,0.017748606183131784,0.018326250296566884,0.019894129510411748,0.014191734913936774,0.019553088303056153,0.18046872890431143,0.19682177046691174,0.20973523060414823,0.14848467654451758,0.13633188788966377,2825.622521307961,3180.639342572124,2592.0817570645663,2689.8749479584467,3356.8404831987523,85.57138517364878,89.89312435513739,82.63934626300465,84.03490522944149,88.09582928511283,0.0018632467393523782,0.009356044978654447,-0.0023071026137551896,0.003224299656549457,0.007122982178926521,0.09635317265466825,0.14661072747231074,0.10545672354789892,0.06941423469930319,0.09567585000623557,15.979021211361669,20.242161457911287,14.971421981108943,13.865103516448075,16.15791521670469,0.006154391781102856,0.006945186266731528,0.006194869955319602,0.005694994777491508,0.005502991024883178,.,.,.,.,.,.,.,.,.
,2009-08-01 00:00:00,53.97870666468058,52.966179765209255,53.991286732180185,53.672442699546565,56.91847673890304,0.018212714668254127,0.017011493155236937,0.021278907012680696,0.0153911163903361,0.018090366440027577,0.18960947210672252,0.20974833236159007,0.21405293161302086,0.15489806491693536,0.15329374104771998,2877.0847780487356,3234.746766977567,2647.2384237424094,2731.275126357925,3417.566957620537,86.0912397816494,90.51209157547369,83.68850655435736,84.16616326811251,88.14756871888348,0.006075098666986577,0.006885590247046745,0.012695650907180197,0.0015619466495814449,0.0005873085501379195,0.09666989122688907,0.15183841201410941,0.11420773111644977,0.06774210499397615,0.07717010930884438,16.076095341822562,20.381540687425026,15.16149392816519,13.886760068431691,16.167404898463868,0.006063983150074975,0.006833110460688202,0.006110737627495242,0.005622874220911797,0.00539449611147433,.,.,.,.,.,.,.,.,.
,2009-09-01 00:00:00,54.91186829109262,53.85082768074351,55.02907342574291,54.64887953264828,57.933145118171524,0.017287587718781573,0.016702128026898737,0.01922137360257016,0.01819251712778799,0.01782669595890595,0.19795901618859246,0.22086021402247158,0.2184785537923799,0.16565463275658843,0.1680754264518498,2926.822633523624,3288.7739216142227,2698.121982500241,2780.9638958748924,3478.4908846932412,86.62185679203058,89.67676765126505,84.92761493936017,84.84057034514993,88.68266205827854,0.006163426287354725,-0.009228865554522053,0.014806195450482515,0.008012805275310925,0.0060704265264713494,0.08084271928570086,0.09705450453364217,0.10139549636045353,0.07091273804513265,0.07475014472474295,16.175179170450374,20.193442188626758,15.385977970586909,13.998031972765,16.265547942023705,0.005987013345106717,0.00667395137779958,0.006062795338565917,0.005568512412617249,0.005322010356917358,.,.,.,.,.,.,.,.,.
,2009-10-01 00:00:00,55.83941967532714,54.70587510240609,56.07665387274872,55.62483561154397,58.83703390393138,0.01689163769328505,0.01587807390318613,0.01903685418980278,0.01785866585448728,0.01560227368833709,0.2042448734698381,0.23035732797726083,0.22147397322564988,0.17549678983393324,0.17427787534826922,2976.2614610416117,3340.9933169924843,2749.4857372673996,2830.628200844715,3532.7632514986103,88.05003294323355,90.26943914054193,86.99964420467684,86.06360110809874,89.8762716745845,0.01648748022836611,0.006608974707715416,0.024397591605464508,0.014415635797511086,0.013459334537359483,0.08129645436696253,0.06030975436824981,0.1124444942006233,0.07591739035290024,0.08644375427531648,16.441867117213455,20.326900137313103,15.761358777563967,14.199822503566297,16.48447139320886,0.005981315499353589,0.006617320742535546,0.006087417248058323,0.005557595029745638,0.005303794430129904,.,.,.,.,.,.,.,.,.
,2009-11-01 00:00:00,56.958097801393464,56.248880662150015,57.097828788543865,56.572057687107886,59.86031204978446,0.020033842267179032,0.02820548171207404,0.0182103396916733,0.017028761795879026,0.01739173574799637,0.20903144912439298,0.24320947643944013,0.22226369917090816,0.18174134541185216,0.17653838145464817,3035.8874136980035,3435.2276428950777,2799.55480652045,2878.830294209598,3594.204136428907,88.92663703624814,90.19346317153497,88.12270840513727,87.25922736135674,91.25266526276992,0.00995574974491769,-0.0008416577053134552,0.012908836705335084,0.013892356790372446,0.015314315586753936,0.08429939446603774,0.04544591334734194,0.1259858682645847,0.07557625328059925,0.10071759997004248,16.605558231571624,20.309791845187398,15.964819584277741,14.3970915041458,16.736919790405278,0.005922841899774148,0.0064741084637877306,0.006039537180842649,0.005532136976088736,0.005289170358879087,.,.,.,.,.,.,.,.,.
,2009-12-01 00:00:00,58.075753360684054,57.88256291500537,58.09929045844284,57.447981831815305,60.82176972323043,0.019622417223056306,0.029043818003558448,0.017539400203951495,0.015483335422445337,0.016061688296017396,0.2113448742233055,0.24608435302001208,0.22266356249059704,0.18696180375007398,0.17824959343723146,3095.458863171811,3534.9997693561154,2848.657318664908,2923.404189279142,3651.9331229404847,89.8040762087147,90.76682369146789,88.76233689431862,88.93100341277909,92.18682896272888,0.009867000504122422,0.006357007478939608,0.00725838436831416,0.01915873085260327,0.01023711140128285,0.09458721775110557,0.04520200905111649,0.1456283886075873,0.08604003403955884,0.10679379116413723,16.769405283013775,20.438901343842964,16.08069838119122,14.672921505334031,16.908257502813992,0.0058606636377892575,0.006331975878880847,0.005966897172697366,0.005545911055204696,0.005243835965395583,.,.,.,.,.,.,.,.,.
,2010-01-01 00:00:00,59.06370174432123,59.19076360725886,58.96559716385036,58.41627139379271,61.6970887602008,0.017011374394085548,0.022600946232709966,0.014910796647803603,0.016855066637713557,0.014391541728455198,0.2151818230096434,0.253706739770982,0.22444645086742354,0.19333698305779667,0.18067218248170835,3148.1168728147177,3614.894109075975,2891.1330686627985,2972.6783616984135,3704.4900708688106,89.98496008446068,89.57892171398225,89.09070705858448,90.29864583785348,92.9124134034742,0.002014205628323449,-0.013087402744460085,0.00369943126505128,0.015378691036762326,0.007870803767842825,0.09359085062400663,0.03536505319315464,0.14538422211219104,0.09797181462578108,0.10247147352669383,16.80318231351846,20.171409210301807,16.14018781954646,14.89857183177123,17.041339079674795,0.005661985967684355,0.005944207482159998,0.005727971887511276,0.0054347246432315975,0.005312582552501121,.,.,.,.,.,.,.,.,.
,2010-02-01 00:00:00,59.98932085012501,60.13036478832905,59.82417406690177,59.47708914130835,62.67374912740292,0.015671539007335974,0.015874118254405562,0.014560641193298628,0.018159627826372184,0.015829926287091473,0.21816553639091008,0.24562422791203686,0.22881394684619227,0.20353522053759665,0.1901845221338534,3197.4527091866858,3672.2773656406007,2933.2298199176776,3026.6610943943665,3763.1318756219266,91.40133481557865,91.30405746919662,90.154959461056,92.25082254121973,93.50313382249328,0.015740127347820678,0.01925827775336015,0.011945717321242928,0.02161911383335368,0.0063578202027092315,0.09552941683045746,0.040692598107389566,0.13279198975753426,0.11703298489275005,0.0985427312624052,17.06766654298189,20.559875811550484,16.332993940750526,15.22066575215669,17.14968484955677,0.005644790304360585,0.005938657694691335,0.00569952204894667,0.005440737161172957,0.005251829378730825,.,.,.,.,.,.,.,.,.
,2010-03-01 00:00:00,61.022838317375864,60.97437597617253,60.87908329971497,60.64923367955555,63.54640269834077,0.01722835752438263,0.01403635568842081,0.0176334943067244,0.019707496704527247,0.013923749306331008,0.22542265122412286,0.24403234889297676,0.2380702228208249,0.21441779144411455,0.19795877794938432,3252.5395676278595,3723.8227569312694,2984.95291124751,3086.309007937864,3815.52878046475,93.80700835376713,94.68053230578792,92.8903438791902,93.83028778761395,94.5035846818157,0.026319895032631963,0.036980556288316244,0.030340920061261836,0.017121421824596587,0.010699650572371995,0.115385150022425,0.07978719166219816,0.14879266356187193,0.13401220275160686,0.09871075085066994,17.51688573484514,21.320191456280323,16.828552004267912,15.481265190950554,17.333180484873328,0.005684311551451895,0.006031795747007514,0.00576845323430759,0.005416637907985747,0.005234777541937069,.,.,.,.,.,.,.,.,.
,2010-04-01 00:00:00,62.11594690207815,61.96719880415613,62.0219208452718,61.8066354291048,64.39318935886884,0.017913106221265764,0.01628262384139149,0.01877225285950024,0.01908353460267058,0.013325485386605261,0.2289744405653531,0.24133411482211442,0.2415847605050241,0.22077916721038404,0.20355655026764308,3310.802654391647,3784.4563621343955,3040.98720207115,3145.20669268538,3866.3725534710047,96.52912086332455,98.83989228814863,95.860797290754,95.50282813420202,95.1611298222671,0.02901822110445878,0.04393046681367721,0.031978064538409616,0.01782516483775341,0.006957885699947805,0.1430939935229565,0.13559313379060445,0.1687144218672414,0.15146917360487477,0.10301629119408307,18.025194598160414,22.25679741951169,17.36669652634837,15.757221294876222,17.45378277350364,0.0057349253762898934,0.00617421893558167,0.005841514737576145,0.005382323449195942,0.005204257263013165,.,.,.,.,.,.,.,.,.
,2010-05-01 00:00:00,63.229152524367905,63.04947671537132,63.201194366498655,62.93824866733627,65.02558442928498,0.017921414351851562,0.0174653354048755,0.019013818101003797,0.018308928003846366,0.009820837835687102,0.2330171774461025,0.24750636821669247,0.2440331885879612,0.22485505803689976,0.2015353585085422,3370.13692059821,3850.5531618241876,3098.8079795788112,3202.792055578973,3904.3435713309946,98.12516149657118,99.74992702642979,98.53582001035167,96.53726563132359,96.55319264128504,0.016534291610367687,0.009207160360192682,0.0279052834443271,0.010831485489287994,0.014628481414816107,0.1581837228874592,0.14202748014567246,0.19902737138232296,0.15629071695968433,0.11197459461904691,18.323228421980023,22.461719322457455,17.851319115407733,15.927895408683174,17.709105110424076,0.0057280502920482885,0.006113440647103136,0.005901226821522465,0.005332483943495343,0.005239535905471266,.,.,.,.,.,.,.,.,.
,2010-06-01 00:00:00,64.58830213672732,64.88350114742097,64.45106716267706,64.21038355223182,65.88085992379492,0.021495616469564497,0.029088654301273772,0.019776094561291136,0.02021242903690387,0.01315290745967926,0.2399678524524691,0.2686692874787735,0.24338575976754884,0.2319904165678217,0.2014402098474184,3442.5800912933087,3962.560571617168,3160.090299210245,3267.5282627223223,3955.697041015504,98.57272779616346,98.7284132765707,99.55711335613033,97.54590489018433,97.48437586884233,0.004561177711874893,-0.010240746838726222,0.010364691192211693,0.010448185498776595,0.009644251029759649,0.15408197389131684,0.10856221170114866,0.20193865720540694,0.1645211219151148,0.11445406822989002,18.40680392306795,22.231694541313644,18.03634252541256,16.094313014518207,17.879896165621407,0.00563819433554923,0.005909046795406084,0.005853566267838702,0.005270853093802056,0.005234085245976948,.,.,.,.,.,.,.,.,.
,2010-07-01 00:00:00,66.11145930697491,66.95909805950181,65.68773320725805,65.62185293444355,67.0981604516421,0.023582554732948482,0.03198959481802457,0.01918767367279707,0.021981949088710446,0.018477301742194235,0.2470756083468877,0.28569159791569554,0.2425244967178084,0.24145358696838337,0.20017250417690335,3523.764924718792,4089.321278745082,3220.725080648064,3339.354902639407,4028.7876488430525,99.10213849104122,98.60382039008589,99.84882286170553,98.80924760835013,98.5903041243276,0.0053707623468887775,-0.0012619759839125801,0.002930071953088108,0.012951263506018445,0.01134467185770578,0.1581224061049693,0.09690058163442483,0.2082479760177518,0.17581197168688512,0.11912567171881117,18.50566249250453,22.20363867672083,18.089190306782562,16.302754703317575,18.082737720470234,0.005535614435059989,0.0057231021385673025,0.005760905092394684,0.005211827561465758,0.005206370193847331,.,.,.,.,.,.,.,.,.
