Unnamed: 0,São Paulo,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,,Venda,,,,,,,,,,,,,,,,,,,,Locação,,,,,,,,,,,,,,,,,,,,Rentabilidade do aluguel (rental yield),,,,,Venda,,,,Locação,,,,Rentabilidade do aluguel (rental yield)
,,Número-Índice,,,,,Var. mensal (%),,,,,Var. em 12 meses (%),,,,,Preço médio (R$/m²),,,,,Número-Índice,,,,,Var. mensal (%),,,,,Var. em 12 meses (%),,,,,Preço médio (R$/m²),,,,,(% - mensalizada),,,,,Número-Índice,Var. mensal (%),Var. em 12 meses (%),Preço médio (R$/m²),Número-Índice,Var. mensal (%),Var. em 12 meses (%),Preço médio (R$/m²),(% - mensalizada)
,Data,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,Total,Total,Total,Total,Total,Total,Total,Total
,2008-01-01 00:00:00,61.5894927832128,57.57358616722134,58.97780868352944,64.53632607473178,69.91496495267894,.,.,.,.,.,.,.,.,.,.,2610.3089278430757,2755.5607082769025,2262.1493274936865,2626.458112108477,3675.283757881541,71.02048294063232,69.27742139565747,68.76134152751443,73.88081325386734,75.39252764032236,.,.,.,.,.,.,.,.,.,.,18.628079494547478,22.170910100344276,17.255083574183224,16.519033480861115,21.082354007493965,0.007134554152545794,0.008303432738328545,0.007488881139946814,0.0063842360582930646,0.005943672945109107,.,.,.,.,.,.,.,.,.
,2008-02-01 00:00:00,62.08080686826804,58.43251565651515,59.53383795800942,64.75873847248106,70.11914682554276,0.007977238695317825,0.014918811671711054,0.009427771002201763,0.0034463132824097764,0.0029204315986141116,.,.,.,.,.,2631.131985228999,2796.6703995336525,2283.4763533260816,2635.5097095859296,3686.0171727019324,72.80941303614705,73.65134715801375,69.73509615173914,74.37638785901939,75.7436146819821,0.025188931720024173,0.06313638230522306,0.01416136745725162,0.006707757851137519,0.004656788313752715,.,.,.,.,.,19.097300917010816,23.570701156494348,17.49943915318282,16.62983915738556,21.180530067262463,0.007252721342311381,0.008678976010543507,0.0075212133982484695,0.006404286876088551,0.005963265882366961,.,.,.,.,.,.,.,.,.
,2008-03-01 00:00:00,62.925162810367816,59.84454568157549,60.453612864907605,65.25814179027903,70.42767452305797,0.013600917653848292,0.024165141774157094,0.015449615520284834,0.007711751797175426,0.0044000492231151475,.,.,.,.,.,2666.917794696505,2864.2523362339716,2318.7551850346317,2655.8341063253024,3702.2358296990683,75.33426300652653,79.97314947972393,70.71375636418051,75.38408795331708,76.2964437019114,0.03467752128596311,0.08583417093712085,0.014033969499545364,0.013548656009052073,0.007298688110547998,.,.,.,.,.,19.759547976064905,25.593872748668673,17.74502574851774,16.855151127614842,21.335120150239494,0.007399106225695236,0.009168733770725648,0.007515303900323377,0.006443190396587415,0.005985219686752084,.,.,.,.,.,.,.,.,.
,2008-04-01 00:00:00,64.02551143162633,61.7793181462641,61.346811563306595,66.15562462857662,70.90782257026487,0.017486623349303634,0.032329971639909645,0.014774943234492357,0.013752810203849412,0.006817604733629245,.,.,.,.,.,2713.5531816759185,2956.853533033961,2353.0146612682033,2692.3592887225036,3727.4762102166364,78.46758083401305,84.92866010715917,74.23574078965038,76.90743074538088,77.19569512120312,0.041592201243344874,0.06196468014169741,0.049806213197491865,0.020207749850434675,0.011786282238855958,.,.,.,.,.,20.581391071962923,27.179788887127234,18.628838284143395,17.195755805292958,21.58658189793012,0.007569085326972611,0.009388708314645952,0.007771858484502219,0.006490837626440907,0.006042394364016443,.,.,.,.,.,.,.,.,.
,2008-05-01 00:00:00,65.08854344618499,63.38363768049435,62.23152977056056,67.03009153701909,71.8151792491462,0.01660325690164754,0.025968553593161685,0.014421584181942115,0.013218330464749926,0.012796284612776045,.,.,.,.,.,2758.6070022675667,3033.6387424736827,2386.948860287027,2727.9477835306766,3775.1740566899202,81.00757948274659,87.47523750617205,78.14402360287772,78.2741563899577,78.40472965033707,0.0323700389605046,0.02998490021860368,0.05264691604952939,0.017771048016175024,0.015661942382093917,.,.,.,.,.,21.247611502823744,27.994772144870456,19.60958916938895,17.501342407383238,21.92466969984185,0.007684841886481439,0.009391155942686556,0.008085342671292002,0.006516592948838351,0.0060769411576206194,.,.,.,.,.,.,.,.,.
,2008-06-01 00:00:00,66.24077244855737,64.80053199220984,63.34592978501159,67.99769808503392,72.96806283983281,0.017702485589111822,0.022354259925216037,0.01790732155484003,0.014435405439964976,0.016053480653260534,.,.,.,.,.,2807.4412029712316,3101.4534914421447,2429.6927210631457,2767.3268158049955,3835.7787403716834,82.00046251394302,87.05613378347431,79.99031831351681,79.4998961057549,80.0729404473696,0.01225666829617956,-0.004791112715391915,0.023626819115711673,0.01565957108104287,0.021276915365594368,.,.,.,.,.,21.508036429099946,27.86064603608267,20.07290138562752,17.775405922825325,22.391159041463997,0.007650558487780691,0.009115732001553288,0.008179505324145063,0.0065155888781989685,0.0061243276207997846,.,.,.,.,.,.,.,.,.
,2008-07-01 00:00:00,67.36214044648875,66.33603367949681,64.73464036117859,68.6965081375091,73.51489784458603,0.016928667291768684,0.02369581915579907,0.021922648872312905,0.010276966311437256,0.007494169140183094,.,.,.,.,.,2854.967441037534,3174.944972495479,2482.9580214546277,2795.766540263761,3864.524715036347,83.64632403123396,90.1741445859242,81.11317205475213,80.44092647326322,80.9970003757364,0.020071368707354452,0.03581609551148908,0.014037370583204341,0.011836875437629709,0.011540227237866678,.,.,.,.,.,21.939732158439618,28.858505595522796,20.35467214105769,17.98581118858711,22.649558104921702,0.00767222319964699,0.009176732314481335,0.008171841772284394,0.006511759616682698,0.006135025782805808,.,.,.,.,.,.,.,.,.
,2008-08-01 00:00:00,68.33367686406577,67.14668952024157,66.23929948594034,69.5829403513641,73.56516752300462,0.014422588283826641,0.012220444843920696,0.02324349245422061,0.012903599293295003,0.000683802601818894,.,.,.,.,.,2896.143461003349,3213.744212414343,2540.6706374904547,2831.8419914169262,3867.1672870912826,84.16088312861216,91.3583243734892,80.58298508182688,81.67433851146464,81.14956386004383,0.0061516044289771565,0.013132143287887013,-0.006536385638664969,0.015333140632230234,0.001883569559362538,.,.,.,.,.,22.074696711956047,29.237479626077494,20.221626154395146,18.261590160926453,22.692220123101148,0.0076266191260113605,0.009203233774460405,0.007964166413000007,0.006538612604394358,0.006130799914287737,.,.,.,.,.,.,.,.,.
,2008-09-01 00:00:00,69.04575336695576,67.68771407737965,67.31775821266501,70.29012659379221,73.64167753295791,0.010420579362449812,0.008057352655859324,0.016281251992309922,0.010163212978024793,0.0010400303911407768,.,.,.,.,.,2926.322953783774,3239.638482879493,2582.0359363688995,2860.6226046958104,3871.189258597484,85.54764171912647,93.70918666570553,81.91422910930106,82.62465288626242,81.16149877831033,0.01647747194376664,0.025732327167096364,0.016520162738106477,0.011635409507043525,0.00014707310426328275,.,.,.,.,.,22.438431907694458,29.98982801735703,20.555690709294904,18.474071240698628,22.695557538357278,0.007697284985469577,0.00941665598790873,0.007978623198320272,0.0065703267282622374,0.006128921312237729,.,.,.,.,.,.,.,.,.
,2008-10-01 00:00:00,69.69024455333334,68.10318361773703,68.23711956336827,70.87417735138075,74.13458693234487,0.00933426249913328,0.006138034738215887,0.01365704050629361,0.008309143629286312,0.006693348330724383,.,.,.,.,.,2953.638020391631,3259.5234964266683,2617.2989057405957,2884.3919287874114,3897.1004767594354,85.44774669077388,93.61534475549789,81.16192836730677,83.20888532978444,81.37973398220136,-0.001167712240164022,-0.0010014163343707906,-0.009184005638269158,0.007070921608908224,0.0026889006139121183,.,.,.,.,.,22.412230276105756,29.95979571371548,20.36690712992222,18.604699950238995,22.756583636955245,0.007648403993020586,0.009437095731852639,0.007802259638470149,0.006583037945683199,0.006120481340463834,.,.,.,.,.,.,.,.,.
,2008-11-01 00:00:00,70.6546060290609,68.90349336968775,69.33842685208272,71.67387077824816,75.42526978230156,0.013837825967012522,0.01175142936698606,0.01613941643142967,0.011283283372767404,0.017409995838171394,.,.,.,.,.,2994.5099492873615,3297.827556564958,2659.5405827058685,2916.937340278043,3964.948979840753,84.9711657794029,92.91015895243874,79.81733464294538,83.7258259729956,81.75904676222764,-0.005577454407261092,-0.007532801432296658,-0.016566803566769456,0.006212565414887354,0.004661022609256029,.,.,.,.,.,22.28722708357574,29.73411452165189,20.029492580238163,18.72028286570421,22.862652587796518,0.007523486576738658,0.009288528051139559,0.007586429368748924,0.006559394907847791,0.006043068050647363,.,.,.,.,.,.,.,.,.
,2008-12-01 00:00:00,72.01530810562322,71.01189674565917,70.65183301573046,72.49656773615791,76.66219297895745,0.019258504902039328,0.03059936837540597,0.018941966572872997,0.011478338604804697,0.016399320814178137,.,.,.,.,.,3052.179733824917,3398.738996806854,2709.917511522682,2950.418934758753,4029.97145017301,84.53230019627654,92.04360466344981,78.51106660482186,84.51368192255114,82.15981367637721,-0.005164876568431646,-0.009326798046191293,-0.01636571859943668,0.009409951354909973,0.004901805121518499,.,.,.,.,.,22.172116306636465,29.456790440426122,19.701695540980477,18.896439816820642,22.97472085534288,0.007339637738444012,0.008887296041353035,0.007357388230533304,0.0065430084962005775,0.0059596765378160995,.,.,.,.,.,.,.,.,.
