Unnamed: 0,Rio de Janeiro,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,,Venda,,,,,,,,,,,,,,,,,,,,Locação,,,,,,,,,,,,,,,,,,,,Rentabilidade do aluguel (rental yield),,,,,Venda,,,,Locação,,,,Rentabilidade do aluguel (rental yield)
,,Número-Índice,,,,,Var. mensal (%),,,,,Var. em 12 meses (%),,,,,Preço médio (R$/m²),,,,,Número-Índice,,,,,Var. mensal (%),,,,,Var. em 12 meses (%),,,,,Preço médio (R$/m²),,,,,(% - mensalizada),,,,,Número-Índice,Var. mensal (%),Var. em 12 meses (%),Preço médio (R$/m²),Número-Índice,Var. mensal (%),Var. em 12 meses (%),Preço médio (R$/m²),(% - mensalizada)
,Data,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,1D,2D,3D,4D,Total,Total,Total,Total,Total,Total,Total,Total,Total
,2008-01-01 00:00:00,59.768630440041996,55.7599569222008,60.68554180280367,61.89243110611879,65.37894259994032,.,.,.,.,.,.,.,.,.,.,2930.5442832108397,3220.5973584832163,2590.5100168625722,3012.5782151072217,3790.9391925705845,70.95010914141113,72.46320991413646,69.66542950324461,69.3477697178958,77.27816493072537,.,.,.,.,.,.,.,.,.,.,16.830392492240318,19.09100417365702,14.604927014960332,16.567594107626697,23.59138470708341,0.005437928051974726,0.005910087799629503,0.005416633999742672,0.005244624842648875,0.0052346691945613505,.,.,.,.,.,.,.,.,.
,2008-02-01 00:00:00,59.981167430719395,55.96407703702352,60.95602940096768,62.04666720379832,65.53901403473189,0.003555995663822428,0.00366069355303694,0.004457200020442437,0.002492002574839606,0.002448363776255435,.,.,.,.,.,2940.9652859745775,3232.386978470344,2602.056438162688,3020.0855677761747,3800.2207907676616,70.03464287886833,69.92651065078483,69.82365046167902,67.83604038653282,77.2904216793905,-0.012902957777248586,-0.03500671949748606,0.002271154567805291,-0.021799249456942064,0.00015860558640500835,.,.,.,.,.,16.61323064853842,18.42269074562447,14.638097061662823,16.206432990773177,23.595126432488982,0.005365027911433005,0.005705501360586815,0.005432751633030164,0.00511288430787236,0.005244061331040774,.,.,.,.,.,.,.,.,.
,2008-03-01 00:00:00,60.362492449492336,56.12951747836842,61.60445852008143,62.3704596513235,65.79557528900868,0.00635741241971302,0.0029561899365453375,0.01063765349360925,0.005218530859387782,0.003914634024564721,.,.,.,.,.,2959.662215209577,3241.942528327118,2629.7362129226776,3035.845977509606,3815.097264376059,72.93076666747857,76.313471636317,73.3726309588152,68.27221967347342,77.9629265550509,0.04135273158484384,0.09133819099638553,0.05082777072911634,0.00642990487733704,0.008701011859529097,.,.,.,.,.,17.30023311630453,20.105385991615663,15.382118903023569,16.310638813304784,23.80042790740516,0.005571484636070928,0.006227333762409907,0.005674937376972702,0.005141476032212552,0.005279128046944992,.,.,.,.,.,.,.,.,.
,2008-04-01 00:00:00,60.89310324318523,56.20968731761989,62.41569394208757,63.130050282112435,66.26774113165978,0.008790405633711654,0.001428300880768538,0.013168453087558759,0.012178692205177883,0.007176255250859921,.,.,.,.,.,2985.6788466200387,3246.5729976957286,2664.365770875204,3072.8186112520234,3842.4753761520788,71.42357017453385,72.46929677672317,69.8443109208545,70.20016179026246,78.69195687482085,-0.020666127093064122,-0.05037347636225769,-0.04808768599208578,0.028239042556545427,0.009350987090706123,.,.,.,.,.,16.942704299983344,19.092607805612946,14.642428399322045,16.771235636878142,24.02298540152059,0.005403979921005596,0.005884320697108615,0.0053394372493350785,0.00522354026646008,0.0053055903233866315,.,.,.,.,.,.,.,.,.
,2008-05-01 00:00:00,61.44756380395275,56.526829767928845,63.0734847337092,63.86588758431459,66.80733434277876,0.009105473875312204,0.005642131551397997,0.010538868513293359,0.011655896025963711,0.008142622668349715,.,.,.,.,.,3012.86486735801,3264.8905896399447,2692.4451714057777,3108.635065491423,3873.7632032525103,72.00096382366947,73.5333082156249,68.14973895759071,73.67641616156831,78.36822360146068,0.0080840771152251,0.014682237667904082,-0.02426213303448612,0.049519178911466025,-0.004113930904973412,.,.,.,.,.,17.079670428084864,19.372930011115038,14.287171853549756,17.601733454947063,23.924156499447548,0.005396233512790388,0.005927580263487766,0.005153244638801101,0.005435182626024776,0.005227657376541817,.,.,.,.,.,.,.,.,.
,2008-06-01 00:00:00,62.11881598123609,57.18906473288478,63.76343690430053,64.54331326234217,67.40862428622415,0.0109239835679239,0.011715409614774937,0.010938862400012319,0.01060700326341273,0.009000358259472815,.,.,.,.,.,3045.7773536614045,3303.140120245,2721.897458655363,3141.6083677758497,3908.628459894146,70.00187394206436,66.13419090537853,65.11332480452835,76.19674819443408,77.77787040882355,-0.027764765573150958,-0.10062266325009632,-0.04455503717999447,0.03420812471848263,-0.0075330684492653744,.,.,.,.,.,16.60545738258241,17.423574198438924,13.650606380417877,18.203855748235384,23.743934190946273,0.00519448285702797,0.005265515422889102,0.004888162282603751,0.005548594053877249,0.0051528381860809335,.,.,.,.,.,.,.,.,.
,2008-07-01 00:00:00,62.66844856998663,57.9665271345794,64.19385499017153,65.03306108854693,67.71692386185921,0.008848085400027048,0.01359459899066272,0.006750233468703931,0.00758789410475627,0.004573592457932264,.,.,.,.,.,3072.726651796069,3348.0449855897004,2740.2709019791587,3165.446559389149,3926.5049335391773,70.7130558631941,65.89637963003224,66.98564884609718,75.73471791548032,79.43764210799773,0.010159469755314366,-0.0035958899941263152,0.028754852362240516,-0.006063648251429117,0.021339896431336353,.,.,.,.,.,16.77416002463392,17.360920942316838,14.043127551541852,18.09347397015833,24.25062728745353,0.005222207063785958,0.005200498675575173,0.005016390310525207,0.0054842570523254,0.005243235041531731,.,.,.,.,.,.,.,.,.
,2008-08-01 00:00:00,62.98472038396454,57.85622666035409,64.85084347701832,65.39588027565996,68.14621823245734,0.005046747146208802,-0.0019028304726489871,0.010234445134154502,0.005578995991270229,0.0063395432945814335,.,.,.,.,.,3088.2339262571004,3341.674223567321,2768.316054178185,3183.106573054561,3951.397181561736,71.08430015531087,65.12545041741012,68.35980721950847,74.43856011307226,83.22496896408484,0.005250010589770061,-0.011699113319281338,0.020514220539514103,-0.017114446822850363,0.04767672800431468,.,.,.,.,.,16.862224542397747,17.157813560885593,14.33121136719871,17.783814172055425,25.406817848571464,0.005225783171857808,0.005168921338033314,0.005076012254111865,0.005357927740253014,0.0054695834609216265,.,.,.,.,.,.,.,.,.
,2008-09-01 00:00:00,63.60836733507587,58.24050540989383,65.79186536694095,65.85279551915144,68.83585660648424,0.009901559414878428,0.006641960109076085,0.014510557449512823,0.006986911737642711,0.010119980123833548,.,.,.,.,.,3118.812257964978,3363.869490457783,2808.485863320746,3205.3466577320037,3991.3852425005134,73.02725148631399,68.97143950337858,71.14362717617145,73.9969196172838,85.20075207283112,0.02733305844972804,0.05905508616552002,0.040723051598491614,-0.005932953231733777,0.023740268495611224,.,.,.,.,.,17.32312071140754,18.17106971913562,14.914822027174033,17.678303634290778,26.00998252591564,0.005317583448485091,0.0054295772125583135,0.005227394906914226,0.0052772668506597,0.0055468829455767,.,.,.,.,.,.,.,.,.
,2008-10-01 00:00:00,64.53469145712747,58.854995646725015,67.13094598935876,66.55721343399962,69.86374416361645,0.014562928760172488,0.010550908384232574,0.020353285546007047,0.010696856667889157,0.014932443755415886,.,.,.,.,.,3164.2312986940747,3399.361369268118,2865.6477780488376,3239.63379150066,4050.9863781403496,76.03233980764143,75.6308356767395,74.4843227903583,75.03686877275841,85.39606301873204,0.04115023173083025,0.09655295324138785,0.04695706062209013,0.014053951986829802,0.0022923617591304236,.,.,.,.,.,18.035971142983108,19.92554016407332,15.615178229271727,17.926753664775703,26.0696068152137,0.005441578884618994,0.005868150910020256,0.005342248182981393,0.005286407691283699,0.005492541830148119,.,.,.,.,.,.,.,.,.
,2008-11-01 00:00:00,65.75137570680863,60.343449661006524,68.43489123026961,67.36563938596728,70.75967249053598,0.018853181478204778,0.025290189862826686,0.019423906838994157,0.012146331107586358,0.0128239380474847,.,.,.,.,.,3223.887125607369,3485.3318637092666,2921.3098535230283,3278.983456199553,4102.935976484826,77.98681039285577,78.68937952704154,76.33992099265458,77.09952596137553,85.17577447003644,0.025705779805791404,0.040440434419829106,0.02491260083707817,0.027488582910671303,-0.0025796101237977854,.,.,.,.,.,18.499599845768238,20.731337664358193,16.004192931497407,18.419534719209068,26.002357393549747,0.005479795458444609,0.0059214558831390636,0.00537017279769733,0.005366276352835109,0.005416739687797254,.,.,.,.,.,.,.,.,.
,2008-12-01 00:00:00,66.77565828223108,61.63873068304748,69.45513942054583,68.0666566836816,71.62184193332389,0.015578116266187709,0.021465147075904707,0.014908304403426224,0.010406155186888075,0.0121844747501232,.,.,.,.,.,3274.109214079146,3560.1450247721227,2964.8616300760777,3313.105066900004,4152.928096291677,78.6452970323219,80.83113422902632,76.25397555831171,77.81055225117832,85.5415579295798,0.008443564189239468,0.027217836954080574,-0.0011258255605364857,0.009222187567780699,0.004294454166331431,.,.,.,.,.,18.655802404541227,21.29559983274668,15.986175002019367,18.589403123300865,26.114023325592914,0.005431083439972826,0.0059433949304333955,0.005245568393011116,0.005363455689375035,0.0053824057931867375,.,.,.,.,.,.,.,.,.
