date,N_used,p1,deff,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,top5,cluster_count,largest_share,entropy,turnover_pair_frac,p1_shuffle,deff_shuffle,structure_score,p1_bootstrap,deff_bootstrap,structure_score_bootstrap,eigvec_overlap_1d,eigvec_instability_1d,insufficient_universe
2019-01-02,470,0.29588469573172044,10.180726288953412,139.06580699390858,37.26737364316003,13.011575255073549,11.753514416556403,7.922882285708863,6.998332600634338,6.234465685138412,5.565274338584564,5.274542786494509,4.681207492688336,0.44472585658384567,179,0.14468085106382977,4.087138279623236,,,,,,,,,,False
2019-01-03,470,0.29702391054807986,10.106712839790308,139.60123795759756,37.36206069587618,13.328759084721286,11.666385858522858,7.910371604070437,6.99715057638123,6.24462469529738,5.468499512243638,5.26509445861351,4.672524495993736,0.4465293940442304,178,0.14680851063829786,4.066006114616359,,,,,,,,0.9999336688040374,6.633119596255455e-05,False
2019-01-04,470,0.3046179623862476,9.677935509353736,143.1704423215363,37.100166675286125,13.163336129567055,11.499172536044028,7.861081442000117,6.929737082908789,6.187548362076211,5.410700791765854,5.264560355096588,4.616284139060015,0.4527536151158164,176,0.21063829787234042,4.043334801253633,,,,,,,,0.9998598631876031,0.0001401368123968849,False
2019-01-07,470,0.305164087535512,9.648825968549971,143.4271211416906,37.04607886422024,13.107157107678646,11.521922399350792,7.9882331784090255,6.8834421609457,6.1957723758979935,5.410409116556131,5.241974709526441,4.623581283665107,0.4533840695560625,175,0.21063829787234042,4.027023868780983,,,,,,,,0.99996701081979,3.298918020999686e-05,False
2019-01-08,470,0.30581948209688736,9.613966084020733,143.73515658553706,37.01301752506466,13.056529703414219,11.515815699767181,7.975993941382188,6.845859280603681,6.185105275040036,5.393622651447134,5.224320766863585,4.603868887659467,0.45382236905354323,176,0.22127659574468084,3.9941734665946087,,0.01165799927993049,163.8541921039637,154.5343875027599,0.01182824586333236,162.8893874169592,153.56941256917202,0.9999734174047761,2.6582595223922922e-05,False
2019-01-09,470,0.30538358757961453,9.634290747676703,143.5302861624188,37.160504096237915,13.018067214113431,11.497481429475094,7.9796333960991745,6.864488299917556,6.183280831812875,5.395742920381991,5.226340436608177,4.59381779324434,0.45358717510286056,175,0.22127659574468084,3.9844511269524383,0.03976772671596425,,,,,,,0.9999591949677207,4.080503227932297e-05,False
2019-01-10,470,0.3060428695347426,9.598606953526707,143.840148681329,37.14036943460999,13.024606827819719,11.442615078033752,7.953432160464635,6.864333323157545,6.198995615961327,5.392324005192238,5.217477786110866,4.58413027819372,0.4540450471962917,176,0.2170212765957447,4.011138551040785,0.04085650773488182,,,,,,,0.9999884152635038,1.1584736496206283e-05,False
2019-01-11,470,0.3062639483108652,9.592563744257413,143.94405570610655,36.90508661816391,13.027809115478972,11.459374763143321,8.032399475863325,6.869412447828735,6.180514309972778,5.394424409723439,5.2373421579176815,4.590621697454533,0.45397601208245997,176,0.2170212765957447,4.014478432809495,0.008719321326498207,,,,,,,0.9999957879094752,4.212090524813306e-06,False
2019-01-14,470,0.30601265817033296,9.609711398679117,143.8259493400565,36.81607334600744,12.927248731136439,11.5261072193138,8.030840616615148,6.9146760915617245,6.172021135136059,5.392296531661447,5.2072127250389295,4.59287807262869,0.45346004096410497,176,0.2170212765957447,4.013365138886591,0.008038833189674726,,,,,,,0.9999824939915747,1.7506008425316466e-05,False
2019-01-15,470,0.3063197102132167,9.595061360987097,143.97026380021174,36.707690363980625,12.924061156362173,11.544261546644103,8.05540530261613,6.896068555956972,6.229422426420499,5.413430092424516,5.207181611031157,4.589394792253259,0.45362060036130836,176,0.21914893617021278,4.005059252933515,0.005389466043641973,0.011556713246709871,164.41277833070785,155.11247996668726,0.011874865873930867,162.12006426910946,152.81944775246166,0.9999661946437113,3.380535628871861e-05,False
2019-01-16,470,0.3060776003990645,9.609738005901589,143.8564721875603,36.64186648605131,12.9284889342741,11.545925453610934,8.063785535469915,7.020553117155589,6.232811387137813,5.411875264410938,5.231000388584922,4.600082387073147,0.4532692310573757,176,0.21914893617021278,4.000273421915482,0.005625368597740779,,,,,,,0.9999783483810605,2.1651618939522166e-05,False
