date,N_used,p1,deff,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,top5,cluster_count,largest_share,entropy,turnover_pair_frac,p1_shuffle,deff_shuffle,structure_score,p1_bootstrap,deff_bootstrap,structure_score_bootstrap,eigvec_overlap_1d,eigvec_instability_1d,insufficient_universe
2018-03-28,470,0.36611208766100173,6.781235067249616,172.07268120067076,35.97681030539086,16.60410044315143,11.718653451774507,10.635757665321165,9.077076706423473,9.032554667881483,8.61865857543686,7.990881809812398,7.635378958218295,0.5255489426942741,128,0.3276595744680851,3.329371999178738,,,,,,,,,,False
2018-03-29,470,0.3709523040719639,6.638488760804985,174.34758291382298,35.19913096238777,16.166743168069107,11.559733341037907,10.676254123122368,9.081825207017783,8.811275796408507,8.336430162836425,7.931473329886314,7.6291876057479415,0.5275520095924261,129,0.3425531914893617,3.2675836710154966,,0.030920144119171593,52.45132345973904,46.152866858886846,0.03261630433393423,51.10011915321467,44.79996639214772,0.9997245644882543,0.0002754355117456919,False
2018-04-02,470,0.38220253522399894,6.303875633618189,179.6351915552794,34.55881342910537,15.933336900681784,11.225359254346197,10.1405407228315,8.953910544236306,8.552878669532378,8.219237617905613,7.89127306292751,7.647235667646666,0.5350920039622221,122,0.33617021276595743,3.27993477802908,,,,,,,,0.9994334034507932,0.0005665965492067659,False
2018-04-03,470,0.38732856692633255,6.161433538858899,182.04442645537628,33.9599380795095,15.851854969600664,11.075400910576386,10.195924112264956,8.88755728550383,8.524537963265029,8.039087311247345,7.844607526657373,7.6488951327824015,0.5385692436751655,118,0.35106382978723405,3.209988392961133,,,,,,,,0.9998585600379658,0.0001414399620341955,False
2018-04-04,470,0.3896129665286882,6.098449050019288,183.11809426848345,33.77012361310381,15.717995301530806,11.03964527502923,10.426263450324061,8.868552486526752,8.499579149057254,7.993016803501633,7.88002896207534,7.642544583410029,0.5405789827839816,119,0.3723404255319149,3.122883404093024,,,,,,,,0.9998825388167603,0.00011746118323974208,False
2018-04-05,470,0.3904212118768369,6.074357258340073,183.49796958211334,33.7121738151704,16.00186223413692,11.249996770036068,10.392026898687819,8.911527925696046,8.476799384116878,7.971435398459411,7.902397503147251,7.688246134404807,0.5422426155322225,118,0.3723404255319149,3.142671518380572,0.055936124846890166,,,,,,,0.9998957644022768,0.00010423559772321234,False
2018-04-06,470,0.39958003460740854,5.830423617297961,187.80261626548193,33.236229255398634,15.640936626541121,10.996849218746052,10.457324979014377,8.824288798493095,8.42615265329113,7.928421749762046,7.814962071541197,7.57060822786313,0.5492211837131536,112,0.37872340425531914,3.077094062931778,0.04277094769314522,0.029443050009434556,52.48031929059885,47.02003265789887,0.03241314247084687,50.6557900788139,45.1925333536525,0.9995267712444007,0.00047322875559929756,False
2018-04-09,470,0.4011727220750924,5.793102117867711,188.55117937529334,32.5805878974632,15.722334666378755,11.126039354451938,10.469370812191002,8.838670466827738,8.392314916457229,7.99965940454548,7.701198053524377,7.538728771901055,0.5498925789484647,110,0.3872340425531915,3.0394350271225314,0.0586580773941841,,,,,,,0.9999357623739783,6.423762602170147e-05,False
2018-04-10,470,0.4037937928829895,5.7234515146475236,189.78308265500502,32.91221552036383,15.359341668921406,10.94035939946756,10.343973526808487,8.819245637411774,8.3437570304871,7.9149900867516525,7.80842122192592,7.420517132940812,0.5517850484480136,111,0.3829787234042553,3.0435996814700945,0.050347048949779975,,,,,,,0.9996538339691522,0.0003461660308478054,False
2018-04-11,470,0.404145608305659,5.716290591276,189.9484359036597,32.40537431919024,15.891552571666907,10.943172116750837,10.42136923327498,8.831683196570456,8.341404183009695,7.972567897368296,7.858918268252933,7.426557484483386,0.5523614981798781,111,0.39574468085106385,2.9991358118351052,0.042498752438415825,,,,,,,0.9997727133049585,0.00022728669504146204,False
