date,N_used,p1,deff,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,top5,cluster_count,largest_share,entropy,turnover_pair_frac,p1_shuffle,deff_shuffle,structure_score,p1_bootstrap,deff_bootstrap,structure_score_bootstrap,insufficient_universe
2018-07-20,476,0.30021326161182577,9.85736764650807,142.901512527229,33.81122493305742,15.75862146513632,11.856711517950739,10.608379043400657,8.18643557713825,7.935630811255051,6.632631116607386,6.452607503716494,6.169595168294747,0.45154716278734086,179,0.2857142857142857,3.921998641529891,0.019212737726669614,,,,,,,False
2018-07-23,476,0.2992210282813281,9.908564810458959,142.4292094619122,33.94494551306589,15.810514677605031,11.911429221313579,10.634652691426783,8.243181631449765,8.015581138110143,6.652483060914657,6.506240562857456,6.192764169103436,0.4511150242968981,176,0.296218487394958,3.8604945101309918,0.022998673153471916,,,,,,,False
2018-07-24,476,0.2999388574051928,9.868200877878959,142.77089612487174,33.866184746826164,15.860523000806419,11.857695305088228,10.927672351890031,8.255741025738327,8.004349566163981,6.832751867061111,6.457471559828583,6.195999490823708,0.4522751502720223,178,0.28781512605042014,3.9038524341845013,0.019946926138876605,0.01858894170365434,95.05165115245973,85.4648001902823,0.01881545660460014,94.33701997560017,84.7499424985218,False
2018-07-25,476,0.3009685714658392,9.827908294629932,143.2610400177395,33.14757684298591,15.885493709220032,11.818424613545709,10.907243867522297,8.253185733398533,7.934982040487819,6.823476654789311,6.609004312228314,6.281223039921429,0.45172222489708697,174,0.2920168067226891,3.858087476484697,0.007156125608137992,,,,,,,False
2018-07-26,476,0.2922438591237794,10.325593788549494,139.108076942919,33.48271812596343,15.686598219448744,12.144956943259405,10.895099716519386,8.688764905122039,8.1809630862402,7.19037589583653,6.772678954229713,6.319622280353222,0.44394422258006294,179,0.27941176470588236,3.9618159636520662,0.026784608580274216,,,,,,,False
2018-07-27,476,0.26649253201088063,12.01180288972237,126.85044523717914,34.25703813588821,16.09227759371501,13.374463386939635,11.501385119035621,9.029631961210775,8.40378543992487,7.432004341790483,7.011065489526298,6.7457883214348815,0.42452859132932286,193,0.1134453781512605,4.383899925663288,0.06676691729323309,,,,,,,False
2018-07-30,476,0.2655918741248189,12.078934431288902,126.42173208341376,33.90183859208737,16.55840881990804,14.147672401168553,11.25152058405832,9.125335477028777,8.498158670779173,7.43524358680278,7.10204878969312,6.685893387460997,0.42496044638789093,192,0.10714285714285714,4.358828483997322,0.07215391419725785,,,,,,,False
2018-07-31,476,0.26580786049662763,12.065590330370494,126.52454159639476,33.92816167678566,16.39514969547005,14.06108686055839,11.183748104846693,9.37681379285468,8.487164979176605,7.434276009590707,7.040450709200409,6.583465333494306,0.42456447044969653,189,0.10294117647058823,4.355660385690973,0.06703228659885006,0.018248168271713886,95.68769447458834,83.86966383644275,0.018908026503325064,94.67411118217439,82.85542068579718,False
2018-08-01,476,0.24180584232115623,13.981787381481421,115.09958094487038,34.86018407097029,17.312972677397433,14.942320114833928,11.298306418467497,9.793563081269431,8.725128578457944,7.701440572079851,7.228481800465151,6.616593455852047,0.40654068114819225,203,0.09033613445378151,4.51880255494356,0.0741264927023441,,,,,,,False
2018-08-02,476,0.2396924868306582,14.187672941751325,114.09362373139328,34.780719446929396,16.993591654982467,15.001600360870867,11.25638777875632,9.807499456258068,8.831040100698935,7.57146939344989,7.313055453494231,7.0014980481903955,0.4036258885985974,198,0.09243697478991597,4.4653405650638245,0.0665811587793012,,,,,,,False
2018-08-03,476,0.23708274986945824,14.408284479457054,112.85138893786211,35.198395067262936,17.012403715998946,15.157883434594313,11.134841847270994,9.843822346159893,8.835566817899629,7.581132513284056,7.323318099660758,7.018867318037995,0.40200611975417927,201,0.09453781512605042,4.469017482887499,0.013277310924369748,,,,,,,False
2018-08-06,476,0.23739995012672638,14.378840685770015,113.00237626032174,35.18115692134708,16.971952968825672,15.20255692755723,11.151038557437776,9.862849153833064,8.861847337983153,7.588606771638491,7.37621241553168,6.984401751614248,0.4023300034359023,203,0.07563025210084033,4.516026498039978,0.010526315789473684,,,,,,,False
2018-08-07,476,0.23403065183286098,14.741498962987471,111.39859027244182,34.45868708474457,17.099486372504046,15.22924752480621,11.25724640839993,9.9364570342212,8.742434396261412,7.642531990661086,7.453971171477963,6.966622281099788,0.3979900371069256,203,0.07563025210084033,4.557856547528923,0.012958867757629368,0.01818322730829958,95.38723613210534,80.86158459364242,0.0180998282203515,94.76679417310838,80.24122603373341,False
2018-08-08,476,0.23212886726502094,14.946426594177884,110.49334081814996,34.15853854992099,17.163832167679658,15.231492756471482,11.405673227231219,10.018276324408184,8.79580368476173,7.6686463118091375,7.39605396753795,6.959229985817332,0.3959094065534733,205,0.07563025210084033,4.538645358277841,0.009155241043785935,,,,,,,False
2018-08-09,476,0.23218098073058424,14.942432426434568,110.5181468277581,34.12530508369109,17.092912373618027,15.226776315937784,11.44627802516968,10.015928588664554,8.89601444314011,7.694359319045267,7.402850100845467,6.9641981929893975,0.3958181063575098,206,0.07563025210084033,4.5639030934469496,0.007315347191508182,,,,,,,False
2018-08-10,476,0.2323224311500965,14.957054990083924,110.58547722744589,33.6644953400974,17.074422976512675,15.162953241453756,11.505253698602743,10.038904035898632,9.049656782476315,7.747823567246059,7.412501586416085,6.979103465899074,0.3949424421935137,205,0.07563025210084033,4.550128199797532,0.007589562140645732,,,,,,,False
2018-08-13,476,0.23255193140053756,14.957132553592212,110.69471934665589,33.1520328920966,17.18877216405065,15.191272243519578,11.5635938855058,10.05529998047725,9.147739589631247,7.740747962806224,7.416455494859721,6.987775747556528,0.39451762716770694,205,0.07563025210084033,4.529841832820084,0.0008934099955771783,,,,,,,False
2018-08-14,476,0.23473435119620698,14.740417476890295,111.7335511693945,33.154780765058845,17.17294148406775,15.240594526591963,11.622776302758698,10.005666128821717,8.852385951520706,7.613481658362621,7.423871840177234,6.997752587200624,0.39690051312578106,206,0.07563025210084033,4.56555751945154,0.0030340557275541796,0.019053261911645632,94.74852123894115,80.22378485133541,0.018114694590492864,94.80461555226422,80.28081773197964,False
2018-08-15,476,0.23113297247185166,15.044281595166359,110.01929489660137,33.78684414787308,17.780257980170383,15.433143715560092,11.53318096147579,9.903235272127484,9.000140894733729,7.622458145757703,7.389499377863396,7.068060313796435,0.3961191632388251,205,0.07563025210084033,4.562566558856787,0.005103936311366652,,,,,,,False
2018-08-16,476,0.2313595227844854,15.016698891540317,110.12713284541502,33.88691055866373,17.70634929845057,15.459540177505751,11.48386030463519,9.914507802385174,9.003157432799451,7.623094344862014,7.395730168715726,7.06536623578586,0.3963525066904839,205,0.07563025210084033,4.544576756619352,0.003432109685979655,,,,,,,False
2018-08-17,476,0.22880011448120768,15.281536059063638,108.90885449305483,33.673067478237186,17.658226285486645,15.608376625387626,11.74962342084649,10.025978042338613,9.094533535399375,7.78775409301448,7.4216335092788706,7.134121815502427,0.39411375693910256,209,0.07563025210084033,4.579932334865736,0.003998230871295887,,,,,,,False
2018-08-20,476,0.22758760482099877,15.39412196952313,108.3316998947954,33.893640057729115,17.54757342135893,15.519382688209461,11.817096035286724,10.125985014062213,9.171455917299056,7.831040426646814,7.398312913875341,7.20879355533851,0.3930869581877724,206,0.07563025210084033,4.556885725166108,0.004520123839009288,,,,,,,False
2018-08-21,476,0.2265451996128695,15.470936713843177,107.83551501572586,34.43135865934512,17.401221407316765,15.590822693997065,11.623988503127588,10.18696838663292,9.201059132358807,7.913115709147599,7.324784337991137,7.199556345753799,0.3926111476460346,210,0.07563025210084033,4.59276876837823,0.002114108801415303,0.018326723825425904,95.56937026204605,80.30665202399032,0.018899359787490574,94.51277258945804,79.24948171544024,False
2018-08-22,476,0.22549191293219606,15.549087444608883,107.33415055572533,34.861174542884314,17.471709403025024,15.734328856152807,11.484119226945253,10.319897326936992,9.102279889412408,7.921719441226385,7.336806852166031,7.222960682686249,0.3926165600519595,209,0.07563025210084033,4.583404799647099,0.003936311366651924,,,,,,,False
2018-08-23,476,0.22388364476335476,15.716733436124837,106.56861490735685,34.84816644890783,17.571551909885983,15.82705330978707,11.331281984306685,10.32491596249001,9.149720584833759,7.930945507986575,7.366257550073128,7.266798322565828,0.3910644297484127,209,0.07563025210084033,4.5839439787835605,0.0058823529411764705,,,,,,,False
2018-08-24,476,0.22452347073525153,15.642857521056454,106.87317206997972,34.9646139910074,17.538477240342907,15.818570055920375,11.259538789332542,10.238341012711928,9.177718570547004,7.972633708099247,7.3958401150799045,7.1594149385934935,0.39171086585416587,209,0.07563025210084033,4.608703914243702,0.0029544449358690846,,,,,,,False
2018-08-27,476,0.22568947186670207,15.500941469295247,107.42818860855019,35.328549124927335,17.484512580223956,15.628026900896085,11.261506154109028,10.246443905284284,9.103293493263376,7.97903004172961,7.408353554728789,7.143127509423852,0.39313189783341723,209,0.07563025210084033,4.597704483936199,0.0040070765148164525,,,,,,,False
2018-08-28,477,0.22296339524104425,15.73916076233527,106.3535395299781,35.59280782217721,17.854677105726307,15.858111304584726,11.266431120260153,10.46628464679632,9.41709427227262,8.00089682340288,7.575221538277486,7.207363844024848,0.3918774987059256,214,0.07756813417190776,4.619830937706333,0.0036267138434321095,0.018337822081425918,93.94908997371594,78.41455478454029,0.019419589282977566,93.5292373866504,77.99362043027318,False
2018-08-29,477,0.22260702505490843,15.790792468666146,106.18355095119131,35.51290766705061,17.823321554362973,15.83463754471504,11.253086825300294,10.441196274830055,9.387775685675887,7.986196018650984,7.552670208076046,7.210886369742163,0.39121070134721225,215,0.07756813417190776,4.6166768566333864,0.003343653250773994,,,,,,,False
2018-08-30,477,0.2226205548015948,15.810695741611612,106.19000464036071,35.40623909133548,17.76327786070009,15.741443981428018,11.218403368202543,10.396332584720762,9.395779897948824,7.96008607458045,7.528925762271544,7.1595155178184955,0.390606643484333,215,0.07756813417190776,4.6166768566333864,0.0038213180008845643,,,,,,,False
2018-08-31,477,0.22235738961440146,15.826404969047788,106.06447484606949,35.4769565665805,17.89497688272491,15.769843833438536,11.261369960582245,10.417259455289232,9.398714420816987,7.981649224374122,7.529616134918353,7.163370492840788,0.39091744672829287,214,0.07337526205450734,4.6309745847632025,0.003564794338788147,,,,,,,False
2018-09-04,477,0.22145200589882358,15.918989104339252,105.63260681373882,35.502015277336795,17.953679801107565,15.644736790892642,11.430392927408269,10.42410193946168,9.500248808471914,8.024470033104235,7.577945561148963,7.159578549879163,0.3902797308395894,215,0.07756813417190776,4.620053730429715,0.0019991154356479436,,,,,,,False
2018-09-05,477,0.2203797103476116,16.007213852635378,105.12112183581073,35.82186990748539,17.780043112903364,16.146940696051903,11.27840023042148,10.419755442024377,9.458188158893183,8.026230607561123,7.607082991992861,7.133792583396904,0.3902481672592723,214,0.07756813417190776,4.608718857251688,0.0020083505100153267,0.018694336065956007,95.66965678921457,79.86412831086085,0.01898814899629795,94.35998586962768,78.55416357834362,False
2018-09-06,477,0.21951752746333433,16.086768104125564,104.70986060001047,36.05744725116578,17.771787417821876,16.00770606536138,11.24860557518501,10.443257796939491,9.483758660822682,8.164824008135017,7.58530705985379,7.1553545775034255,0.38950819058604724,215,0.08176100628930817,4.61277707386593,0.0026425664605464827,,,,,,,False
2018-09-07,477,0.2161657524082519,16.43843210270141,103.11106389873615,36.341838213723705,17.72016797315701,16.11627398575416,11.221390597329664,10.346607996448132,9.549536387105995,8.149175189769931,7.618819329639538,7.226885124960443,0.38681495737673105,214,0.07966457023060797,4.613410542542114,0.0020876275038317215,,,,,,,False
2018-09-10,477,0.21647453929459434,16.413437681394218,103.25835524352146,36.238574945980446,17.778226971604987,16.08829256450763,11.132740269939307,10.376244091115677,9.548747359918554,8.10574210894589,7.480651332024087,7.243852930403491,0.3867844653994841,214,0.07966457023060797,4.630075901786521,0.003444144953578916,,,,,,,False
2018-09-11,477,0.21652594946230877,16.467474103788618,103.28287789352126,35.81511832451524,17.193362762888963,15.937069197645565,11.137975582402284,10.32026592401159,9.56283194866605,8.113240638708497,7.489521849483042,7.232557068520311,0.38441594079868624,214,0.08385744234800839,4.616753809155768,0.00439546887937565,,,,,,,False
2018-09-12,477,0.20346169842531614,17.978649679031793,97.05123014887579,35.95891229278067,17.691972663553162,16.318809939967792,11.285067014241378,10.608740976849703,9.685086480861335,8.278216507996069,7.565611131831508,7.469247001278301,0.37380711123567884,222,0.06289308176100629,4.7090287659867744,0.005716752109648891,0.01870490038884133,95.39951313912356,77.60562025812824,0.018769988637467958,95.24196478397802,77.44800681473407,False
2018-09-13,477,0.19432694065379552,19.129750234740715,92.69395069186046,36.229191871073226,17.782252370549273,16.64163133394595,11.473503141589804,10.615659209581139,9.890676758380275,8.283496735346535,7.7449188772716395,7.436896275903265,0.36650006165412724,224,0.06289308176100629,4.748588792390969,0.008147913253351655,,,,,,,False
2018-09-14,477,0.1834056662835661,20.636387919408186,87.48450281726105,36.49779505304831,17.842414501511687,17.0956055125629,11.447565579574317,10.723467759416515,10.0134853028441,8.413113321967277,7.810836245843222,7.530278456803108,0.3571653741382772,231,0.05660377358490566,4.819150436070233,0.00806863625953526,,,,,,,False
2018-09-17,477,0.1787096967902864,21.390142100047655,85.2445253689666,35.83069118996863,18.065701957672495,17.504159513435827,11.570680759059487,10.88498874163937,10.160899007134173,8.491470825405148,7.8612087027545705,7.582740115246105,0.3526535823670923,235,0.05660377358490566,4.868727510197421,0.00883498053309374,,,,,,,False
2018-09-18,477,0.17880777503873177,21.404873527647947,85.29130869347506,35.8003104373546,17.645822550138778,17.58115424204605,11.331571065909836,10.930459209011843,10.166305477205679,8.480845787924352,7.929805311174978,7.582939410944894,0.35146785532269254,237,0.05660377358490566,4.875069652729364,0.010429328964290118,,,,,,,False
2018-09-19,477,0.17387044333882457,21.972719389846294,82.9362014726193,37.119811282462834,18.126564495152067,17.6312075614113,11.296135892489088,10.861351288165224,10.216204228496903,8.557020258606059,8.018682431452255,7.6185785590469814,0.3503352635306805,238,0.05450733752620545,4.900014918994859,0.007258249211634339,0.018462614814621452,95.21400021638509,73.396688655063,0.018627688077197398,94.72461606004119,72.90713942545652,False
2018-09-20,477,0.16086521583283758,24.058640426783093,76.7327079522635,37.32861576276926,18.5301572492721,18.04111452187435,11.46966077729465,11.03280206565392,10.33307175394112,8.79294315854936,8.152936507140199,7.761964417489766,0.3398370152274086,247,0.05450733752620545,4.970925336437436,0.0056022408963585435,,,,,,,False
2018-09-21,477,0.15750106821966603,24.627699155073284,75.12800954078068,37.45919787706251,18.507489097463246,18.141879876909112,11.53427452118368,11.084377282120045,10.420732943253885,8.777775899849846,8.138845619746268,7.832416636696506,0.33704580904276576,249,0.05450733752620545,4.979499050511575,0.004545214312139951,,,,,,,False
2018-09-24,477,0.15584149279751527,24.866551179508807,74.33639206441481,37.697189174549536,18.928612317875878,18.056403269835734,11.46817129570929,11.069987417018085,10.317042862295734,8.749130659753003,8.08929084611298,7.859516253643939,0.33645024763602766,251,0.05450733752620545,4.995869561143728,0.003038951429628455,,,,,,,False
2018-09-25,477,0.1549276432397543,25.015491660852035,73.90048582536281,37.838645330755625,19.10699904067245,17.806859938695954,11.482662538494237,10.954452113930136,10.322060418900792,8.765718589400667,8.131202482527364,7.876151005439374,0.3357141565492266,247,0.05450733752620545,4.964666715897481,0.0028539717773902015,,,,,,,False
2018-09-26,477,0.14332091367776276,27.114345561986887,68.36407582429283,38.08748126609156,19.457980241695,18.1067435126271,11.639095255602763,11.013016786586425,10.283487687671192,8.881625420024331,8.334099307370646,7.993755262851704,0.32632154318723117,254,0.05450733752620545,5.031347695824929,0.0032943995208146153,0.018378209130873856,95.68570195718218,68.69629909974218,0.018441123662583072,95.03736219432815,68.04789642235646,False
2018-09-27,477,0.1433220614672136,27.134039857353805,68.36462331986087,37.98843050229986,19.520098075443887,18.09101701296953,11.628435584779163,10.992516440233485,10.240189033739993,8.87746529117057,8.375607349387371,8.038086685661185,0.32618994653113914,252,0.05660377358490566,5.004424938599895,0.0026954177897574125,,,,,,,False
2018-09-28,477,0.13626728931375925,28.398279055488874,64.99949700266318,38.52572556549099,19.717715036247597,18.313928177192494,11.57211550670473,11.004059919463014,10.288409876048103,8.956973772804133,8.466581039959038,8.103950560352057,0.3210251180048196,260,0.05450733752620545,5.07913361914571,0.0026073322410725295,,,,,,,False
2018-10-01,477,0.13567988532430272,28.456447934875168,64.71930529969238,38.81529445623744,19.693748124863745,18.05524421057455,11.570828703255007,10.99680511214889,10.501417650988515,9.047909935157904,8.570715178014016,8.07717370241813,0.32044951948558315,258,0.05450733752620545,5.0765541866183925,0.0029772915455490373,,,,,,,False
2018-10-02,477,0.13501907920908957,28.75417741885721,64.40410078273572,38.04576381130023,20.03154710316227,17.814357483079043,11.60908581614745,11.037720626235453,10.625562828435656,9.214040739906771,8.63774719742415,8.071813699393605,0.3184588155061315,257,0.05450733752620545,5.075651213086354,0.00357627327660624,,,,,,,False
2018-10-03,477,0.13433991759788,28.757205263097084,64.08014069418876,38.74058252403424,20.07983834750544,17.42822865970921,11.55683888941885,11.00310890575632,10.58694464581565,9.277991711372607,8.717399657800229,8.047539722074063,0.31841850967475155,262,0.05450733752620545,5.097512700750968,0.002624949350809506,0.018174524469277652,95.02614882543828,66.3851089554698,0.018554426985778433,95.529795514029,66.88837574154402,False
2018-10-04,477,0.1342725804770565,28.735191474932932,64.04802088755595,38.55958036897687,20.821422620896776,17.410430706739238,11.596773570466057,10.91875676882929,10.51626263788977,9.20036249705305,8.72331969929401,8.03386397583538,0.3195728053556287,262,0.05450733752620545,5.099775920531569,0.00306537709423392,,,,,,,False
2018-10-05,477,0.1334007638450876,28.900433318092844,63.63216435410676,38.66476666011023,20.64459071827868,17.441623060704103,11.655955948252181,10.960867858923637,10.531642565414169,9.273395840696484,8.726373307614761,8.047728026617026,0.3187402531267337,262,0.05450733752620545,5.08297953425523,0.001153920687771964,,,,,,,False
2018-10-08,477,0.1332522554662541,28.779260926601136,63.561325857403205,38.81196820903595,21.64554342648367,17.195480439465136,11.64741315649077,10.99071092399001,10.488049068180478,9.321698362181444,8.765161954637449,8.013437505803093,0.32046484505006023,260,0.05450733752620545,5.089599048622185,0.0009160897063227807,,,,,,,False
2018-10-09,477,0.13318289994049964,28.905406857461728,63.52824327161832,38.33411579599564,21.76903825950164,17.187771000230406,11.871838887718386,10.613365173272,10.461392206965392,9.423507667287264,8.695106248585319,7.856509343364966,0.3201069333649149,259,0.05450733752620545,5.0808207103515795,0.0010834522488240579,,,,,,,False
2018-10-10,477,0.15900590455755184,24.29335884971931,75.84581647395223,37.40600219428967,20.742443474652653,16.3977881059293,11.548541210447258,10.755995815464372,10.195218720686553,9.090365061736687,8.431574363285112,7.674948220391477,0.33949809530245517,245,0.05450733752620545,4.967905481564673,0.0033120166305515915,0.018265240169478513,95.5506980664799,71.39807988114866,0.018457071831560035,95.21365281306628,71.06084279607296,False
2018-10-11,477,0.16909640997258982,22.46675732185441,80.65898755692533,38.25109800080945,20.836641082654197,15.927201303346925,11.66570137460268,10.454131662609214,9.896369912926598,8.879552719782163,8.463924763700613,7.640579221646539,0.35081683295249183,239,0.05450733752620545,4.951190262942079,0.0029861001004175256,,,,,,,False
2018-10-12,477,0.1687079351272004,22.481140416008568,80.4736850556746,38.10170423246184,21.567083283367253,15.961691505920049,11.587505919419062,10.430621153559413,9.999768158442697,8.985239793510953,8.638531567664455,7.692003589990162,0.35155486372503725,238,0.0649895178197065,4.8777987836527466,0.006113137078730863,,,,,,,False
2018-10-15,477,0.16918041298820571,22.34920662230987,80.69905699537412,38.36867473649259,21.528825583242735,16.054652134811505,11.75436535766266,10.616386855746756,9.93657078944411,8.995201736300267,8.645472414874089,7.642517213830465,0.35305151951275393,237,0.0649895178197065,4.871615665996202,0.005355601360040872,,,,,,,False
2018-10-16,477,0.18161136847413034,20.51914174973157,86.62862276216015,38.22977634650998,21.27104969288041,16.032414745896713,11.100276789695583,10.631147331855981,9.908257932645164,8.944286065832689,8.566547726977223,7.638666711340504,0.36323299861036246,236,0.06289308176100629,4.871421610538291,0.005531772457410637,,,,,,,False
2018-10-17,477,0.1828635450635923,20.33607838854892,87.22591099533352,38.18853791362719,21.37001042628374,16.29029092384438,11.19498186718205,10.376368447038518,9.974103742374574,8.850612282759048,8.521361255074321,7.674970775996426,0.36534535036954063,236,0.06289308176100629,4.867297024299027,0.004527597202402974,0.018844099693037204,95.45348827163328,75.2814293284549,0.018314797471167196,95.97058488118434,75.79905524022783,False
2018-10-18,477,0.1860862877963032,19.88003766763568,88.76315927883658,38.32513069189079,21.080234661251644,16.153480361496655,11.153179067941032,10.34523369809565,9.93494355941047,8.886362527165172,8.63958914431059,7.730753250709261,0.3678725032734105,233,0.06708595387840671,4.814649757032749,0.0056022408963585435,,,,,,,False
2018-10-19,477,0.18602044442979215,19.792518993676786,88.73175199301085,39.25462191436796,20.923438967239278,16.03476877089573,11.098278553978226,10.479411259222406,9.692606896958395,8.753814287310464,8.592971259222693,7.886188555836302,0.3690625999989351,231,0.05870020964360587,4.847068700937498,0.003726018709370541,,,,,,,False
2018-10-22,477,0.18767614851863534,19.562779458537296,89.52152284338908,39.17022554445677,21.473789949663633,15.452136401907127,11.357669976557867,10.593313515089097,9.596148491096265,8.718983864402457,8.460832086714339,7.927804420548856,0.3710174941634684,229,0.06289308176100629,4.832988180545049,0.0050561104945122705,,,,,,,False
