date,regime,regime_raw,risk_score,signal_confidence,alert_level_raw,alert_level,transition_score,dp1_5,ddeff_5
2018-07-30,stable,transition,0.6248047891723061,0.0,green,green,1.4279920645292936,-0.03434409571842684,2.1046372602744388
2018-07-31,transition,transition,0.6260020822488287,0.15000000000000002,green,green,1.4445373797053924,-0.03485450470269447,2.123291735516565
2018-08-01,transition,transition,0.5218115564809995,0.15000000000000002,green,green,3.2227607393334763,-0.06120722492207034,4.056629394518321
2018-08-02,transition,transition,0.5124154086413326,0.15000000000000002,green,green,2.861404535295751,-0.05548885951985083,3.862205613808271
2018-08-03,transition,transition,0.4913326392503904,0.15000000000000002,green,green,1.5173344590784092,-0.031969833290636074,2.461904716475363
2018-08-06,transition,transition,0.4908120770432067,0.15000000000000002,green,green,1.3973127204963647,-0.030220127202368413,2.3347150976189432
2018-08-07,transition,transition,0.4786829776158251,0.15000000000000002,green,green,1.6497130438138852,-0.03301629729176778,2.632203382399007
2018-08-08,transition,transition,0.4299062988027069,0.4105325483388002,green,green,0.22343033063546702,-0.010194124277339567,0.9690490583362852
2018-08-09,transition,stable,0.40455491931285786,0.31350361252195597,green,green,-0.018035824249785216,-0.0070178973915968335,0.6808965886613603
2018-08-10,transition,stable,0.3733472149921916,0.3948767793167972,green,green,-0.18338775404692131,-0.004112152517085993,0.48045137234447033
2018-08-13,stable,stable,0.3761061946902655,0.5877432928966644,green,green,-0.17271611670610348,-0.004171959396845587,0.5114546579373531
2018-08-14,stable,stable,0.2575741801145237,0.7369845835479061,green,green,-0.5010684982659789,0.0004517019295048885,0.03296087083733745
2018-08-15,stable,stable,0.30728787090057263,0.6981391852211343,green,green,-0.361137922545545,-0.001545684997492941,0.1488476959969578
2018-08-16,stable,stable,0.2762363352420614,0.7052052940267283,green,green,-0.4286989303372079,-0.001388924749537529,0.12485693316494029
2018-08-17,stable,stable,0.3524726704841229,0.6104571807863661,green,green,-0.20014829661068909,-0.00433306064779887,0.3885133074234979
2018-08-20,stable,stable,0.36457574180114527,0.5777326852804627,green,green,-0.1312799339326253,-0.005554312756913676,0.46549184556723233
2018-08-21,stable,stable,0.39237376366475796,0.4819705032028914,green,green,0.06042567490926462,-0.0086261563037201,0.7253414198782604
2018-08-22,stable,stable,0.3507548152004165,0.5798254418328018,green,green,-0.16188891564488592,-0.005493437422356917,0.4593821088813925
2018-08-23,stable,stable,0.36829776158250915,0.5121468408746006,green,green,-0.00573352863064195,-0.007429540095698656,0.6592121074230874
2018-08-24,stable,stable,0.3112701717855284,0.6364436717092812,green,green,-0.28571766026315765,-0.003864141215318667,0.2928708904843855
2018-08-27,stable,stable,0.24294638209266003,0.71326480697769,green,green,-0.45570742538676834,-0.0016564200629170245,0.06674060283370764
2018-08-28,stable,stable,0.22090057261842794,0.7384439461721235,green,green,-0.4973723676346667,-0.0002948660044293505,-0.036582241304527585
2018-08-29,stable,stable,0.304294638209266,0.6365036875838288,green,green,-0.27177587914609935,-0.003676466254314864,0.305507494572943
2018-08-30,stable,stable,0.20580426861009887,0.7329632992339832,green,green,-0.4944975184653507,-0.0008253820287158486,0.02701200595797637
2018-08-31,stable,stable,0.2409682457053618,0.6998885172558554,green,green,-0.43024599039705236,-0.001807849771441411,0.1221692205202487
2018-09-04,stable,stable,0.3069495054659032,0.6232499043508877,green,green,-0.2597422927835683,-0.0039211781151946845,0.3539051141961185
2018-09-05,stable,stable,0.3324830817282665,0.5718502793847193,green,green,-0.15119238105969765,-0.005540076568555957,0.49543705096792223
2018-09-06,stable,stable,0.24851639770952627,0.6858333831112143,green,green,-0.3970625140338664,-0.002137754076276338,0.1686422380207837
2018-09-07,stable,stable,0.33659552316501823,0.535178248114371,green,green,-0.057969473488503495,-0.006586024223770748,0.6039324631454335
2018-09-10,stable,stable,0.33243102550754816,0.5444191184131353,green,green,-0.08566787124410075,-0.006189284970355369,0.5857696745827177
2018-09-11,stable,stable,0.3237636647579386,0.5660611873459002,green,green,-0.12411643221703206,-0.005188674145888472,0.5481558975122063
2018-09-12,stable,dispersion,0.33831337844872467,0.008516484765089039,green,green,0.897492129728676,-0.017255649567821496,1.9054594537045588
2018-09-13,stable,dispersion,0.32595002602811035,0.0,green,green,1.600439991962462,-0.025083486376938136,2.8643805905303488
2018-09-14,dispersion,dispersion,0.2923217074440395,0.15000000000000002,green,green,2.3492165723871326,-0.03294543346767076,3.972063658975255
2018-09-17,dispersion,dispersion,0.2852160333159813,0.15000000000000002,green,green,2.801594856150147,-0.037700119414050826,4.68895353676886
2018-09-18,dispersion,dispersion,0.2852160333159813,0.15000000000000002,green,green,2.6809197706554966,-0.03739391235304479,4.628544357338184
2018-09-19,dispersion,dispersion,0.27891723060905776,0.15000000000000002,green,green,2.039271344774255,-0.028962653615211664,3.683265126682599
2018-09-20,dispersion,dispersion,0.26845393024466424,0.15000000000000002,green,green,2.717113650881013,-0.03318344973466611,4.577815133859286
2018-09-21,dispersion,dispersion,0.2577303487766788,0.15000000000000002,green,green,1.9378055882792662,-0.025585678182276916,3.7008536591681853
2018-09-24,dispersion,dispersion,0.25072878709005725,0.15000000000000002,green,green,1.6249016407409778,-0.022700770819131855,3.2018680040945604
2018-09-25,dispersion,dispersion,0.2497657470067673,0.15000000000000002,green,green,1.7059454724310295,-0.023918783015086986,3.3477851023540914
2018-09-26,dispersion,dispersion,0.24841228526808953,0.15000000000000002,green,green,2.744775140608561,-0.030856620526574258,4.8160501311726165
2018-09-27,dispersion,dispersion,0.23943258719416968,0.19842015073913177,green,green,1.3338475890631454,-0.01797710172037159,2.924897184897219
2018-09-28,dispersion,dispersion,0.24502863092139512,0.15256243496466393,green,green,1.9131888967129809,-0.021253949304005648,3.4911199576330567
2018-10-01,dispersion,dispersion,0.24164497657470066,0.16817744296593684,green,green,1.596381919968204,-0.020138150133173716,3.332163393169644
2018-10-02,dispersion,dispersion,0.24211348256116605,0.1776299658032292,green,green,1.6773796984459155,-0.019462702695473982,3.4570445304382176
2018-10-03,dispersion,dispersion,0.2176991150442478,0.3389975740308396,green,green,0.3779453117946469,-0.008328096841535959,1.449860661097869
2018-10-04,dispersion,dispersion,0.22269651223321185,0.3538222222467476,green,green,0.47780151803679677,-0.008336457623193294,1.3762898268091064
2018-10-05,dispersion,dispersion,0.16106194690265488,0.6200305947889742,green,green,-0.1335590083492263,-0.0027623113782218878,0.44961059974680495
2018-10-08,dispersion,dispersion,0.10528370640291515,0.6617737357669118,green,green,-0.3244703310929911,-0.002355449950141586,0.2721081743048934
2018-10-09,dispersion,dispersion,0.1109838625715773,0.6877804975964705,green,green,-0.30853844665376273,-0.0024003814154410774,0.14095803246381067
2018-10-10,dispersion,dispersion,0.26306611140031233,0.15000000000000002,green,green,2.6130231112195266,0.023995549489441964,-4.081283063882864
2018-10-11,dispersion,dispersion,0.27917751171264965,0.15000000000000002,green,green,3.7028969017278364,0.034557355013371316,-5.787404020504642
2018-10-12,dispersion,dispersion,0.2780062467464862,0.15000000000000002,green,green,3.3301301025443895,0.03541852579918628,-5.962514372236612
2018-10-15,dispersion,dispersion,0.27881311816762105,0.15000000000000002,green,green,3.2849631154733445,0.036039071006549905,-5.969054331727204
2018-10-16,dispersion,dispersion,0.29653826132222805,0.15000000000000002,green,green,4.718149152569805,0.04911021837971699,-7.864143911390844
2018-10-17,dispersion,dispersion,0.2953409682457054,0.15000000000000002,green,green,1.9570661999923673,0.024567565258758944,-3.7732901446112592
2018-10-18,dispersion,dispersion,0.29625195210827693,0.20991269825696912,green,green,1.1453757157126634,0.017155880559927478,-2.4428586175008604
2018-10-19,dispersion,dispersion,0.29664237376366476,0.20635213492948123,green,green,1.1626552310010525,0.01741030717361744,-2.539808422796032
2018-10-22,dispersion,dispersion,0.30499739718896407,0.18712739169049675,green,green,1.2771169130686455,0.018784046627594475,-2.647682923122048
2018-10-23,dispersion,dispersion,0.2780322748568454,0.44989423125734024,green,green,0.20690680832255756,0.006828096262079947,-1.0071798677886221
2018-10-24,dispersion,dispersion,0.3788391462779802,0.15000000000000002,green,green,2.7214543435682796,0.023025229119457563,-3.0836159332157216
2018-10-25,dispersion,transition,0.3899010931806351,0.0,green,green,1.6875821580344958,0.023954822106566603,-3.059683608961091
2018-10-26,dispersion,transition,0.39903695991671007,0.0,green,green,1.8177413294541294,0.0264102314936622,-3.222468441654126
2018-10-29,transition,transition,0.38984903695991674,0.15000000000000002,green,green,1.454650943648144,0.02229710983834568,-2.854629575708371
2018-10-30,transition,transition,0.40861530452889117,0.15000000000000002,green,green,1.8062912632385557,0.026791101061591605,-3.2193092908494254
2018-10-31,transition,transition,0.3797241020301926,0.40672995222699965,green,green,0.2992201919660992,0.009211488785116545,-1.0554830112388238
2018-11-01,transition,transition,0.3648099947943779,0.5038504413893586,green,green,0.07086547826531608,0.0064357103178511454,-0.7685443518383597
2018-11-02,transition,stable,0.28768870380010414,0.4412067655510977,green,green,-0.28032440763903826,0.002723106242562362,-0.3480432846580275
2018-11-05,transition,stable,0.3175429463820927,0.3887245173382269,green,green,-0.1705641192014764,0.0046251361096986965,-0.4753961925734913
2018-11-06,stable,stable,0.20437272254034355,0.7245715436029022,green,green,-0.46426161540559485,-0.0010999394727956024,0.04941303932551122
2018-11-07,stable,stable,0.33204060385216033,0.6129058576361305,green,green,-0.18110189050005013,0.004348641459154895,-0.37538270149301134
2018-11-08,stable,stable,0.20135346173867777,0.7339919010729274,green,green,-0.48478003808563963,0.0006062676305884362,-0.037045810274870306
2018-11-09,stable,stable,0.2741540864133264,0.67188716344079,green,green,-0.33935798875092016,0.0023885776275509585,-0.22002819013641073
2018-11-12,stable,transition,0.38969286829776156,0.28169883744717283,green,green,0.08982358547230403,0.008453427566232297,-0.7385812838053383
2018-11-13,stable,transition,0.3808693388859969,0.28261423360962307,green,green,0.04051314926127522,0.008371206311244495,-0.7397396056847771
2018-11-14,stable,stable,0.28953669963560646,0.6628129742910681,green,green,-0.3438606181767582,0.003051591637237283,-0.2190220722395182
2018-11-15,stable,stable,0.36106194690265486,0.5688196645047138,green,green,-0.10096072040171902,0.006083231654895355,-0.4729322438740766
2018-11-16,stable,stable,0.24659031754294636,0.7049267080142757,green,green,-0.415308886836314,0.0017808195220537504,-0.09922437071553603
2018-11-19,stable,stable,0.29242581988547633,0.6825356972475405,green,green,-0.3226261606810825,-0.0018326792408149828,0.20590141730232503
2018-11-20,stable,stable,0.254294638209266,0.7398944244142419,green,green,-0.4267360624126314,0.00047341181922233577,-0.017137214551341984
2018-11-21,stable,stable,0.24601769911504426,0.7152931212123763,green,green,-0.4477940862000276,0.0009670539882703777,-0.10425557087644144
2018-11-23,stable,stable,0.22235814679854243,0.7277163031196588,green,green,-0.48710198814747463,0.0003664914118682583,-0.08446832664615123
2018-11-26,stable,stable,0.3866215512753774,0.5317935648848238,green,green,-0.03864052986613192,0.006321914185535238,-0.6387972461422589
2018-11-27,stable,stable,0.3429724102030193,0.6093979970362888,green,green,-0.2320505437650327,0.004096576352255243,-0.41002401465025073
2018-11-28,stable,transition,0.438365434669443,0.2540761075420047,green,green,0.13671984998257894,0.009251655031456196,-0.8195887153374564
2018-11-29,stable,transition,0.42808433107756383,0.2777485060612937,green,green,0.053660239600894805,0.008539409741575105,-0.7521074506198175
2018-11-30,transition,transition,0.4257678292555961,0.4825946105333308,green,green,0.053428629082194756,0.008376469513823898,-0.7394735558696084
2018-12-03,transition,stable,0.4174648620510151,0.32866762171709096,green,green,-0.043133927742442874,0.007120565729581113,-0.5991563343659099
2018-12-04,transition,transition,0.5688443519000521,0.15000000000000002,green,green,1.2565319704257865,0.025843356017197644,-2.076461389850028
2018-12-06,transition,transition,0.5522904737116086,0.2293834387293544,green,green,0.5858636984988388,0.017387210925467994,-1.3653507941296272
2018-12-07,transition,transition,0.5857626236335242,0.15000000000000002,green,green,0.9791593940276043,0.023475831954975712,-1.792830412109053
2018-12-10,transition,transition,0.5795939614783967,0.15000000000000002,green,green,0.9158689995515782,0.02279888440713984,-1.7489670030218196
2018-12-11,transition,transition,0.5802706923477355,0.15000000000000002,green,green,0.8895569606808658,0.022193308294856773,-1.7211181214380442
2018-12-12,transition,stable,0.45593440916189487,0.4519313160975942,green,green,-0.320806377894397,0.0033633717810831465,-0.2511181713228474
2018-12-13,transition,stable,0.4871681415929203,0.4079169300338387,green,green,-0.22676313778607304,0.004818359951253015,-0.367580675819557
2018-12-14,stable,stable,0.38425299323269135,0.741486398355287,green,green,-0.48155390505922185,-0.00022776974083288382,0.02622498726275424
2018-12-17,stable,stable,0.5676210307131702,0.5452709334059531,green,green,0.02460965876062779,0.006736608660868004,-0.5438610212998523
2018-12-18,stable,stable,0.5088495575221239,0.6129340767940114,green,green,-0.23730866483285307,0.004377369128194808,-0.37326421696741896
2018-12-19,stable,stable,0.5447162935970848,0.5580025348890777,green,green,-0.10665258186301799,0.0064274927410089,-0.5024724486555598
2018-12-20,stable,stable,0.5834721499219157,0.47200604540620045,green,green,0.08381155808208567,0.009591909795006848,-0.707858010341317
2018-12-21,stable,transition,0.6092139510671526,0.1902382849984527,green,green,0.26224468024234654,0.012522832442460052,-0.9085112320787196
2018-12-24,stable,transition,0.6650182196772515,0.08088325324767648,green,green,0.6565688828971706,0.017133346817557293,-1.1292651422939137
2018-12-26,transition,transition,0.7322228006246747,0.15000000000000002,green,green,2.2503023121051227,0.04935769533177303,-2.8443351636169147
2018-12-27,transition,transition,0.7309213951067153,0.15000000000000002,green,green,2.0425269316466297,0.04717620208432949,-2.703384905857982
2018-12-28,transition,transition,0.7302186361270172,0.15000000000000002,green,green,1.8694259183629487,0.04427357544476146,-2.486696853709315
2018-12-31,transition,transition,0.7302446642373763,0.15000000000000002,green,green,1.693130718318568,0.041517503700084835,-2.298061783259289
2019-01-02,transition,transition,0.7168401874023946,0.15000000000000002,green,green,0.9750964753196276,0.028855983316333933,-1.5060769895424073
2019-01-03,transition,stable,0.50609057782405,0.5411186732314824,green,green,-0.5012093014951162,-0.0005292038728050286,0.007264704215419471
2019-01-04,transition,transition,0.7082509109838626,0.41241047838576983,yellow,green,0.20817629299087884,0.014466639268640558,-0.6653962604579604
2019-01-07,transition,transition,0.7127537740760022,0.3877356566637011,yellow,yellow,0.23521952204873378,0.015319676847322217,-0.7281117605340839
2019-01-08,transition,transition,0.7151223321186881,0.38449381786241194,yellow,yellow,0.24076073121022395,0.015521994706383713,-0.7301330576438225
2019-01-09,transition,transition,0.7195471108797501,0.34637359796941286,green,yellow,0.32140290690935264,0.01741700722414835,-0.7872526744811577
2019-01-10,transition,transition,0.7283706402915149,0.3235916889664855,green,green,0.3650504118940733,0.01860239365538857,-0.8177465528113483
2019-01-11,transition,stable,0.6166579906298801,0.4522130495685643,green,green,-0.33237303194586354,0.0043779433650872335,-0.17981988711485108
2019-01-14,transition,stable,0.6047891723060906,0.469302595554398,green,green,-0.36750910109610385,0.0036508635875017736,-0.14577396664508058
2019-01-15,stable,stable,0.6085111920874545,0.6699372905225277,green,green,-0.3673868776065981,0.0036112641090180753,-0.14537748828392516
2019-01-16,stable,stable,0.6115044247787611,0.6679111091030662,green,green,-0.36021546960284906,0.003679796137651792,-0.15063181765747125
2019-01-17,stable,stable,0.6424778761061948,0.6450871142372732,green,green,-0.30148472942171517,0.0046702780756575635,-0.194763201523668
2019-01-18,stable,stable,0.681858407079646,0.5945668043930817,yellow,green,-0.202697914447012,0.006912074652314137,-0.28904347188693436
2019-01-22,stable,stable,0.7093440916189484,0.5477454955874473,yellow,yellow,-0.10853092173355276,0.009020780223416791,-0.3742812219229421
2019-01-23,stable,stable,0.697084851639771,0.5762700318562038,yellow,yellow,-0.16499889055036873,0.007713188278357874,-0.3239321763548695
2019-01-24,stable,stable,0.6855543987506506,0.595967055387945,yellow,yellow,-0.20279900613697027,0.0068196452594260215,-0.2885178410223084
2019-01-25,stable,stable,0.6647319104633004,0.6415339857103248,yellow,yellow,-0.2777992582566804,0.004807639149660592,-0.2027932262841432
2019-01-28,stable,stable,0.5994534096824571,0.7004757831154971,green,yellow,-0.43327902264524526,0.002215488133258836,-0.09118846829740512
2019-01-29,stable,stable,0.5790213430504946,0.7177898443270772,green,green,-0.46541121104052297,-0.0014969240355061642,0.05545027309075756
2019-01-30,stable,stable,0.5693388859968765,0.7281171991312984,green,green,-0.48406771430015333,-0.0009658975848669815,0.04119109558933953
2019-01-31,stable,stable,0.5652524726704842,0.7329877198525895,green,green,-0.487121145153011,-0.0007493701768998551,0.03212950902458189
2019-02-01,stable,stable,0.6001561686621552,0.6972298478218591,green,green,-0.4200622845894923,-0.0023523078497939554,0.09774321521514473
2019-02-04,stable,stable,0.5896147839666841,0.7050616028181501,green,green,-0.44220625389188783,-0.002011271986962382,0.08268038216442353
2019-02-05,stable,stable,0.5774856845393024,0.7143032599551147,green,green,-0.46112134204748806,-0.0015641255090446116,0.06798712891438985
2019-02-06,stable,stable,0.6137428422696511,0.6773884346340242,green,green,-0.38290857487838204,-0.003234140681540043,0.1346754208312264
2019-02-07,stable,stable,0.6241540864133265,0.6650367341568468,green,green,-0.349755414590851,-0.0037370247289754133,0.1608414318513116
2019-02-08,stable,stable,0.6370900572618428,0.6391811436626628,green,green,-0.2979586127646445,-0.004865030905898959,0.21042363435806077
2019-02-11,stable,stable,0.6438313378448725,0.6235671720879724,yellow,green,-0.27210447079811356,-0.005570155457176373,0.23871687887961013
2019-02-12,stable,stable,0.6242061426340448,0.6546119874979405,green,green,-0.33440581336647296,-0.004190683792291261,0.18091130769667974
2019-02-13,stable,stable,0.5955752212389381,0.6866736543791501,green,green,-0.40426955620782334,-0.0026973702665145094,0.1259433855673162
2019-02-14,stable,stable,0.5733472149921917,0.7082077223366054,green,green,-0.44160394715938944,-0.0016843884394480702,0.0897138402509654
2019-02-15,stable,stable,0.5629880270692348,0.7166514811497804,green,green,-0.46786288478616245,0.0016692667729178434,-0.04917981379349623
2019-02-19,stable,stable,0.5632222800624676,0.715643886717003,green,green,-0.46645847290304576,0.0016888805535550389,-0.05278955667006002
2019-02-20,stable,stable,0.527017178552837,0.7430630316491443,green,green,-0.5234208509847388,0.00041115240973926825,0.005825495766565325
2019-02-21,stable,stable,0.5401353461738677,0.7347599923179178,green,green,-0.4978539823412818,-0.000530485907733913,0.03848571447666593
2019-02-22,stable,stable,0.5758459135866736,0.7106642014200031,green,green,-0.4259825656461902,-0.0015885028367594867,0.08422563104813108
2019-02-25,stable,stable,0.6057522123893806,0.6671594712644426,green,green,-0.36023359320695814,-0.0035680325567962745,0.16203407940952896
2019-02-26,stable,stable,0.5990629880270693,0.6723852844236405,green,green,-0.37507276233710524,-0.0033155653052476808,0.15369958329142186
2019-02-27,stable,stable,0.592243623112962,0.6774846056035962,green,green,-0.3838577439690772,-0.003119512362375787,0.14210057826183053
2019-02-28,stable,stable,0.5725663716814159,0.697082572334023,green,green,-0.4238550192183103,-0.0022286644222388463,0.10698827651880549
2019-03-01,stable,stable,0.5197293076522645,0.7416138349592017,green,green,-0.5197957615249567,-0.00031344524827398024,0.01969386485642488
2019-03-04,stable,stable,0.5141853201457575,0.7472848565403151,green,green,-0.533131942614032,0.00010015761867260276,0.006467468597360693
2019-03-05,stable,stable,0.5138990109318063,0.7473743621409977,green,green,-0.5321069821007989,0.00011805210720999826,0.0047936990255887935
2019-03-06,stable,stable,0.5564029151483603,0.7150755720605892,green,green,-0.4645370830433154,0.0016088821710404932,-0.0611003140632711
2019-03-07,stable,stable,0.5775117126496616,0.6994378488314325,green,green,-0.43071345233208813,0.0022609211693397913,-0.09316847390006444
2019-03-08,stable,stable,0.5629619989588757,0.7124486246773787,green,green,-0.4588229742987179,0.0016511208841226144,-0.07112453304828925
2019-03-11,stable,stable,0.6400572618427902,0.6417497760699153,green,green,-0.3059325153369432,0.004804105470877895,-0.20197419661154825
2019-03-12,stable,stable,0.6413586673607496,0.6396384131600342,green,green,-0.30457857316610715,0.004912875148557594,-0.20487529414123617
2019-03-13,stable,stable,0.6330817282665278,0.6532578709786712,green,green,-0.3311159313883239,0.004342278318861803,-0.17713288748222134
2019-03-14,stable,stable,0.6421655387818844,0.6458348988356838,green,green,-0.3171452601526517,0.00475297773925254,-0.18538261940823553
2019-03-15,stable,stable,0.6206663196251953,0.6690877822433033,green,green,-0.3672624743483623,0.003729438082990255,-0.14141734940406803
2019-03-18,stable,stable,0.532951587714732,0.7436689636859098,green,green,-0.5253753410160587,0.0003593823793592854,-0.006409278465500989
2019-03-19,stable,stable,0.5405517959396148,0.7381898423115107,green,green,-0.513998686217091,0.0006532720301207218,-0.013136740198684826
2019-03-20,stable,stable,0.5313378448724623,0.7460614281911514,green,green,-0.5303096156000561,-9.292302092900329e-05,0.012989991417152957
2019-03-21,stable,stable,0.570353982300885,0.7337124034081491,green,green,-0.46818082980833176,-0.0007095578985656381,0.03130460148223779
2019-03-22,stable,stable,0.6463040083289953,0.6539924085893156,yellow,green,-0.3301015590915634,0.004262878618332522,-0.17898730950782138
2019-03-25,stable,stable,0.6558042686100989,0.6392686748639097,yellow,yellow,-0.30592339527044615,0.005004382721641831,-0.20039032887781527
2019-03-26,stable,stable,0.6730869338885996,0.6210144474565117,yellow,yellow,-0.2622045126801237,0.005789453343389261,-0.23617502141138935
2019-03-27,stable,stable,0.6831598125976054,0.6032844249946672,yellow,yellow,-0.23027425346914357,0.006609842057979598,-0.26694493108676287
2019-03-28,stable,stable,0.6858407079646017,0.6017325711761018,yellow,yellow,-0.22699367373072132,0.006788184894155946,-0.2622969994289672
2019-03-29,stable,stable,0.638912024986986,0.6679944622344971,green,yellow,-0.36584435268877125,0.0038759761324487774,-0.13670322627962062
2019-04-01,stable,stable,0.6433368037480479,0.6647760260805197,yellow,yellow,-0.35831301614635713,0.0039336018490190305,-0.1485795902289624
2019-04-02,stable,stable,0.631702238417491,0.6769922123218913,green,green,-0.3862363744563717,0.0034762236711988193,-0.11994516235416075
2019-04-03,stable,stable,0.6306350858927642,0.6797175691708977,green,green,-0.3920318183987817,0.0033434883595311327,-0.11567223473868449
2019-04-04,stable,stable,0.6731129619989589,0.6107131526775867,yellow,green,-0.22318625363595918,-0.006352950029660964,0.24806845672567057
2019-04-05,stable,transition,0.7073399271212909,0.3002998866683134,green,green,0.012826276632536502,-0.011181269012457917,0.4590247226631554
2019-04-08,stable,transition,0.7039562727745965,0.30182359600215636,green,green,-0.014135748944479852,-0.011081536996013053,0.458394400076533
2019-04-09,stable,stable,0.6993492972410202,0.5258239095840567,yellow,green,-0.06571404869763196,-0.010122078747562435,0.4063332208742336
2019-04-10,stable,transition,0.7161634565330557,0.22766585563026986,green,green,0.16331165262100525,-0.014505047286140327,0.5876341059001016
2019-04-11,stable,stable,0.6343831337844873,0.633106469442611,green,green,-0.2904800169508272,-0.005119322849525598,0.22281208240313344
2019-04-12,stable,stable,0.6014055179593962,0.6683199107964755,green,green,-0.35900942652176654,-0.003612707697044193,0.15324179095594204
2019-04-15,stable,stable,0.5786569495054659,0.696143635132733,green,green,-0.41894073415229105,-0.0022983203419069675,0.10681170708564913
2019-04-16,stable,stable,0.6375065070275898,0.6204996079912264,green,green,-0.2530165624711324,-0.005814122917036757,0.23701012088398166
2019-04-17,stable,stable,0.5617386777719937,0.7117235518454632,green,green,-0.44028127226026664,-0.001762521372391912,0.06701842999547836
2019-04-18,stable,stable,0.6888859968766268,0.5255580036164547,yellow,green,0.04831624075945057,-0.009379290806513618,0.458825782407164
2019-04-22,stable,stable,0.6559604372722541,0.5781365645983114,yellow,yellow,-0.15218660584838828,-0.007076660732488194,0.35860279284024443
2019-04-23,stable,stable,0.6750130140551795,0.5235250427341729,yellow,yellow,-0.04137124932970068,-0.00959228892990327,0.45415877072157684
2019-04-24,stable,stable,0.6410203019260802,0.6003718424175042,green,yellow,-0.21694535169063564,-0.005940352300647267,0.3274186415347238
2019-04-25,stable,transition,0.6861790733992712,0.28063173509878375,green,green,0.06986249186512622,-0.011070856738670753,0.5634764232361693
2019-04-26,stable,stable,0.5707444039562728,0.6932225613405847,green,green,-0.39750208347327054,-0.0020913756141784923,0.13545464615710578
2019-04-29,stable,stable,0.5549453409682457,0.705502718011651,green,green,-0.42904462104778224,-0.0015850281707059377,0.10987956007259392
2019-04-30,stable,stable,0.5279281624154086,0.7319621447331595,green,green,-0.4801967159523167,-0.0004846064834027608,0.05542337945400888
2019-05-01,stable,stable,0.5566371681415929,0.7082521378036525,green,green,-0.42972627767142446,-0.0015707586948029983,0.09732502656390274
2019-05-02,stable,stable,0.5969807391983342,0.6663944076292277,green,green,-0.34439637772893306,0.00381432736674453,-0.14882972576923237
2019-05-03,stable,stable,0.5190786048932847,0.7369531453650903,green,green,-0.48930865583412175,-0.0005553225413953977,0.02597548510565595
