date,N_used,p1,deff,top5,cluster_count,largest_share,entropy,turnover_pair_frac,p1_shuffle,deff_shuffle,structure_score,p1_bootstrap,deff_bootstrap,structure_score_bootstrap,eigvec_overlap_1d,eigvec_instability_1d,insufficient_universe,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,dp1_5,ddeff_5,overlap_instability,transition_score,regime_raw,regime,exposure
2018-07-12,470,0.30531321762961583,9.546191213952058,0.45851678668744744,167,0.27872340425531916,3.872524435066713,0.009209272785011114,,,,,,,0.9998999389291324,0.00010006107086757421,False,143.4972122859194,34.35737541632801,15.799763867895136,11.741494548310081,10.107043624647588,8.007104187883343,7.7623061126449295,6.84704540406987,6.271924296468025,5.952107363233946,0.001101550101934079,-0.10448513969941509,0.00010006107086757421,-0.4526888650387258,stable,stable,0.7
2018-07-13,470,0.3046707765675383,9.57563490599698,0.4584600388052667,168,0.2702127659574468,3.9185929483086537,0.015252007440003629,,,,,,,0.9999269997285434,7.300027145662469e-05,False,143.19526498674304,34.55060843277903,15.773849796694943,11.802189170757831,10.154305851500514,8.044842261235702,7.73254343922088,6.773598522896477,6.317764422898411,5.9782037061379825,-0.0012547550921254147,0.012235857773081449,7.300027145662469e-05,-0.49371939391922404,stable,stable,0.7
2018-07-16,470,0.30555318506543305,9.527027588646199,0.45943105257394645,166,0.27872340425531916,3.859171052098841,0.01443542167581545,,,,,,,0.9998103393951372,0.0001896606048628069,False,143.60999698075352,34.508512495413996,15.867374971678545,11.692922103355164,10.253788158553586,8.085873229928122,7.8155679555990885,6.743259798962368,6.32042531916608,5.979817477354754,0.00010172640865485638,-0.022660312190879495,0.0001896606048628069,-0.5118961284329197,stable,stable,0.7
2018-07-17,470,0.30702346657327,9.446001368674239,0.4606833343111037,168,0.2702127659574468,3.9130076090609296,0.020205961076078572,0.017957643338539674,94.99737052821257,85.84043498277306,0.019028837102021006,94.40698365093532,85.24897691173233,0.9998536539085053,0.0001463460914946646,False,144.30102928943685,34.56128651814164,15.924911864639066,11.568251502907167,10.165687951093938,8.140393460103025,7.853129723662447,6.808184683613727,6.356048884139094,6.010931267744347,0.0017966332412882036,-0.11294215934235652,0.0001463460914946646,-0.4258313886737534,stable,stable,0.7
2018-07-18,470,0.3076417884328684,9.404698082594424,0.46187265753524237,165,0.28297872340425534,3.8419198172778026,0.01448986072676133,,,,,,,0.99994446236487,5.553763512999854e-05,False,144.59164056344812,34.875228886538565,15.929880351847975,11.60434117553312,10.079058064196106,8.265853161203374,7.807827117108999,6.682350652378475,6.400000977028003,6.061885248360438,0.002121810368783339,-0.13403506049777292,5.553763512999854e-05,-0.4139174845323387,stable,stable,0.7
2018-07-19,470,0.3064975054982197,9.453257782955184,0.4621416838924006,165,0.28936170212765955,3.8334939406086894,0.01882683845211632,,,,,,,0.9998717687279575,0.00012823127204253382,False,144.05382758416323,35.27467498869701,16.04373830084164,11.643972521372811,10.190378034353586,8.265087919823744,7.839437616892144,6.687708705831833,6.416065745178687,6.0919328583611065,0.0011842878686038616,-0.09293343099687412,0.00012823127204253382,-0.4536251132519543,stable,stable,0.7
2018-07-20,470,0.30559661217691675,9.502954256189868,0.46109176459214285,165,0.28085106382978725,3.8510769037688926,0.016522251962074127,,,,,,,0.9999241159307724,7.588406922764968e-05,False,143.63040772315085,35.241114994371024,15.95714406715782,11.667839208861746,10.216623364765645,8.31046230507567,7.869840440634691,6.720026523637214,6.43513111320891,6.108827050767901,0.0009258356093784226,-0.07268064980711131,7.588406922764968e-05,-0.47433443191825697,stable,stable,0.7
2018-07-23,470,0.3047708373905205,9.542424960269932,0.4607899405786922,164,0.2978723404255319,3.7710236508064887,0.016522251962074127,,,,,,,0.9998878543606329,0.00011214563936712274,False,143.24229357354463,35.39432232226892,15.976179482305584,11.713653410998614,10.244823282867573,8.344660402079148,7.880320168480719,6.764831262208844,6.432368492233669,6.1258983068913215,-0.0007823476749125313,0.01539737162373278,0.00011214563936712274,-0.502353628713059,stable,stable,0.7
2018-07-24,470,0.30561608637429855,9.500587449036269,0.4616078788431587,163,0.27872340425531916,3.8531290480713287,0.01996098534682212,0.01824792956269946,95.29522808240162,86.08200879017694,0.0184885918332995,94.5092582500621,85.29579829556683,0.9998813410742002,0.00011865892579976389,False,143.63956059592027,35.23002338604741,16.027929839100782,11.522671324484453,10.5355179107316,8.29498541019156,7.910703539508926,6.785516399615244,6.605093385093668,6.07754223570571,-0.001407380198971464,0.05458608036203039,0.00011865892579976389,-0.46611972972086557,stable,stable,0.7
2018-07-25,470,0.30708235938538986,9.442938899167016,0.4611848764075477,161,0.2872340425531915,3.801614964701793,0.01577825159914712,,,,,,,0.9997990578587362,0.0002009421412637602,False,144.32870891113313,34.40114796988557,16.076004552510877,11.455213029416479,10.49581744860122,8.386514367220409,7.861986803540186,6.882649774591206,6.600474623377635,6.127870657542497,-0.0005594290474785213,0.038240816572592706,0.0002009421412637602,-0.4910031025091607,stable,stable,0.7
2018-07-26,470,0.2982735043962968,9.91780376656918,0.45342862227960584,168,0.2723404255319149,3.910501965755291,0.012829469672912035,,,,,,,0.9993516551998091,0.0006483448001909364,False,140.1885470662595,34.70010196135375,15.888184652717484,11.794976334613311,10.539642456470704,8.496732831073667,8.245227477540244,7.275399345977158,6.66255399771752,6.137893886931826,-0.008224001101922895,0.4645459836139967,0.0006483448001909364,-0.043732490008857525,stable,stable,0.7
2018-07-27,470,0.27198315639268983,11.537358216937292,0.43345642008346336,181,0.15106382978723404,4.199404104868512,0.05458422174840085,,,,,,,0.9983737186787109,0.0016262813212890581,False,127.83208350456415,35.58222970047775,16.330090404696154,12.894090132972003,11.086023696517623,8.75509840247916,8.606414571145594,7.480575982242423,6.923116436363524,6.553212236451289,-0.03361345578422692,2.034403960747424,0.0016262813212890581,1.4728432480081908,transition,stable,0.7
2018-07-30,470,0.2704267416720937,11.64706222054437,0.43321867949491405,184,0.12127659574468085,4.314788666465423,0.0686476432427528,,,,,,,0.9996447647152554,0.00035523528474457056,False,127.100568585884,35.19980630239832,16.78670303619693,13.750315405334748,10.775386032795556,9.000283805717007,8.622735222221825,7.488432490998262,7.027590082982069,6.485727542397432,-0.03434409571842684,2.1046372602744388,0.00035523528474457056,1.4279920645292936,transition,stable,0.7
2018-07-31,470,0.2707615816716041,11.623879184552834,0.4331165431542743,179,0.15531914893617021,4.191110957376976,0.05063739055482466,0.018522738527170932,94.7044526513183,83.33281230990991,0.019646644592822452,94.04064381948093,82.66787957200688,0.9997274951151376,0.0002725048848624123,False,127.25794338565387,35.28480976956681,16.668585041082466,13.64170542416985,10.71173166203584,8.950314122756822,8.878351042922,7.452334169011584,6.967248097747428,6.449879934272441,-0.03485450470269447,2.123291735516565,0.0002725048848624123,1.4445373797053924,transition,transition,0.4
2018-08-01,470,0.24587513446331952,13.499568293685337,0.4146804616293242,193,0.09787234042553192,4.418921035022288,0.0697999364877739,,,,,,,0.9979116986937631,0.0020883013062369393,False,115.56131319776013,36.320811014910966,17.56117708692937,14.534106473846482,10.92240919233539,9.307109135309807,9.17570364480641,7.724180801970235,7.178380440563999,6.635771428766306,-0.06120722492207034,4.056629394518321,0.0020883013062369393,3.2227607393334763,transition,transition,0.4
2018-08-02,470,0.24278464487644597,13.780009380377452,0.4108971014248409,189,0.1,4.392012996267919,0.06211495712924738,,,,,,,0.9993545153490705,0.0006454846509295065,False,114.10878309192954,36.23941441986612,17.217590702770725,14.569608362542876,10.986241092565862,9.599710525731929,9.282684833499996,7.378949646289816,7.232385476749277,6.939208527302855,-0.05548885951985083,3.862205613808271,0.0006454846509295065,2.861404535295751,transition,transition,0.4
2018-08-03,470,0.24001332310205375,13.999262933412655,0.40951366546912754,191,0.1,4.402488961787059,0.01857278954770222,,,,,,,0.9997998009077477,0.0002001990922523289,False,112.80626185796524,36.726279526985174,17.261427382645504,14.735563894523525,10.941890108370458,9.553183411972162,9.319276709256771,7.291863922107883,7.230222552620248,7.006578094112822,-0.031969833290636074,2.461904716475363,0.0002001990922523289,1.5173344590784092,transition,transition,0.4
2018-08-06,470,0.24020661446972527,13.981777318163314,0.4097685800320735,192,0.1,4.405438524256526,0.01094224924012158,,,,,,,0.9999528451569507,4.715484304929074e-05,False,112.89710880077087,36.70965624475642,17.237601492121563,14.770029113783263,10.976836963642418,9.581264131132304,9.340083747923046,7.34124818285701,7.226042491393445,6.923952011867782,-0.030220127202368413,2.3347150976189432,4.715484304929074e-05,1.3973127204963647,transition,transition,0.4
2018-08-07,470,0.2377452843798363,14.256082566951841,0.4061313720633871,193,0.1,4.408959228118463,0.021131424942158507,0.018249263390387117,95.23720203370156,81.20061548773917,0.01847961526951918,94.43651314835496,80.39969625051343,0.9994948295960662,0.0005051704039338301,False,111.74028365852301,35.827921208876674,17.385347418632136,14.845983984446049,11.082208599314,9.493558522929694,9.386683894874556,7.406329763265825,7.279599280025488,6.9034519868747095,-0.03301629729176778,2.632203382399007,0.0005051704039338301,1.6497130438138852,transition,transition,0.4
2018-08-08,470,0.23568101018597995,14.468617352021623,0.4038019681088542,195,0.09148936170212765,4.445833179398077,0.007603320782107698,,,,,,,0.999661263325984,0.0003387366740159603,False,110.77007478741055,35.54020307126658,17.431541014248236,14.83324111039934,11.211865027836733,9.54789054183329,9.405666301798261,7.43423098192719,7.316111123417293,6.921777919542329,-0.010194124277339567,0.9690490583362852,0.0003387366740159603,0.22343033063546702,transition,transition,0.4
2018-08-09,470,0.23576674748484913,14.460905969038812,0.40370035186974346,194,0.07872340425531915,4.462220474932091,0.006895613119811278,,,,,,,0.9998972482696702,0.00010275173032980867,False,110.81037131787907,35.55961781215847,17.281389414292562,14.830458957879898,11.257327876569397,9.587401439284033,9.420100508064495,7.486189394527119,7.300449524304076,6.921225704889444,-0.0070178973915968335,0.6808965886613603,0.00010275173032980867,-0.018035824249785216,stable,transition,0.4
2018-08-10,470,0.23590117058496776,14.479714305757126,0.4027457342170997,194,0.09787234042553192,4.427084843691719,0.0024134645919339473,,,,,,,0.9997765350568183,0.00022346494318170596,False,110.87355017493485,35.00780527331841,17.312589328077717,14.756287090936572,11.340263214769333,9.714029893149583,9.49333785805862,7.525398669452368,7.332251046199113,6.889609282557084,-0.004112152517085993,0.48045137234447033,0.00022346494318170596,-0.18338775404692131,stable,transition,0.4
2018-08-13,470,0.23603465507287968,14.493231976100667,0.4021653431437063,193,0.07446808510638298,4.468142827017195,0.005997368779204282,,,,,,,0.9998479674568921,0.00015203254310791614,False,110.93628788425342,34.437860579857166,17.42901926979377,14.78868868005978,11.425854863577742,9.841293762479811,9.487470534656456,7.499200057536711,7.367908086572431,6.899711402050449,-0.004171959396845587,0.5114546579373531,0.00015203254310791614,-0.17271611670610348,stable,stable,0.7
2018-08-14,470,0.2381969863093412,14.289043437789179,0.40440841367885444,194,0.09574468085106383,4.437544243063236,0.00255863539445629,0.018241984691481267,94.7570620910309,80.68797365485959,0.018590983091098256,93.87246480955999,79.80302737498906,0.9998586506486398,0.00014134935136023152,False,111.95258356539034,34.421998372693885,17.4159052457545,14.822967101245256,11.458500143977584,9.783128123683445,9.267961824707715,7.51453243094872,7.262862596895365,6.922741667216191,0.0004517019295048885,0.03296087083733745,0.00014134935136023152,-0.5010684982659789,stable,stable,0.7
2018-08-15,470,0.234135325188487,14.61746504801858,0.4032520402754775,192,0.09787234042553192,4.427378346067706,0.0057523930499478295,,,,,,,0.9991426068850938,0.0008573931149061798,False,110.04360283858884,35.11710845357003,18.001468666872093,15.00569055767703,11.360588412766331,9.859725929159357,9.238039443474474,7.509923197735059,7.246720663241649,6.993147233099813,-0.001545684997492941,0.1488476959969578,0.0008573931149061798,-0.361137922545545,stable,stable,0.7
2018-08-16,470,0.2343778227353116,14.585762902203752,0.4037625098688406,193,0.09361702127659574,4.4494334253881025,0.006133466406568979,,,,,,,0.9998162138261016,0.00018378617389835927,False,110.15757668559645,35.22371984966199,17.954820958873352,15.09362503308394,11.338637111139368,9.848081473602113,9.249998125550455,7.52504962973966,7.262240611743797,7.009383529056078,-0.001388924749537529,0.12485693316494029,0.00018378617389835927,-0.4286989303372079,stable,stable,0.7
2018-08-17,470,0.2315681099371689,14.868227613180624,0.40127578584212437,196,0.07659574468085106,4.478421092253718,0.004963026811232591,,,,,,,0.999515292793351,0.00048470720664894884,False,108.83701167046938,34.93052569580376,17.93633939702269,15.240723364595643,11.655019217906972,9.952615572194725,9.322994535950308,7.577573641493454,7.3974611854228645,7.081242057417872,-0.00433306064779887,0.3885133074234979,0.00048470720664894884,-0.20014829661068909,stable,stable,0.7
2018-08-20,470,0.230480342315966,14.958723821667899,0.4005442962588853,193,0.07872340425531915,4.470641702644153,0.002749172072766865,,,,,,,0.9995300467155515,0.00046995328444854323,False,108.32576088850402,35.199627632161885,17.876812155604856,15.180532489168039,11.673086076237297,10.041173561589954,9.432531542826323,7.462512386193744,7.458967174444008,7.132330167879976,-0.005554312756913676,0.46549184556723233,0.00046995328444854323,-0.1312799339326253,stable,stable,0.7
2018-08-21,470,0.2295708300056211,15.014384857667439,0.40022066176291954,196,0.07446808510638298,4.497805730729578,0.006069954180465454,0.01820814565338227,95.31632928109754,80.51330710778234,0.019073671820917553,93.8680344732257,79.06414677374298,0.9997296352653564,0.0002703647346435911,False,107.89829010264188,35.822169315129265,17.616202004255165,15.254310670954876,11.512738935590953,10.09657165956943,9.44048773967975,7.529873420954004,7.262155395288008,7.166960410437825,-0.0086261563037201,0.7253414198782604,0.0002703647346435911,0.06042567490926462,stable,stable,0.7
2018-08-22,470,0.2286418877661301,15.076847156899973,0.40061349992205114,194,0.07446808510638298,4.489830530797763,0.006060881005307808,,,,,,,0.9998677778977385,0.00013222210226149222,False,107.46168725008111,36.217338638921326,17.68855970649123,15.462540232145063,11.458219135725274,10.042884894475947,9.3399160158574,7.544094082532047,7.272619831742356,7.1867015419553235,-0.005493437422356917,0.4593821088813925,0.00013222210226149222,-0.16188891564488592,stable,stable,0.7
2018-08-23,470,0.22694828263961295,15.24497500962684,0.399000296747202,196,0.07659574468085106,4.5125632170070595,0.006069954180465454,,,,,,,0.9997545038536972,0.0002454961463027594,False,106.66569284061806,36.210099892531446,17.779881918945993,15.549395376129382,11.325069442959993,10.014142013982967,9.404146530258211,7.560976759765161,7.359187707884973,7.213033057165741,-0.007429540095698656,0.6592121074230874,0.0002454961463027594,-0.00573352863064195,stable,stable,0.7
2018-08-24,470,0.22770396872185023,15.16109850366501,0.39978987866943105,195,0.07659574468085106,4.508500360614688,0.002767318423082158,,,,,,,0.9998748628315455,0.0001251371684545255,False,107.02086529926959,36.33426162094969,17.74638366890899,15.561864411624134,11.23786797388015,9.958304112649838,9.424029215560282,7.594805745495492,7.293863371902233,7.255045814486905,-0.003864141215318667,0.2928708904843855,0.0001251371684545255,-0.28571766026315765,stable,stable,0.7
2018-08-27,470,0.22882392225304898,15.025464424501607,0.40122100983645337,197,0.07872340425531915,4.486989501290304,0.0018327813818445765,,,,,,,0.9999099130664771,9.008693352285935e-05,False,107.54724345893298,36.744808743831506,17.688015248259088,15.436762714927228,11.157044457182199,9.97813909977222,9.343394833715712,7.575963140308178,7.314064960023836,7.26774194362605,-0.0016564200629170245,0.06674060283370764,9.008693352285935e-05,-0.45570742538676834,stable,stable,0.7
2018-08-28,470,0.22927596400119174,14.977802616362911,0.40196029775623854,198,0.08085106382978724,4.511935619106851,0.0030485868529691964,0.018584020153296178,95.13644848868931,80.3693378161743,0.018458368554978028,94.80079940482466,80.03381438390797,0.9997762003902497,0.0002237996097502748,False,107.75970308056007,36.67882685929598,17.784027653299688,15.545911976158,11.152870376118315,10.005209133699594,9.403613219838356,7.620315086986548,7.314559340779102,7.145175644589751,-0.0002948660044293505,-0.036582241304527585,0.0002237996097502748,-0.4973723676346667,stable,stable,0.7
2018-08-29,470,0.22496542151181523,15.382354651472916,0.39901564671452716,200,0.07659574468085106,4.5177451326202345,0.0033933675089597606,,,,,,,0.9997032190190439,0.0002967809809560906,False,105.73374811055314,36.915212788442666,17.98501467279569,15.692470138915084,11.21090824512114,10.073734384356376,9.494275567685017,7.696587941915461,7.3672940659274,7.20944334531928,-0.003676466254314864,0.305507494572943,0.0002967809809560906,-0.27177587914609935,stable,stable,0.7
2018-08-30,470,0.2261229006108971,15.271987015584816,0.39994865641571065,201,0.07872340425531915,4.528366306726075,0.004500294878192624,,,,,,,0.9998720382704178,0.00012796172958218222,False,106.27776328712162,36.843462020433236,18.00540129970631,15.62713036941257,11.222111538710214,10.056629661564832,9.51257436337148,7.634282157642439,7.329421449219786,7.1599284383557515,-0.0008253820287158486,0.02701200595797637,0.00012796172958218222,-0.4944975184653507,stable,stable,0.7
2018-08-31,470,0.22589611895040881,15.283267724185258,0.400265698304363,201,0.07872340425531915,4.532577346132696,0.005371319693326679,,,,,,,0.9999709323543863,2.906764561372288e-05,False,106.17117590669213,36.90865699251471,18.130806349691007,15.64223182308233,11.272007131070405,10.088750808910175,9.50908830949246,7.636280607103582,7.3306624185019125,7.175912598320636,-0.001807849771441411,0.1221692205202487,2.906764561372288e-05,-0.43024599039705236,stable,stable,0.7
2018-09-04,470,0.2249027441378543,15.379369538697725,0.39961424680969876,200,0.07872340425531915,4.515751500365588,0.003665562763689153,,,,,,,0.9999292300692014,7.076993079857541e-05,False,105.70428974479154,36.95624245587211,18.172885981455124,15.489671132136037,11.495606686303658,10.08940365442864,9.501127354228467,7.669358009320083,7.385858173078828,7.20401035221363,-0.0039211781151946845,0.3539051141961185,7.076993079857541e-05,-0.2597422927835683,stable,stable,0.7
2018-09-05,470,0.22373588743263578,15.473239667330834,0.3997209082367026,201,0.07446808510638298,4.528831331014597,0.004863221884498481,0.018158507317963028,95.39039025172171,80.12272796450556,0.018198693021330186,95.0250181684085,79.75731569548897,0.9999648080666514,3.519193334855508e-05,False,105.1558670933388,37.238846136505366,17.941269573701767,16.13144023407599,11.401403833628269,10.019454420156466,9.41528231757576,7.690507568744156,7.401669896638242,7.181371297480952,-0.005540076568555957,0.49543705096792223,3.519193334855508e-05,-0.15119238105969765,stable,stable,0.7
2018-09-06,470,0.2228276674355389,15.5509968894937,0.3990841545273153,200,0.07872340425531915,4.537193800761927,0.00195073265889398,,,,,,,0.9999418142662502,5.818573374982705e-05,False,104.72900369470322,37.496695819668304,17.883334788936132,16.049307109984095,11.411211214546357,9.995531010258995,9.429285387765917,7.793027734743874,7.383059566838284,7.167181404098669,-0.002137754076276338,0.1686422380207837,5.818573374982705e-05,-0.3970625140338664,stable,stable,0.7
2018-09-07,470,0.21953687638712635,15.87591947873025,0.39651665889938964,201,0.07872340425531915,4.54651535597967,0.002340879190672776,,,,,,,0.9997920170814882,0.0002079829185117621,False,103.18233190194937,37.78911539098456,17.862899394749206,16.16105966067413,11.367423334355843,9.912262274467608,9.473080891058663,7.809388911086585,7.363166047148775,7.1865693228706835,-0.006586024223770748,0.6039324631454335,0.0002079829185117621,-0.057969473488503495,stable,stable,0.7
2018-09-10,470,0.21970683398005345,15.869037398767976,0.3963302695253331,202,0.07872340425531915,4.546199428669586,0.0017874155060563445,,,,,,,0.9998978067307394,0.00010219326926064198,False,103.2622119706251,37.665619698252975,17.912332299949178,16.13282065858396,11.302242049495314,9.924807997212314,9.477515443946016,7.80945606987762,7.240269614254244,7.202433200622817,-0.006189284970355369,0.5857696745827177,0.00010219326926064198,-0.08566787124410075,stable,stable,0.7
2018-09-11,470,0.21971406999196583,15.927525436209931,0.39400881998718884,201,0.07872340425531915,4.546001371792836,0.003030440502653904,,,,,,,0.9998072287596182,0.00019277124038175053,False,103.26561289622393,37.21964422336913,17.357107737240295,16.02567597256433,11.316104564581064,9.849096002267727,9.494021218731477,7.809978355818491,7.248480501262248,7.207812259171845,-0.005188674145888472,0.5481558975122063,0.00019277124038175053,-0.12411643221703206,stable,stable,0.7
2018-09-12,470,0.2064802378648143,17.378699121035392,0.3831374952614067,206,0.07021276595744681,4.611960173948044,0.004037562945152656,0.018750055119389607,94.99084267065828,77.79987373236831,0.01914743413738368,94.70960394422293,77.51823762691497,0.999153409106469,0.0008465908935310074,False,97.0457117964627,37.393570510973724,17.81754103145069,16.393988472752987,11.423810961221033,10.106710785652238,9.688633563463076,7.964242613034629,7.527702231593281,7.305956576537734,-0.017255649567821496,1.9054594537045588,0.0008465908935310074,0.897492129728676,dispersion,stable,0.7
2018-09-13,470,0.19774418105860075,18.41537748002405,0.3761963641941917,210,0.06170212765957447,4.654582381980372,0.006432881186771311,,,,,,,0.9986839590167877,0.0013160409832122522,False,92.93976509754233,37.683586218231206,17.788192740012907,16.765918632268153,11.634828483215438,10.113041130972821,9.891276217283217,8.036817317758658,7.670623388535844,7.364951960354866,-0.025083486376938136,2.8643805905303488,0.0013160409832122522,1.600439991962462,dispersion,stable,0.7
2018-09-14,470,0.1865914429194556,19.847983137705505,0.36684627795874114,212,0.0574468085106383,4.72454149799826,0.008601370049448805,,,,,,,0.9985358225159945,0.0014641774840055133,False,87.6979781721441,38.07754827133169,17.85577519818621,17.265065697304134,11.521383301642157,10.277126540930006,10.023837140678744,8.14704943788695,7.780514629112698,7.458572581707799,-0.03294543346767076,3.972063658975255,0.0014641774840055133,2.3492165723871326,dispersion,dispersion,0.9
2018-09-17,470,0.18200671456600262,20.557990935536836,0.3623507664717502,218,0.0574468085106383,4.773620813193089,0.010697273510865126,,,,,,,0.9987374860451139,0.0012625139548860798,False,85.54315584602124,37.32209138321409,18.06832143011432,17.656644498112176,11.714647084260744,10.391128644138044,10.143087269500867,8.228075021336645,7.8754397989972285,7.489918136294862,-0.037700119414050826,4.68895353676886,0.0012625139548860798,2.801594856150147,dispersion,dispersion,0.9
