ticker,sector,coverage,vol60_latest,vol252_latest,corr120_latest,corr120_abs_latest,delta_corr120_5d,delta_vol60_5d,switches_30d,switches_90d,switches_180d,rank_vol,rank_corr_abs,rank_sw90,risk_score,confidence_score,regime_asset,sensitivity_score,stability_score
EXTR,consumer_discretionary,1.0,0.32033344397628294,0.4551191683071405,0.409829987733269,0.409829987733269,0.01899620528906254,3.834092331567174e-05,0,3,4,0.5808510638297872,0.6468085106382979,0.6510638297872341,0.6179787234042553,0.44680851063829785,transicao,0.6179787234042553,0.30874943413309186
FRPT,consumer_discretionary,1.0,0.32395455349771285,0.5466620654119861,0.22639487480864556,0.22639487480864556,0.01721520125061654,-0.0026540477427753895,3,6,6,0.5914893617021276,0.2531914893617021,0.8297872340425532,0.5207446808510638,0.3523404255319149,transicao,0.5207446808510638,0.2606007243096424
HD,consumer_discretionary,1.0,0.26277727383519617,0.23520788008200008,0.4570933782947639,0.4570933782947639,-0.007813635926620266,0.0009445281656773052,0,3,5,0.38085106382978723,0.7319148936170212,0.6510638297872341,0.5577659574468085,0.5387234042553191,transicao,0.5577659574468085,0.3884826165685831
ILMN,consumer_discretionary,1.0,0.4074683018203596,0.47753335331995345,0.24047837580653555,0.24047837580653555,-0.1083876110423154,0.07607901293042907,1,3,5,0.7680851063829788,0.27872340425531916,0.6510638297872341,0.573404255319149,0.21276595744680848,transicao,0.573404255319149,0.15176550475328202
INSG,consumer_discretionary,1.0,0.5642960927137235,0.688709327850022,0.4974012974401397,0.4974012974401397,0.045321746001891594,-0.005484154053495893,2,6,8,0.9212765957446809,0.8127659574468085,0.8297872340425532,0.865,0.18297872340425536,instavel,0.865,0.10384042553191491
INSM,consumer_discretionary,1.0,0.48116525087890116,0.49327991726877196,0.0025426529331093175,0.0025426529331093175,0.0032791178686687635,-0.0033686160541415155,0,0,6,0.8553191489361702,0.006382978723404255,0.19042553191489361,0.42521276595744684,0.853404255319149,estavel,0.42521276595744684,0.6719650633770937
IRDM,consumer_discretionary,1.0,0.6136894919092881,0.5823885744755611,0.27605546192602026,0.27605546192602026,-0.12656721348333744,0.19388811776587228,2,4,5,0.9404255319148936,0.35106382978723405,0.7223404255319149,0.690531914893617,0.16829787234042548,transicao,0.690531914893617,0.11019034631054773
JYNT,consumer_discretionary,1.0,0.3650075141737914,0.4307548659551553,0.417767191243033,0.417767191243033,-0.021092718223066964,0.02207903768815528,2,6,7,0.7,0.6808510638297872,0.8297872340425532,0.7192553191489361,0.3182978723404256,transicao,0.7192553191489361,0.20382915346310554
KKR,consumer_discretionary,1.0,0.4261872027685474,0.4622940901231066,0.6164254844774537,0.6164254844774537,0.01710001754571866,0.021996197792274463,1,3,4,0.7936170212765957,0.9638297872340426,0.6510638297872341,0.8246808510638297,0.46127659574468083,instavel,0.8246808510638297,0.2710736079674061
LBRDA,consumer_discretionary,1.0,0.38572033537876677,0.42631334123438985,0.4146226542482137,0.4146226542482137,0.02163057466581625,0.0017636683804275188,1,1,6,0.7425531914893617,0.676595744680851,0.44468085106382976,0.6598936170212766,0.5442553191489361,transicao,0.6598936170212766,0.36468001358080576
LBRDK,consumer_discretionary,1.0,0.3847180108601314,0.4238816779922842,0.40465193467458566,0.40465193467458566,0.02155527711668509,0.0022704110093342833,3,3,8,0.7361702127659574,0.6319148936170212,0.6510638297872341,0.682659574468085,0.4221276595744681,transicao,0.682659574468085,0.27804291534631054
LOW,consumer_discretionary,1.0,0.25657409518749524,0.24881907601520928,0.4670273940484654,0.4670273940484654,-0.002966363783124204,0.0009015748024443493,0,10,19,0.35319148936170214,0.7595744680851064,0.9436170212765957,0.6135106382978723,0.4031914893617021,transicao,0.6135106382978723,0.2795103553644183
LTRX,consumer_discretionary,1.0,0.7246581828515285,0.7082664888833028,0.29707706581581894,0.29707706581581894,0.052227293382591355,0.035637713618006495,0,11,13,0.9680851063829787,0.3893617021276596,0.9627659574468085,0.764468085106383,0.08191489361702131,transicao,0.764468085106383,0.05060423268447263
NKE,consumer_discretionary,1.0,0.3820084663863401,0.41823718235577745,0.43384398017272136,0.43384398017272136,0.011930427283724954,-0.009731806002147125,5,6,6,0.725531914893617,0.6978723404255319,0.8297872340425532,0.7367021276595745,0.3931914893617021,instavel,0.7367021276595745,0.24835898596650063
NTRA,consumer_discretionary,1.0,0.3853519088534372,0.4142229216869386,0.277203116540271,0.277203116540271,0.03897318790150514,-0.004442745251498514,0,0,2,0.7404255319148936,0.3553191489361702,0.19042553191489361,0.4956382978723404,0.5895744680851064,transicao,0.4956382978723404,0.4434666251697601
PAR,consumer_discretionary,1.0,0.6107187723331378,0.5490484590597956,0.48667539271616506,0.48667539271616506,0.016831912826337947,0.03372837618929436,2,10,11,0.9382978723404255,0.7893617021276595,0.9436170212765957,0.8872340425531915,0.2882978723404255,instavel,0.8872340425531915,0.16040402897238568
PLUG,consumer_discretionary,1.0,0.837550345196473,1.0761791485080694,0.4348371616895188,0.4348371616895188,0.031490018554973465,-0.012250407669526231,2,3,3,0.9829787234042553,0.7,0.6510638297872341,0.8175531914893617,0.3463829787234043,instavel,0.8175531914893617,0.20478972385694888
REFR,consumer_discretionary,1.0,0.5792965233245888,0.7433845302675312,0.2551434626073629,0.2551434626073629,-0.021607577989502136,-0.03661580729172009,0,2,9,0.9276595744680851,0.31063829787234043,0.5574468085106383,0.6376595744680851,0.47744680851063825,transicao,0.6376595744680851,0.3252225441376188
RUN,consumer_discretionary,1.0,0.7182379236369278,1.1731904673258058,0.45004433290794427,0.45004433290794427,0.09714060725905921,0.0006625706221599081,1,1,1,0.9638297872340426,0.7297872340425532,0.44468085106382976,0.7780851063829788,0.3400000000000001,transicao,0.7780851063829788,0.20772553191489365
SAM,consumer_discretionary,1.0,0.31086097386803213,0.3317832871456889,0.3612864782713501,0.3612864782713501,0.03277729241638144,0.002202149168439138,1,3,8,0.551063829787234,0.5425531914893617,0.6510638297872341,0.5680851063829787,0.3395744680851063,transicao,0.5680851063829787,0.24312086917157075
SBUX,consumer_discretionary,1.0,0.29226806760876783,0.34308242965045926,0.4485178725183473,0.4485178725183473,0.03789072989484965,0.00778047504318774,4,9,12,0.49148936170212765,0.723404255319149,0.9287234042553192,0.6601063829787234,0.1508510638297872,instavel,0.6601063829787234,0.10106218877320053
TBCH,consumer_discretionary,1.0,0.38364689241540323,0.5575214393631502,0.5892820205868501,0.5892820205868501,0.0025799308435543455,-0.04164851021337879,0,3,4,0.7297872340425532,0.9340425531914893,0.6510638297872341,0.7855319148936171,0.5812765957446808,transicao,0.7855319148936171,0.3529709370755998
TGT,consumer_discretionary,1.0,0.31423819395326447,0.3516804291018668,0.5579170403287955,0.5579170403287955,0.05104266442152805,0.013269043831671101,3,4,4,0.5680851063829787,0.902127659574468,0.7223404255319149,0.7158510638297871,0.23212765957446801,transicao,0.7158510638297871,0.14904324354911722
TREX,consumer_discretionary,1.0,0.336582567587256,0.5623338961040052,0.30857446014706147,0.30857446014706147,0.008327247949268812,-0.0003687731806046868,0,4,8,0.6276595744680851,0.425531914893617,0.7223404255319149,0.5758510638297872,0.49170212765957444,transicao,0.5758510638297872,0.3501285310095065
TSLA,consumer_discretionary,1.0,0.3816453042881633,0.6140833068652612,0.3763005454087662,0.3763005454087662,0.022692518752274737,-0.021638221998569296,4,12,13,0.723404255319149,0.5723404255319149,0.9797872340425532,0.721808510638298,0.21468085106382973,instavel,0.721808510638298,0.1372016183793571
WBD,consumer_discretionary,1.0,0.2946973349132508,0.5840201643888427,0.21818340099077715,0.21818340099077715,0.0007709878486476252,-0.01632803855280246,0,0,2,0.5063829787234042,0.2276595744680851,0.19042553191489361,0.3456382978723404,0.8797872340425532,estavel,0.3456382978723404,0.7277431530104119
CAG,consumer_staples,1.0,0.27508536148792345,0.2691100776415752,0.2567625250906933,0.2567625250906933,-0.03190948910387448,0.007840496205358982,0,5,13,0.4319148936170213,0.3148936170212766,0.776595744680851,0.45989361702127657,0.26851063829787236,transicao,0.45989361702127657,0.20676747397012224
CALM,consumer_staples,1.0,0.27110717732341544,0.39529428826916596,0.14742483246516402,0.14742483246516402,-0.02483663251151988,0.002441236520579204,0,1,1,0.41914893617021276,0.14042553191489363,0.44468085106382976,0.32670212765957446,0.5127659574468085,transicao,0.32670212765957446,0.4290050928021729
CL,consumer_staples,1.0,0.22581601372525523,0.21590797784138718,0.043391134200383624,0.043391134200383624,-0.023754701700318348,-0.0020517255012376667,0,11,18,0.23829787234042554,0.04680851063829787,0.9627659574468085,0.31617021276595747,0.21382978723404267,transicao,0.31617021276595747,0.18002648257129933
COKE,consumer_staples,1.0,0.23619082599905422,0.3230547844397586,-0.06598285203950295,0.06598285203950295,-0.012054173141527659,-0.03844378419297584,0,3,5,0.28297872340425534,0.06170212765957447,0.6510638297872341,0.2791489361702128,0.49872340425531914,transicao,0.2791489361702128,0.42911435038478946
COST,consumer_staples,1.0,0.2059618750820145,0.2205275732924597,0.14755176461037653,0.14755176461037653,-0.021480631427937075,0.011795371732158028,0,0,1,0.1702127659574468,0.1425531914893617,0.19042553191489361,0.1645744680851064,0.7002127659574469,estavel,0.1645744680851064,0.6425941942055229
CPB,consumer_staples,1.0,0.2833610410328163,0.2818295338825552,0.11538813200409119,0.11538813200409119,0.011336730127066028,-0.005953593289024339,1,2,2,0.4574468085106383,0.10212765957446808,0.5574468085106383,0.35308510638297874,0.5617021276595744,transicao,0.35308510638297874,0.4625377999094612
DG,consumer_staples,1.0,0.4177891083187375,0.37791059619321443,0.27808395172280015,0.27808395172280015,-0.012337083728650833,-0.00386358652182478,0,7,7,0.7787234042553192,0.3595744680851064,0.8723404255319149,0.6507446808510639,0.36085106382978727,transicao,0.6507446808510639,0.24344010864644636
FIZZ,consumer_staples,1.0,0.24120625538735438,0.2649926401811258,0.3238963174360351,0.3238963174360351,-0.02454650297298061,-0.009517864228907463,6,7,9,0.2936170212765957,0.4574468085106383,0.8723404255319149,0.46670212765957453,0.2604255319148936,instavel,0.46670212765957453,0.19965495699411495
FLO,consumer_staples,1.0,0.342030983955365,0.28371418509041496,0.3307767649710748,0.3307767649710748,0.008463080065553297,-0.007559184905436833,1,1,1,0.6446808510638298,0.4765957446808511,0.44468085106382976,0.5458510638297873,0.6531914893617021,transicao,0.5458510638297873,0.474918854685378
GIS,consumer_staples,1.0,0.24133361021390362,0.23674336791215358,0.09392818873212506,0.09392818873212506,-0.011505053577817462,-0.001843397202882957,3,4,5,0.2957446808510638,0.07872340425531915,0.7223404255319149,0.3051063829787234,0.4619148936170212,transicao,0.3051063829787234,0.39144830239927564
HRL,consumer_staples,1.0,0.23460906407495546,0.2698683699069322,0.22580493198882154,0.22580493198882154,-0.0023332183620879132,0.006671821285105295,2,2,13,0.2702127659574468,0.251063829787234,0.5574468085106383,0.3209574468085106,0.6391489361702127,transicao,0.3209574468085106,0.5365791308284291
HSY,consumer_staples,1.0,0.27374518392475766,0.28257431804112576,0.17298501200855215,0.17298501200855215,0.047248831934564056,0.0017684768564438236,1,7,8,0.425531914893617,0.17659574468085107,0.8723404255319149,0.42776595744680856,0.14893617021276595,transicao,0.42776595744680856,0.11708125848800362
IMKTA,consumer_staples,1.0,0.2597871691215964,0.2590304804521363,0.3756908300187968,0.3756908300187968,-0.03153485059225064,0.005964951321429435,2,4,10,0.3638297872340426,0.5702127659574469,0.7223404255319149,0.5077659574468085,0.30276595744680845,transicao,0.5077659574468085,0.22589883431416927
KHC,consumer_staples,1.0,0.2438574969451069,0.2583798899939595,0.20855682608160106,0.20855682608160106,0.028600160573531735,0.006306807211664711,1,3,7,0.30425531914893617,0.2170212765957447,0.6510638297872341,0.34308510638297873,0.36851063829787223,transicao,0.34308510638297873,0.3052953825260298
KMB,consumer_staples,1.0,0.1756333766410204,0.25335256155307384,0.10429121324406607,0.10429121324406607,-0.008918907924232028,0.002611254261410678,0,9,11,0.1,0.09787234042553192,0.9287234042553192,0.265,0.35851063829787233,transicao,0.265,0.31100797872340424
KO,consumer_staples,1.0,0.16856016594136317,0.17246235356707718,0.023771122632071838,0.023771122632071838,0.0009538218153383425,0.009464840920469814,0,0,2,0.08297872340425531,0.027659574468085105,0.19042553191489361,0.0851063829787234,0.8763829787234043,estavel,0.0851063829787234,0.8390900860117702
KR,consumer_staples,1.0,0.27825789237348003,0.26431839401214696,0.024481309624306096,0.024481309624306096,-0.0005415793084573919,0.02064934619536829,0,0,0,0.44468085106382976,0.029787234042553193,0.19042553191489361,0.24861702127659574,0.8814893617021277,estavel,0.24861702127659574,0.7719127320054323
MDLZ,consumer_staples,1.0,0.20464439421210617,0.21996233740509627,0.2418311624958809,0.2418311624958809,-0.024563363310786818,-0.0020405627373632773,1,2,4,0.16382978723404254,0.28297872340425534,0.5574468085106383,0.2842553191489362,0.4485106382978723,transicao,0.2842553191489362,0.3847648709823449
MKC,consumer_staples,1.0,0.3040868890895829,0.2609156135786496,0.11821775405670068,0.11821775405670068,-0.010192539169338682,0.001617441375834583,3,6,6,0.5276595744680851,0.10638297872340426,0.8297872340425532,0.44063829787234043,0.4068085106382979,transicao,0.44063829787234043,0.31718080579447716
MNST,consumer_staples,1.0,0.172686477961094,0.22711905964317106,-0.0826232870989904,0.0826232870989904,0.012361072814896498,-0.0048592398070405884,0,0,1,0.09361702127659574,0.06595744680851064,0.19042553191489361,0.10329787234042553,0.7691489361702128,estavel,0.10329787234042553,0.7294232118605705
MO,consumer_staples,1.0,0.23084808450075747,0.21883375306296207,0.03660567740641661,0.03660567740641661,-0.01938024419203533,0.00523538029584239,0,0,0,0.26170212765957446,0.031914893617021274,0.19042553191489361,0.16702127659574467,0.7189361702127659,estavel,0.16702127659574467,0.65889735174287
MZTI,consumer_staples,1.0,0.2550457446229531,0.29754601309167333,0.12691337588648066,0.12691337588648066,-0.019291395812706336,-0.0005299958809032446,0,2,8,0.3425531914893617,0.11063829787234042,0.5574468085106383,0.30436170212765956,0.5004255319148936,transicao,0.30436170212765956,0.42427034857401535
PEP,consumer_staples,1.0,0.20818037133082412,0.22715600898337307,0.04061929721414083,0.04061929721414083,0.04068421934927947,0.00954263835421773,0,7,9,0.17872340425531916,0.04042553191489362,0.8723404255319149,0.2690425531914894,0.16851063829787227,transicao,0.2690425531914894,0.14584237211407872
PG,consumer_staples,1.0,0.18942025238475885,0.1894553252227205,0.10363407498007049,0.10363407498007049,-0.00839040666715632,-0.002405737472651742,0,11,13,0.1276595744680851,0.09574468085106383,0.9627659574468085,0.2835106382978724,0.3465957446808512,transicao,0.2835106382978724,0.2974639542779539
PM,consumer_staples,1.0,0.2356069465633972,0.24892197798837465,0.04068841538024967,0.04068841538024967,-0.006614721721186871,0.0016854787423633555,0,0,0,0.2765957446808511,0.0425531914893617,0.19042553191489361,0.17744680851063832,0.8261702127659575,estavel,0.17744680851063832,0.7528695789950204
POST,consumer_staples,1.0,0.3411089272172252,0.24532676387278707,0.23118567205165824,0.23118567205165824,0.09578438726998337,0.06918862756336297,0,1,4,0.6425531914893617,0.26595744680851063,0.44468085106382976,0.4711702127659575,0.34085106382978725,transicao,0.4711702127659575,0.2605516296966953
RSG,consumer_staples,1.0,0.15793818816268157,0.1865838934348561,0.24556099730801687,0.24556099730801687,0.03585323151928693,0.005416220268249422,0,0,1,0.04893617021276596,0.2957446808510638,0.19042553191489361,0.16361702127659572,0.6031914893617021,transicao,0.16361702127659572,0.5538452919873246
SFM,consumer_staples,1.0,0.33874059038036697,0.4870930158154152,0.23089336934473723,0.23089336934473723,-0.01205777389054441,-0.008144422846971255,3,3,5,0.6340425531914894,0.26382978723404255,0.6510638297872341,0.507872340425532,0.49787234042553186,transicao,0.507872340425532,0.3714445450430058
SJM,consumer_staples,1.0,0.23034750407861648,0.301754778064008,0.1661499691041283,0.1661499691041283,-0.00782531160776398,0.0044778346178415696,1,6,13,0.25957446808510637,0.16595744680851063,0.8297872340425532,0.34085106382978725,0.4306382978723404,transicao,0.34085106382978725,0.3572465368945224
STZ,consumer_staples,1.0,0.29635008985771977,0.2823391527010967,0.33091222337009785,0.33091222337009785,-0.026452284485453337,-0.0009684412096976902,2,8,10,0.5127659574468085,0.4787234042553192,0.9063829787234042,0.5795744680851065,0.2297872340425532,transicao,0.5795744680851065,0.16319782707107286
TR,consumer_staples,1.0,0.19647002839542588,0.2652791660470575,0.045153082101679454,0.045153082101679454,-0.026464044742153164,0.0037500857350843964,0,3,5,0.14680851063829786,0.04893617021276596,0.6510638297872341,0.21340425531914897,0.38212765957446804,transicao,0.21340425531914897,0.3413538252602987
VZ,consumer_staples,1.0,0.29366992229780353,0.24407599185991552,0.06288426587487904,0.06288426587487904,-0.032810036320699176,0.007876681615140102,0,13,21,0.5042553191489362,0.059574468085106386,0.9893617021276596,0.44563829787234044,0.13574468085106384,transicao,0.44563829787234044,0.10549816659121776
BTC-USD,crypto,0.9946078431372549,0.3484725969838781,0.3694072725253934,0.5088792666224685,0.5088792666224685,0.0054637807672852645,-0.011719822289845638,0,1,3,0.6723404255319149,0.8276595744680851,0.44468085106382976,0.6811702127659576,0.6880851063829787,transicao,0.6811702127659576,0.45373356722498864
APA,energy,1.0,0.4192205020083919,0.5501493068104212,0.37691362713485005,0.37691362713485005,0.03398124210065023,0.010675754258876735,0,0,2,0.7851063829787234,0.574468085106383,0.19042553191489361,0.5924468085106382,0.6091489361702127,transicao,0.5924468085106382,0.4287047645993662
AR,energy,1.0,0.40788111442372277,0.4448105312466056,0.2993646536868315,0.2993646536868315,0.023906997272082176,0.006494111211003406,0,0,2,0.7702127659574468,0.4021276595744681,0.19042553191489361,0.5254255319148936,0.6763829787234042,transicao,0.5254255319148936,0.49868853553644177
ARLP,energy,1.0,0.20000563367533858,0.24185836360796958,0.19736517399834896,0.19736517399834896,-0.019524526281371163,0.012505045246410135,0,0,6,0.15531914893617021,0.20425531914893616,0.19042553191489361,0.17946808510638296,0.7172340425531915,estavel,0.17946808510638296,0.6528737324581259
BSM,energy,1.0,0.21749485978451366,0.23628221205360028,0.35821267360815123,0.35821267360815123,0.00800911873571053,-0.002221209008976821,0,0,1,0.21914893617021278,0.5297872340425532,0.19042553191489361,0.3221276595744681,0.813404255319149,estavel,0.3221276595744681,0.6823942507922137
CHRD,energy,1.0,0.360169012122324,0.43446885780976485,0.3896096864674523,0.3896096864674523,0.04415030313884394,0.01868615036833271,0,2,4,0.6957446808510638,0.5957446808510638,0.5574468085106383,0.6330851063829787,0.3489361702127659,transicao,0.6330851063829787,0.23848302399275687
CLMT,energy,1.0,0.26974029515693854,0.552520232936931,0.31517688433720115,0.31517688433720115,0.02223290279921447,-0.0032522213205836703,0,2,3,0.4127659574468085,0.43829787234042555,0.5574468085106383,0.45063829787234044,0.4731914893617022,transicao,0.45063829787234044,0.3665723856948846
CNX,energy,1.0,0.3129615935349758,0.31476563308358907,0.23311980932216667,0.23311980932216667,0.03867824068314868,0.005111710592817231,0,0,4,0.5574468085106383,0.2680851063829787,0.19042553191489361,0.3827659574468086,0.5904255319148937,transicao,0.3827659574468086,0.47742813490267094
COP,energy,1.0,0.3212289578173645,0.35535837712067764,0.4084066683571079,0.4084066683571079,0.007211706097892123,0.0010749761167774263,0,0,2,0.5829787234042553,0.6404255319148936,0.19042553191489361,0.5245744680851063,0.821063829787234,estavel,0.5245744680851063,0.6057092688999547
CQP,energy,1.0,0.19473035641614558,0.2978207932633538,0.24089856152388997,0.24089856152388997,-0.0009608533493541405,-0.021747179891318857,0,3,4,0.14042553191489363,0.28085106382978725,0.6510638297872341,0.2917021276595745,0.5991489361702127,transicao,0.2917021276595745,0.511762426437302
CRK,energy,1.0,0.6226362898358017,0.615975982921537,0.26069853104865476,0.26069853104865476,0.03197863413382962,0.0037305783311678553,0,0,6,0.9468085106382979,0.3191489361702128,0.19042553191489361,0.5758510638297872,0.6193617021276596,transicao,0.5758510638297872,0.4410316545948393
CTRA,energy,1.0,0.29626301907931063,0.31558272531062265,0.23987662968710974,0.23987662968710974,0.024422598624748187,0.0047281387295531885,0,4,6,0.5106382978723404,0.2765957446808511,0.7223404255319149,0.47106382978723405,0.352127659574468,transicao,0.47106382978723405,0.26919035762788585
CVI,energy,1.0,0.4725605321551533,0.49570869251991845,0.31933551365107654,0.31933551365107654,0.05552270715051305,0.02425665764657825,0,0,10,0.8468085106382979,0.44893617021276594,0.19042553191489361,0.5762765957446808,0.5376595744680851,transicao,0.5762765957446808,0.38273925984608426
CVX,energy,1.0,0.2343060283697073,0.2542058823791595,0.2929464713339555,0.2929464713339555,0.03315344013439664,0.0010916497229327415,0,0,2,0.2680851063829787,0.38085106382978723,0.19042553191489361,0.29202127659574467,0.613404255319149,transicao,0.29202127659574467,0.523840708465369
DINO,energy,1.0,0.3226155043998447,0.37978941477021344,0.38114387995359705,0.38114387995359705,0.03750383024654497,0.00273331744542199,0,2,4,0.5872340425531914,0.5851063829787234,0.5574468085106383,0.580531914893617,0.3761702127659574,transicao,0.580531914893617,0.26698080579447714
DVN,energy,1.0,0.3475840151496613,0.42701468019840955,0.36974802360262987,0.36974802360262987,0.00818662675735704,0.0021632336939053642,0,0,2,0.6638297872340425,0.5617021276595745,0.19042553191489361,0.5334042553191489,0.8117021276595745,estavel,0.5334042553191489,0.5952194431869624
