ticker,sector,coverage,vol60_latest,vol252_latest,corr120_latest,corr120_abs_latest,delta_corr120_5d,delta_vol60_5d,switches_30d,switches_90d,switches_180d,rank_vol,rank_corr_abs,rank_sw90,risk_score,confidence_score,regime_asset,sensitivity_score,stability_score
EOG,energy,1.0,0.2821561773231159,0.29902044456083354,0.3071869954812379,0.3071869954812379,-0.007434394932208099,0.011999526963526796,0,0,2,0.4553191489361702,0.41914893617021276,0.19042553191489361,0.3896808510638298,0.8193617021276596,estavel,0.3896808510638298,0.6597169194205522
EPD,energy,1.0,0.1574090084376274,0.18423608389451532,0.2772694248839009,0.2772694248839009,-0.029125416392400294,-0.0015846106669691051,0,1,6,0.0425531914893617,0.3574468085106383,0.44468085106382976,0.23319148936170211,0.4863829787234042,transicao,0.23319148936170211,0.4296727931190583
EQT,energy,1.0,0.3533733710748769,0.37745609926486995,0.2589920196510807,0.2589920196510807,0.01699362007445046,0.0029607017678124903,0,0,2,0.6829787234042554,0.3170212765957447,0.19042553191489361,0.45638297872340433,0.7393617021276596,estavel,0.45638297872340433,0.5706456541421457
ET,energy,1.0,0.15845073580102598,0.2513683663768513,0.1480963756066545,0.1480963756066545,-0.04597878239754674,-0.005462259330839769,0,0,2,0.05319148936170213,0.14468085106382977,0.19042553191489361,0.1126595744680851,0.5640425531914893,transicao,0.1126595744680851,0.5322701561792665
FANG,energy,1.0,0.3088949914810713,0.4002959081194388,0.34730569905344766,0.34730569905344766,0.0017994550919709917,-0.006578453702708709,0,0,2,0.5404255319148936,0.5085106382978724,0.19042553191489361,0.4592553191489362,0.8653191489361702,estavel,0.4592553191489362,0.6666179379809869
HAL,energy,1.0,0.3467925058175127,0.44107089695917784,0.4113518723939814,0.4113518723939814,0.016374673519885696,0.005558385993019721,0,0,2,0.6617021276595745,0.6574468085106383,0.19042553191489361,0.5659574468085106,0.7436170212765958,estavel,0.5659574468085106,0.5331892258940697
HP,energy,1.0,0.3938917252335183,0.5428263615521483,0.509556428599444,0.509556428599444,0.014887849910663886,0.006523111734460685,3,3,5,0.7510638297872341,0.8319148936170213,0.6510638297872341,0.7593617021276595,0.4765957446808511,transicao,0.7593617021276595,0.29564146672702585
KMI,energy,1.0,0.21469707923020953,0.23551455693562262,0.1581313568567354,0.1581313568567354,-0.0077844898221210435,-0.002925527282109125,0,0,1,0.20425531914893616,0.15531914893617021,0.19042553191489361,0.18436170212765957,0.8159574468085107,estavel,0.18436170212765957,0.7407417949298325
LNG,energy,1.0,0.19442350523605403,0.2862825642002996,0.17869278429567997,0.17869278429567997,0.039879656301948285,0.0009740148978900354,0,0,2,0.13829787234042554,0.18085106382978725,0.19042553191489361,0.16361702127659578,0.5836170212765956,transicao,0.16361702127659578,0.5358721819827975
LXU,energy,1.0,0.42344206156875835,0.49636379306024286,0.5152217722818607,0.5152217722818607,0.02320637422666999,-0.021943765445164742,1,2,4,0.7914893617021277,0.8361702127659575,0.5574468085106383,0.7603191489361701,0.46382978723404256,transicao,0.7603191489361701,0.28750045269352653
MPC,energy,1.0,0.3346214233696624,0.352739539018187,0.402231751587872,0.402231751587872,0.05317172246422763,0.018328429323209994,0,3,4,0.6212765957446809,0.625531914893617,0.6510638297872341,0.6287234042553191,0.26468085106382977,transicao,0.6287234042553191,0.18147532820280668
MPLX,energy,1.0,0.1643781628302819,0.19491791580418819,0.2281745784944613,0.2281745784944613,-0.02095509415442809,-0.0023135260000230473,0,0,2,0.06808510638297872,0.2553191489361702,0.19042553191489361,0.15808510638297874,0.7053191489361702,estavel,0.15808510638297874,0.649568922589407
MTDR,energy,1.0,0.37092372201303664,0.48879925291384346,0.36198294411229104,0.36198294411229104,0.029561183132043145,0.013269362396226725,0,0,2,0.7063829787234043,0.5446808510638298,0.19042553191489361,0.546595744680851,0.6346808510638298,transicao,0.546595744680851,0.46122392485287456
MUR,energy,1.0,0.485801069240284,0.5431530557577428,0.4885580936423246,0.4885580936423246,0.025311944943477382,0.01590620993837899,3,9,11,0.8617021276595744,0.7957446808510639,0.9287234042553192,0.8520212765957447,0.22063829787234035,instavel,0.8520212765957447,0.12664403576278854
OII,energy,1.0,0.4664184230722517,0.47272062935257575,0.5477722539254262,0.5477722539254262,0.053794839661596094,0.048852640934957725,3,3,5,0.8361702127659575,0.8851063829787233,0.6510638297872341,0.8162765957446808,0.2638297872340425,instavel,0.8162765957446808,0.15615074694431866
OKE,energy,1.0,0.2689170280848922,0.3186575801211414,0.32885721800401413,0.32885721800401413,0.01043755018478637,0.00121842721985288,0,0,4,0.40638297872340423,0.46808510638297873,0.19042553191489361,0.38478723404255316,0.7878723404255319,estavel,0.38478723404255316,0.6362907311000453
OXY,energy,1.0,0.3171416252973349,0.37592932613854546,0.4144643944247799,0.4144643944247799,0.03492085094559855,0.01565411707418979,0,0,2,0.574468085106383,0.674468085106383,0.19042553191489361,0.5326595744680851,0.606595744680851,transicao,0.5326595744680851,0.4450412290629243
PAA,energy,1.0,0.16083451078293837,0.2543652620016666,0.1718695653823866,0.1718695653823866,-0.08436286651705985,0.009170289329182013,0,0,2,0.059574468085106386,0.1723404255319149,0.19042553191489361,0.1252127659574468,0.4993617021276595,transicao,0.1252127659574468,0.4680984721593481
PBF,energy,1.0,0.6005364984888062,0.662606111059299,0.2694995540459337,0.2694995540459337,0.028125247350718113,-0.014108729439264667,0,0,4,0.9319148936170213,0.33404255319148934,0.19042553191489361,0.5743617021276596,0.6508510638297873,transicao,0.5743617021276596,0.46393910140334993
PSX,energy,1.0,0.3389298100882875,0.36767024284970634,0.40298802420118696,0.40298802420118696,0.030994645262869103,0.006993252317601117,0,1,2,0.6361702127659574,0.6276595744680851,0.44468085106382976,0.5948936170212766,0.4719148936170212,transicao,0.5948936170212766,0.3315453146220009
PTEN,energy,1.0,0.4290795175835181,0.6084148297417953,0.5369858477501686,0.5369858477501686,0.023242169032641646,0.01321572822105177,0,9,11,0.8085106382978723,0.874468085106383,0.9287234042553192,0.8556382978723405,0.2393617021276595,instavel,0.8556382978723405,0.13695818243549113
RRC,energy,1.0,0.33308046290683946,0.37527037797024687,0.30218058760022964,0.30218058760022964,-0.0010327469185008042,-0.0027221954858501207,0,0,2,0.6170212765957447,0.4148936170212766,0.19042553191489361,0.46095744680851064,0.8729787234042553,estavel,0.46095744680851064,0.671775701674966
SM,energy,1.0,0.4041358440536315,0.5761759865641978,0.4160963767867487,0.4160963767867487,0.052445403274294256,0.016177005017558754,0,0,1,0.7659574468085106,0.6787234042553192,0.19042553191489361,0.6203191489361701,0.544468085106383,transicao,0.6203191489361701,0.3755960955183341
SUN,energy,1.0,0.18720456267310367,0.24795708569367098,0.10048016505666854,0.10048016505666854,-0.0019222109883361843,-0.006605087265867032,0,0,2,0.12340425531914893,0.08936170212765958,0.19042553191489361,0.12489361702127659,0.8636170212765958,estavel,0.12489361702127659,0.8096868945224084
TPL,energy,1.0,0.4705069623833656,0.49121818761252545,0.36777938173827557,0.36777938173827557,0.020142971053953795,0.03348042615776886,0,0,2,0.8404255319148937,0.5553191489361702,0.19042553191489361,0.6106382978723404,0.7129787234042553,transicao,0.6106382978723404,0.49529266636487096
TRGP,energy,1.0,0.25423533086615696,0.35788395073385665,0.36909461190632953,0.36909461190632953,0.026041800536916626,0.005771555901691677,0,0,4,0.33617021276595743,0.5595744680851064,0.19042553191489361,0.3852127659574468,0.661063829787234,transicao,0.3852127659574468,0.5337387166138523
USO,energy,0.9941176470588236,0.2644784035177955,0.313617496473684,0.15752022484828473,0.15752022484828473,0.0018555450179883193,-0.009002985685368892,0,0,2,0.3893617021276596,0.15319148936170213,0.19042553191489361,0.26691489361702125,0.864468085106383,estavel,0.26691489361702125,0.7490983816206429
VLO,energy,1.0,0.3711019090973603,0.3867670869749757,0.3345266636571353,0.3345266636571353,0.050569171583562555,0.009722687767483973,0,1,2,0.7085106382978723,0.4829787234042553,0.44468085106382976,0.5768085106382979,0.4004255319148936,transicao,0.5768085106382979,0.2849411045722046
VNOM,energy,1.0,0.28509715428125443,0.3643355463617826,0.356985570348857,0.356985570348857,0.0009203425599316195,-0.00669043667695135,5,8,10,0.4595744680851064,0.5276595744680851,0.9063829787234042,0.5727659574468085,0.44765957446808513,instavel,0.5727659574468085,0.31945749207786334
WES,energy,1.0,0.1743348178921431,0.24165688934932844,0.2544124977901991,0.2544124977901991,-0.0196948855360346,-0.002780375172328292,0,3,4,0.09787234042553192,0.30851063829787234,0.6510638297872341,0.2822340425531915,0.43999999999999995,transicao,0.2822340425531915,0.37790851063829783
XLE,energy,0.9941176470588236,0.21076181076640002,0.25380958457019676,0.44157855270077984,0.44157855270077984,0.0029168281198704293,0.0026079650593264225,0,0,2,0.19574468085106383,0.7063829787234043,0.19042553191489361,0.37340425531914895,0.8559574468085107,estavel,0.37340425531914895,0.6961483703033047
QQQ,equities_us_broad,0.9941176470588236,0.1501596931209708,0.23262504066493753,0.6056217635004999,0.6056217635004999,0.006598919721056973,-0.007265173220374843,0,5,7,0.029787234042553193,0.9531914893617022,0.776595744680851,0.5023404255319149,0.4753191489361702,transicao,0.5023404255319149,0.35593313716613856
CCZ,equities_us_other,1.0,0.18636365385742898,0.2831737746372071,-0.16957675215965196,0.16957675215965196,0.009673463453908099,-0.0005173824462870735,0,5,5,0.11702127659574468,0.1702127659574468,0.776595744680851,0.2675531914893617,0.4446808510638298,transicao,0.2675531914893617,0.3851929606156632
CTGO,equities_us_other,1.0,0.6402910321279004,0.6275085906864557,0.34166968406356746,0.34166968406356746,0.06158079657515814,0.02167061558133987,0,3,4,0.9553191489361702,0.5,0.6510638297872341,0.7351063829787234,0.24680851063829778,transicao,0.7351063829787234,0.15609325486645534
INTZ,equities_us_other,1.0,0.810406588790947,1.0570367522722341,0.3357299724119698,0.3357299724119698,0.020889233470201607,-0.023633887761702943,0,0,6,0.9787234042553191,0.4851063829787234,0.19042553191489361,0.6482978723404255,0.7061702127659575,transicao,0.6482978723404255,0.47726588954277954
NB,equities_us_other,1.0,1.1224250700309617,1.1771079155414066,0.1899510826156709,0.1899510826156709,0.02710639421726299,-0.025601503935827052,0,3,3,0.9957446808510638,0.19787234042553192,0.6510638297872341,0.6475531914893616,0.3795744680851063,transicao,0.6475531914893616,0.25667713897691263
NTIP,equities_us_other,1.0,0.41325449293661376,0.4579592709985419,-0.019818848586749992,0.019818848586749992,-0.0519247261405877,0.011917201875870698,0,7,8,0.774468085106383,0.02127659574468085,0.8723404255319149,0.5304255319148936,0.13787234042553198,transicao,0.5304255319148936,0.10130683567224993
AD,financials,1.0,0.5531407165003589,0.5209319586270713,0.19133391090368976,0.19133391090368976,0.05121495609849569,-0.0054634673292410785,0,0,1,0.9127659574468086,0.2,0.19042553191489361,0.5188297872340426,0.5495744680851063,transicao,0.5188297872340426,0.40700666591217743
AFL,financials,1.0,0.1792502362683596,0.21029597167256825,0.14446369443210627,0.14446369443210627,-0.02267688932341036,0.020392128037485774,0,0,1,0.10212765957446808,0.13829787234042554,0.19042553191489361,0.13244680851063828,0.6891489361702128,transicao,0.13244680851063828,0.6435111475780897
AIG,financials,1.0,0.29321242592271113,0.2639685491458865,0.18501632273635382,0.18501632273635382,-0.00640144796596584,0.014334643165273109,0,0,7,0.4957446808510638,0.19361702127659575,0.19042553191489361,0.328936170212766,0.8304255319148937,estavel,0.328936170212766,0.6938470348574015
AJG,financials,1.0,0.32476970605670114,0.2796686767704632,0.17472003802432565,0.17472003802432565,-0.059135477601389874,0.08436922902716026,0,0,5,0.5957446808510638,0.17872340425531916,0.19042553191489361,0.3687234042553192,0.5274468085106383,transicao,0.3687234042553192,0.4302058171118153
ALL,financials,1.0,0.24643990849279343,0.2644292770346701,0.089183050673043,0.089183050673043,-0.09135538404520704,0.021755674992544688,0,0,4,0.3148936170212766,0.07234042553191489,0.19042553191489361,0.2051063829787234,0.49510638297872345,transicao,0.2051063829787234,0.4443316432775012
AMCX,financials,1.0,0.3739491623991183,0.48531264322177287,0.28190238866901846,0.28190238866901846,-0.030325623233592502,-0.03822505704447854,1,6,13,0.7106382978723405,0.3659574468085106,0.8297872340425532,0.6138297872340426,0.24510638297872345,transicao,0.6138297872340426,0.16987958352195567
AMP,financials,1.0,0.30259883965027023,0.30096926451625705,0.5782131871826408,0.5782131871826408,-0.05020834226761828,0.05284869125997796,0,0,3,0.5234042553191489,0.9212765957446809,0.19042553191489361,0.5960638297872339,0.5546808510638297,transicao,0.5960638297872339,0.3893682548664553
AON,financials,1.0,0.27492241002227485,0.2430833192509336,0.09958418189151323,0.09958418189151323,-0.07901544103470341,0.09720110904190934,0,0,1,0.4297872340425532,0.08723404255319149,0.19042553191489361,0.2620212765957447,0.5036170212765958,transicao,0.2620212765957447,0.4376378338614758
ATEX,financials,1.0,0.5097469783779016,0.4492223420976143,0.32659790319270443,0.32659790319270443,0.06074375406828181,-0.05313464986015404,3,4,6,0.874468085106383,0.46382978723404256,0.7223404255319149,0.7003191489361702,0.20659574468085107,transicao,0.7003191489361702,0.1342542666364871
ATNI,financials,1.0,0.4329690552159611,0.5015689168779246,0.20291516417946928,0.20291516417946928,-0.08456529291995077,0.0291784684000142,2,5,6,0.8148936170212766,0.21063829787234042,0.776595744680851,0.5957446808510638,0.14680851063829792,transicao,0.5957446808510638,0.10307831598008152
AXP,financials,1.0,0.2562931454562295,0.317750666708309,0.59563751266259,0.59563751266259,0.0019286530139757119,0.007732779908418613,3,10,10,0.34893617021276596,0.9382978723404255,0.9436170212765957,0.6741489361702128,0.4108510638297872,transicao,0.6741489361702128,0.2723636600271616
BAC,financials,1.0,0.21332453265120097,0.27666853031051925,0.5428238856661419,0.5428238856661419,0.024380303600009534,0.019773321248672454,0,2,4,0.20212765957446807,0.8808510638297873,0.5574468085106383,0.5107446808510638,0.4519148936170212,transicao,0.5107446808510638,0.3365083295608872
BK,financials,1.0,0.25426083575019465,0.24211447281146087,0.5273187188309463,0.5273187188309463,0.020620694055134003,0.0565454461718205,0,0,1,0.3382978723404255,0.8617021276595744,0.19042553191489361,0.4919148936170213,0.7078723404255319,estavel,0.4919148936170213,0.5337658669081032
BLK,financials,1.0,0.2786762689317922,0.2802442554914146,0.6389907468204915,0.6389907468204915,-0.012023028548011627,0.004031879714259667,0,0,2,0.44893617021276594,0.9787234042553191,0.19042553191489361,0.582659574468085,0.7759574468085106,estavel,0.582659574468085,0.5498979289271163
C,financials,1.0,0.3149335385197161,0.328652585711226,0.6044484119477889,0.6044484119477889,0.030171802031526362,0.0535408425686586,0,0,4,0.5723404255319149,0.951063829787234,0.19042553191489361,0.6285106382978723,0.6304255319148936,transicao,0.6285106382978723,0.4323109551833409
CCL,financials,1.0,0.4797097034246478,0.49085684167761484,0.5246896503282991,0.5246896503282991,0.027126870217080656,0.026160530015224726,2,3,3,0.8531914893617021,0.8553191489361702,0.6510638297872341,0.8135106382978723,0.37872340425531914,instavel,0.8135106382978723,0.22467564508827526
CFG,financials,1.0,0.268325841035074,0.32790805302655196,0.7054425256383574,0.7054425256383574,0.006618758800530422,0.010449121308156062,0,5,5,0.4021276595744681,0.997872340425532,0.776595744680851,0.685531914893617,0.4736170212765958,transicao,0.685531914893617,0.311277229515618
CMCSA,financials,1.0,0.26730916888883033,0.2573810235847761,0.28833589079637667,0.28833589079637667,0.03925095016081792,0.0027503440671824975,0,8,11,0.4,0.3723404255319149,0.9063829787234042,0.49159574468085104,0.15659574468085102,transicao,0.49159574468085104,0.11810484382073334
CME,financials,1.0,0.18647486881823197,0.18973659271438026,0.015578675962674165,0.015578675962674165,0.03780578354045406,0.005746506685535252,0,0,0,0.11914893617021277,0.01702127659574468,0.19042553191489361,0.09765957446808511,0.5946808510638297,transicao,0.09765957446808511,0.5656427116342236
COF,financials,1.0,0.3430853700162184,0.38161521743104954,0.5804019550828455,0.5804019550828455,0.014143361630436502,0.008193985023752293,0,5,6,0.648936170212766,0.9234042553191489,0.776595744680851,0.7705319148936169,0.40638297872340434,transicao,0.7705319148936169,0.24981745133544597
CUK,financials,1.0,0.5315259406642169,0.49850578883029445,0.5016988096196007,0.5016988096196007,0.02786322480673853,0.02360600022383874,1,2,2,0.8936170212765957,0.8191489361702128,0.5574468085106383,0.8003191489361702,0.4323404255319149,instavel,0.8003191489361702,0.259335264825713
FIS,financials,1.0,0.30983161552360433,0.30210552114750655,0.41425134486014054,0.41425134486014054,0.012202692091259681,0.014532961645310039,2,8,9,0.5468085106382978,0.6723404255319149,0.9063829787234042,0.662659574468085,0.34127659574468083,transicao,0.662659574468085,0.2282014938886374
FISV,financials,1.0,0.3317436034263587,0.717316636068891,0.3000346363790819,0.3000346363790819,0.015674700141404208,0.03318754316339323,0,0,0,0.6148936170212767,0.40638297872340423,0.19042553191489361,0.4570212765957447,0.7478723404255319,estavel,0.4570212765957447,0.57697555454957
FITB,financials,1.0,0.26725825818045895,0.28868936207579265,0.6101790129041641,0.6101790129041641,0.010772566799453598,0.00694886129483846,4,16,16,0.39787234042553193,0.9595744680851064,1.0,0.7148936170212765,0.2987234042553192,instavel,0.7148936170212765,0.19194567677682212
GM,financials,1.0,0.33138848822221656,0.3606044927052989,0.38739894977707834,0.38739894977707834,-0.02481086562043,0.011369163280390504,0,0,1,0.6127659574468085,0.5893617021276596,0.19042553191489361,0.5201063829787234,0.6661702127659574,transicao,0.5201063829787234,0.4929305228610231
GPN,financials,1.0,0.32438511681888843,0.42555332623730124,0.5578274915472257,0.5578274915472257,0.01664197898122044,0.013773655560401332,5,6,7,0.5936170212765958,0.9,0.8297872340425532,0.7480851063829788,0.35744680851063837,instavel,0.7480851063829788,0.2237464916251698
GS,financials,1.0,0.28669660464084584,0.32014086812932935,0.6016728143785129,0.6016728143785129,0.042563296801744865,0.0019299964193107422,0,1,2,0.46595744680851064,0.9446808510638298,0.44468085106382976,0.6292553191489361,0.4208510638297873,transicao,0.6292553191489361,0.2884396785875963
HBAN,financials,1.0,0.29656836919235685,0.3153708618732566,0.5691920273415424,0.5691920273415424,-0.010535738187364752,0.025034723883542442,1,2,2,0.5148936170212766,0.9127659574468086,0.5574468085106383,0.6626595744680851,0.5659574468085107,transicao,0.6626595744680851,0.37843888637392487
HIG,financials,1.0,0.18145706882641424,0.2116048305470322,0.23546957410115835,0.23546957410115835,-0.01575297150558977,0.006510456536331227,0,3,6,0.11063829787234042,0.2702127659574468,0.6510638297872341,0.2745744680851064,0.4697872340425532,transicao,0.2745744680851064,0.40529144409234946
HST,financials,1.0,0.23602455843947873,0.3019950447496358,0.5722566690449392,0.5722566690449392,0.013792512675647517,-0.0014022923440423218,0,5,6,0.27872340425531916,0.9148936170212766,0.776595744680851,0.6009574468085106,0.4080851063829788,transicao,0.6009574468085106,0.2854642145767316
IBKR,financials,1.0,0.39620394819534765,0.45521746213126857,0.5391772294860084,0.5391772294860084,0.04292772509887599,0.011468134219901671,1,2,5,0.7553191489361702,0.8765957446808511,0.5574468085106383,0.7581914893617022,0.35063829787234035,transicao,0.7581914893617022,0.21771281122679936
IDT,financials,1.0,0.26418327906255573,0.3809569604427959,0.210180005690477,0.210180005690477,-0.006981897877704452,-0.0023447225425534124,0,0,4,0.3851063829787234,0.22127659574468084,0.19042553191489361,0.28882978723404257,0.8227659574468085,estavel,0.28882978723404257,0.703946299230421
JJSF,financials,1.0,0.44358462059884757,0.3426192657322713,0.06739082361074535,0.06739082361074535,-0.058209427300880315,0.009529098551973869,1,5,8,0.823404255319149,0.06382978723404255,0.776595744680851,0.5481914893617021,0.17914893617021277,transicao,0.5481914893617021,0.13004497510185603
JPM,financials,1.0,0.2627348834667282,0.26246662928595343,0.5160167081631414,0.5160167081631414,0.03746529420442818,0.00837590297144375,0,1,4,0.37872340425531914,0.8425531914893617,0.44468085106382976,0.5542553191489361,0.4446808510638298,transicao,0.5542553191489361,0.32144748755092806
LPLA,financials,1.0,0.3802161519949885,0.3949969194347143,0.40495148670519865,0.40495148670519865,-0.013731373262589386,0.08203382063424608,0,0,2,0.7170212765957447,0.6340425531914894,0.19042553191489361,0.582659574468085,0.7606382978723404,estavel,0.582659574468085,0.5390417043911272
MET,financials,1.0,0.24312581776300518,0.28951145952332685,0.5987795424421298,0.5987795424421298,0.005968952990819454,-0.001665619959653225,0,1,2,0.3,0.9404255319148936,0.44468085106382976,0.5530851063829787,0.6838297872340426,transicao,0.5530851063829787,0.4947217519239476
MKL,financials,1.0,0.12488453508239128,0.20609395939104452,0.2203575025444548,0.2203575025444548,0.0015584191286857063,-0.0010501917918782633,0,2,2,0.00851063829787234,0.23191489361702128,0.5574468085106383,0.19648936170212766,0.6502127659574468,transicao,0.19648936170212766,0.58633282028067
MS,financials,1.0,0.27619695110436693,0.3140208224521103,0.5999240486843229,0.5999240486843229,0.017748618411215666,0.01917670396693022,0,1,2,0.43617021276595747,0.9425531914893617,0.44468085106382976,0.6151063829787233,0.5800000000000001,transicao,0.6151063829787233,0.4016191489361703
MTB,financials,1.0,0.20438149469505168,0.2586922192194494,0.6185946710950838,0.6185946710950838,0.010420522279292244,0.00351830723492777,0,1,1,0.16170212765957448,0.9659574468085106,0.44468085106382976,0.49978723404255315,0.6361702127659574,transicao,0.49978723404255315,0.47719533725667723
PGR,financials,1.0,0.27030876086081684,0.26359951580174074,0.01628003511299363,0.01628003511299363,-0.02965110091409531,0.010072874907798901,0,1,3,0.4148936170212766,0.019148936170212766,0.44468085106382976,0.2823404255319149,0.48042553191489357,transicao,0.2823404255319149,0.41260375735626975
PNC,financials,1.0,0.21574493164971342,0.2556172833304168,0.5752495767991511,0.5752495767991511,0.008670421192962463,0.012529459041493524,1,6,6,0.21063829787234042,0.9191489361702128,0.8297872340425532,0.5824468085106382,0.42042553191489374,transicao,0.5824468085106382,0.2979877772747851
PPC,financials,1.0,0.2601527719144061,0.32316513686828796,0.1324358123181477,0.1324358123181477,0.027310860617097532,0.012037714592634169,0,0,8,0.3659574468085106,0.12340425531914893,0.19042553191489361,0.24595744680851067,0.6534042553191489,transicao,0.24595744680851067,0.5730494341330918
PRMB,financials,1.0,0.3092902334381656,0.44685570262769936,0.18052888595868488,0.18052888595868488,0.012169207715472807,-0.023187557991451002,0,0,5,0.5425531914893617,0.18723404255319148,0.19042553191489361,0.3477659574468085,0.7725531914893617,estavel,0.3477659574468085,0.6382193413309191
PRU,financials,1.0,0.2562199833679652,0.2758123852084363,0.5178296963325839,0.5178296963325839,0.023730957030444644,0.011228915409357304,0,1,2,0.3468085106382979,0.8468085106382979,0.44468085106382976,0.5413829787234042,0.5255319148936171,transicao,0.5413829787234042,0.3832748981439566
RJF,financials,1.0,0.29040584484663684,0.2817182392323585,0.5281347793792495,0.5281347793792495,-0.07880561212277826,0.0638354964679006,0,0,2,0.4829787234042553,0.8659574468085106,0.19042553191489361,0.5585106382978723,0.504468085106383,transicao,0.5585106382978723,0.3635926889995473
SCHW,financials,1.0,0.2686740219107555,0.2582001280911376,0.3809382011441377,0.3809382011441377,-0.04635951029413926,0.07059464940674004,0,0,2,0.40425531914893614,0.5829787234042553,0.19042553191489361,0.42404255319148937,0.5623404255319149,transicao,0.42404255319148937,0.443112290629244
SHEN,financials,1.0,0.31335482996327246,0.4135639106621022,0.3950570375732622,0.3950570375732622,-0.020560377873679314,-0.012745831644538186,0,8,9,0.5638297872340425,0.6127659574468085,0.9063829787234042,0.649468085106383,0.28,transicao,0.649468085106383,0.1890744680851064
SPOK,financials,1.0,0.22472208526281562,0.3136554947337682,0.3543315566870485,0.3543315566870485,-0.014739602193276358,-0.005284491062606533,0,3,4,0.23617021276595745,0.5191489361702127,0.6510638297872341,0.41819148936170214,0.4791489361702127,transicao,0.41819148936170214,0.37896093254866453
STT,financials,1.0,0.2611011326699333,0.28939156826123663,0.6804968577770915,0.6804968577770915,0.02023981162165056,0.015836164129917313,2,2,3,0.3723404255319149,0.9872340425531915,0.5574468085106383,0.6245744680851063,0.49191489361702123,transicao,0.6245744680851063,0.3382961521050249
T,financials,1.0,0.22587857492041885,0.2305524013197709,0.04267203353261624,0.04267203353261624,-0.022997250321482962,0.01012106470077534,0,0,20,0.2404255319148936,0.04468085106382979,0.19042553191489361,0.16191489361702127,0.6848936170212766,transicao,0.16191489361702127,0.6294463784517882
TDS,financials,1.0,0.2500519359634042,0.34461238067468297,0.31559482948820483,0.31559482948820483,-0.035080150915484776,-0.012655500638396766,2,6,10,0.32553191489361705,0.44042553191489364,0.8297872340425532,0.4665957446808511,0.22127659574468095,transicao,0.4665957446808511,0.16965323675871444
TFC,financials,1.0,0.204695443393311,0.2839593829836206,0.6477508703838727,0.6477508703838727,-0.008407086974882128,0.02565623484679508,1,2,2,0.16595744680851063,0.9808510638297873,0.5574468085106383,0.529468085106383,0.588936170212766,transicao,0.529468085106383,0.433024717066546
TRV,financials,1.0,0.16838391055759624,0.219687998634341,0.2526354225778421,0.2526354225778421,-0.009744492845897679,0.014004484545661722,0,1,3,0.08085106382978724,0.30638297872340425,0.44468085106382976,0.23255319148936168,0.6429787234042553,transicao,0.23255319148936168,0.5682153463105477
TSN,financials,1.0,0.24909030181542488,0.2330521586793484,0.268724734286772,0.268724734286772,0.006135379647292993,-0.011600788983517657,1,1,3,0.32127659574468087,0.33191489361702126,0.44468085106382976,0.3496808510638298,0.6795744680851064,transicao,0.3496808510638298,0.5607573789044816
USB,financials,1.0,0.2231667640462487,0.26660470453702584,0.6689757338458813,0.6689757338458813,0.004785740323270171,0.016745870815005004,4,5,5,0.2297872340425532,0.9829787234042553,0.776595744680851,0.6027659574468085,0.49148936170212765,instavel,0.6027659574468085,0.34336283386147576
A,health_care,1.0,0.25939616699641077,0.3193709264995198,0.548134204881973,0.548134204881973,-0.009022593255305966,-0.002981520440250074,2,2,3,0.3595744680851064,0.8872340425531915,0.5574468085106383,0.5838297872340426,0.5804255319148937,transicao,0.5838297872340426,0.41099067451335447
ABBV,health_care,1.0,0.2546526892136572,0.26653740866911246,0.10333947784095505,0.10333947784095505,-0.004905000726078412,-0.006372959941504275,0,12,12,0.3404255319148936,0.09361702127659574,0.9797872340425532,0.38191489361702124,0.36872340425531913,transicao,0.38191489361702124,0.29831292440018103
ABT,health_care,1.0,0.28522867661168916,0.23754168629148936,0.21576060574324998,0.21576060574324998,0.04460591058420968,0.002943911595383708,6,6,7,0.46170212765957447,0.225531914893617,0.8297872340425532,0.45265957446808514,0.1846808510638298,instavel,0.45265957446808514,0.1428820733363513
ALNY,health_care,1.0,0.3773329038528787,0.42750027221440884,0.12759526316617928,0.12759526316617928,0.022298967204844408,0.006292963374598892,0,0,2,0.7148936170212766,0.1148936170212766,0.19042553191489361,0.4000000000000001,0.6925531914893617,transicao,0.4000000000000001,0.5540425531914893
AMGN,health_care,1.0,0.3042862886717297,0.28708839900769484,0.3129508656861828,0.3129508656861828,0.03061868167694426,0.00991911197643991,1,5,11,0.5297872340425532,0.4319148936170213,0.776595744680851,0.5448936170212766,0.2736170212765958,transicao,0.5448936170212766,0.19907093707559986
BDX,health_care,1.0,0.24398002872889973,0.31665619050482763,0.5691230429970812,0.5691230429970812,-0.028164159585296278,0.019062712389549263,2,2,2,0.30851063829787234,0.9106382978723404,0.5574468085106383,0.5690425531914893,0.42978723404255315,transicao,0.5690425531914893,0.3075036215482118
BIIB,health_care,1.0,0.3558588593757451,0.3433837438110673,0.3018438806103061,0.3018438806103061,0.03722433901768718,0.05217737274053791,3,3,4,0.6914893617021277,0.4127659574468085,0.6510638297872341,0.5858510638297872,0.3217021276595744,transicao,0.5858510638297872,0.22746736079674057
BMY,health_care,1.0,0.27406254073125125,0.29424997190360674,0.21933997835603397,0.21933997835603397,0.039807164477484974,-0.0053464001995248145,1,8,9,0.4276595744680851,0.2297872340425532,0.9063829787234042,0.4541489361702128,0.15489361702127669,transicao,0.4541489361702128,0.11972123132639209
