run_id,entity_name,system_type,ticker,freq,method,n_samples,dt,m,tau,cluster_id,label,pct_time,n_segments,mean_duration,std_duration,energy_mean,energy_std,entropy_mean,recurrence_mean,notes
20260128_184550,GLD,finance,GLD,daily,risk_regime,4274,1,3,1,,vol_alta,0.305124588622473,,,,,,,,q70=0.010287
