date,P,P_incc,J,L_credito,L,D
2018-01-31,100.0,0.31,1.31,1410571.0,1410571.0,
2018-02-28,100.21645992,0.13,1.24,1405303.0,1405303.0,
2018-03-31,100.34295852,0.24,1.2,1415763.0,1415763.0,
2018-04-30,100.47711947,0.29,1.17,1414907.0,1414907.0,
2018-05-31,100.51091965,0.23,1.18,1419445.0,1419445.0,
2018-06-30,100.58130769,0.97,1.23,1432717.0,1432717.0,
2018-07-31,100.48180347,0.61,1.24,1420881.0,1420881.0,
2018-08-31,100.50626806,0.15,1.23,1434320.0,1434320.0,
2018-09-30,100.58178143,0.23,1.24,1440877.0,1440877.0,
2018-10-31,100.68198811,0.35,1.23,1417390.0,1417390.0,
2018-11-30,100.73313475,0.13,1.18,1427818.0,1427818.0,
2018-12-31,100.67819517,0.13,1.16,1462037.0,1462037.0,
2019-01-31,100.7907951,0.49,1.21,1423002.0,1423002.0,
2019-02-28,100.86459948,0.09,1.17,1424211.0,1424211.0,
2019-03-31,100.73642018,0.31,1.11,1436695.0,1436695.0,
2019-04-30,100.43581343,0.38,1.08,1420024.0,1420024.0,
2019-05-31,100.22345055,0.03,1.09,1420549.0,1420549.0,
2019-06-30,100.21876471,0.88,1.07,1419273.0,1419273.0,
2019-07-31,100.41168372,0.58,1.05,1396922.0,1396922.0,
2019-08-31,100.49277357,0.42,1.02,1411215.0,1411215.0,
2019-09-30,100.69291985,0.46,0.99,1427524.0,1427524.0,
2019-10-31,101.29521209,0.18,0.98,1415578.0,1415578.0,
2019-11-30,102.56262417,0.04,0.95,1435147.0,1435147.0,
2019-12-31,104.22732672,0.21,0.94,1458826.0,1458826.0,
2020-01-31,104.0716202,0.38,0.99,1431634.0,1431634.0,
2020-02-29,104.04751683,0.33,0.95,1442009.0,1442009.0,
2020-03-31,104.33939667,0.26,0.91,1534303.0,1534303.0,
2020-04-30,104.68976786,0.22,0.97,1554328.0,1554328.0,
2020-05-31,104.87720346,0.2,0.99,1568161.0,1568161.0,
2020-06-30,104.70317982,0.34,0.95,1581817.0,1581817.0,
2020-07-31,104.12531356,1.17,0.94,1609796.0,1609796.0,
2020-08-31,103.88741644,0.72,0.92,1649768.0,1649768.0,
2020-09-30,104.1048432,1.16,0.9,1697670.0,1697670.0,
2020-10-31,104.53358259,1.73,0.92,1719393.0,1719393.0,
2020-11-30,104.54515527,1.28,0.89,1751350.0,1751350.0,
2020-12-31,104.40528162,0.7,0.89,1780450.0,1780450.0,
2021-01-31,103.90414338,0.89,0.96,1764350.0,1764350.0,
2021-02-28,103.48727477,1.89,0.92,1774313.0,1774313.0,
2021-03-31,103.24695894,1.3,0.93,1809384.0,1809384.0,
2021-04-30,103.50271947,0.9,1.0,1804880.0,1804880.0,
2021-05-31,103.94054705,2.22,1.0,1814790.0,1814790.0,
2021-06-30,104.32926015,2.16,1.02,1814263.0,1814263.0,
2021-07-31,104.68680252,0.85,1.04,1830524.0,1830524.0,
2021-08-31,104.88411951,0.46,1.09,1848208.0,1848208.0,
2021-09-30,105.1226759,0.51,1.17,1891192.0,1891192.0,
2021-10-31,105.14536917,0.86,1.24,1907849.0,1907849.0,
2021-11-30,105.18143234,0.67,1.4,1929659.0,1929659.0,
2021-12-31,105.21965247,0.35,1.39,1970605.0,1970605.0,
2022-01-31,105.47345186,0.71,1.43,1943805.0,1943805.0,
2022-02-28,105.7921011,0.38,1.41,1967754.0,1967754.0,
2022-03-31,106.31068123,0.86,1.43,1990048.0,1990048.0,
2022-04-30,107.0901496,0.95,1.44,1998547.0,1998547.0,
2022-05-31,107.83567078,2.28,1.44,2008336.0,2008336.0,
2022-06-30,108.30091332,2.14,1.45,2047451.0,2047451.0,
2022-07-31,108.48557775,0.86,1.46,2041622.0,2041622.0,
2022-08-31,108.84773075,0.09,1.45,2058843.0,2058843.0,
2022-09-30,109.44559086,0.09,1.44,2104721.0,2104721.0,
2022-10-31,110.04251834,0.12,1.43,2100060.0,2100060.0,
2022-11-30,110.59217174,0.36,1.45,2121812.0,2121812.0,
2022-12-31,110.85590708,0.09,1.47,2170267.0,2170267.0,
2023-01-31,111.25532016,0.46,1.51,2143696.0,2143696.0,
2023-02-28,111.61502282,0.05,1.5,2128587.0,2128587.0,
2023-03-31,112.21209985,0.3,1.47,2146398.0,2146398.0,
2023-04-30,112.63774227,0.14,1.45,2136652.0,2136652.0,
2023-05-31,113.06497492,0.59,1.44,2137582.0,2137582.0,
2023-06-30,113.29654732,0.71,1.39,2161384.0,2161384.0,
2023-07-31,113.73198994,0.1,1.37,2145357.0,2145357.0,
2023-08-31,113.98692428,0.17,1.34,2164354.0,2164354.0,
2023-09-30,114.30914219,0.34,1.31,2204640.0,2204640.0,
2023-10-31,114.71839451,0.2,1.32,2195088.0,2195088.0,
2023-11-30,114.99574766,0.07,1.31,2211381.0,2211381.0,
2023-12-31,115.37962718,0.31,1.27,2271990.0,2271990.0,
2024-01-31,115.47697175,0.27,1.3,2223506.0,2223506.0,
2024-02-29,115.8674452,0.13,1.27,2221893.0,2221893.0,
2024-03-31,116.61106885,0.28,1.26,2285751.0,2285751.0,
2024-04-30,117.73585755,0.52,1.25,2268846.0,2268846.0,
2024-05-31,118.92725347,0.86,1.25,2277001.0,2277001.0,
2024-06-30,119.83676818,0.71,1.27,2336157.0,2336157.0,
2024-07-31,120.73941793,0.72,1.31,2321183.0,2321183.0,
2024-08-31,121.81403271,0.7,1.31,2343924.0,2343924.0,
2024-09-30,122.82846859,0.58,1.3,2384373.0,2384373.0,
2024-10-31,123.57273763,0.68,1.32,2397484.0,2397484.0,
2024-11-30,124.27002203,0.4,1.35,2435998.0,2435998.0,
2024-12-31,124.85022959,0.5,1.4,2497213.0,2497213.0,
2025-01-31,125.5111025,0.83,1.51,2450444.0,2450444.0,
2025-02-28,126.16197286,0.4,1.53,2477987.0,2477987.0,
2025-03-31,126.7895343,0.39,1.49,2495720.0,2495720.0,
2025-04-30,127.16311818,0.52,1.48,2513816.0,2513816.0,
2025-05-31,127.24420971,0.58,1.48,2532592.0,2532592.0,
2025-06-30,127.49701567,0.69,1.46,2547706.0,2547706.0,
2025-07-31,127.82600772,0.91,1.44,2544275.0,2544275.0,
2025-08-31,127.87214541,0.52,1.44,2546082.0,2546082.0,
2025-09-30,128.22465174,0.17,1.43,2589912.0,2589912.0,
2025-10-31,128.66538687,0.3,1.47,2596177.0,2596177.0,
2025-11-30,129.7528428,0.27,1.44,2613896.0,2613896.0,
2025-12-31,129.87270506,0.21,1.42,2698990.0,2698990.0,
2026-01-31,130.06003448,0.72,,,,
