date,P,P_incc,J,L_credito,L,D
2010-08-31,100.0,0.14,0.0366583,876241.0,876241.0,
2010-09-30,99.09063984,0.21,0.03707288888888889,894120.0,894120.0,
2010-10-31,100.01987123,0.2,0.037586625,910493.0,910493.0,
2010-11-30,100.92112558,0.37,0.036677125,927066.0,927066.0,
2010-12-31,102.55725798,0.67,0.035772125,936912.0,936912.0,
2011-01-31,102.84233158,0.41,0.04368411111111111,933467.0,933467.0,
2011-02-28,103.44659799,0.28,0.043664,947964.0,947964.0,
2011-03-31,104.51506764,0.43,1.61,958884.0,958884.0,
2011-04-30,105.41558272,1.06,1.63,971825.0,971825.0,
2011-05-31,106.008758,2.94,1.61,986470.0,986470.0,
2011-06-30,105.40998434,0.37,1.59,1002021.0,1002021.0,
2011-07-31,105.5532614,0.45,1.6,1012580.0,1012580.0,
2011-08-31,105.90207881,0.13,1.58,1025674.0,1025674.0,
2011-09-30,106.83583161,0.14,1.54,1053850.0,1053850.0,
2011-10-31,107.90419437,0.23,1.56,1056671.0,1056671.0,
2011-11-30,108.74397243,0.72,1.47,1080026.0,1080026.0,
2011-12-31,109.52382281,0.11,1.38,1112355.0,1112355.0,
2012-01-31,110.58532883,0.89,1.45,1099064.0,1099064.0,
2012-02-29,112.9114387,0.3,1.47,1099920.0,1099920.0,
2012-03-31,112.96010514,0.51,1.43,1125741.0,1125741.0,
2012-04-30,112.25298451,0.75,1.44,1141731.0,1141731.0,
2012-05-31,110.82487557,1.88,1.37,1161233.0,1161233.0,
2012-06-30,113.15937402,0.73,1.3,1180998.0,1180998.0,
2012-07-31,115.18619591,0.67,1.29,1188704.0,1188704.0,
2012-08-31,116.406166,0.26,1.3,1197310.0,1197310.0,
2012-09-30,116.2114118,0.22,1.25,1218829.0,1218829.0,
2012-10-31,116.63262285,0.21,1.27,1234774.0,1234774.0,
2012-11-30,118.0797329,0.33,1.21,1254604.0,1254604.0,
2012-12-31,120.52119636,0.16,1.22,1291867.0,1291867.0,
2013-01-31,122.25081196,0.65,1.27,1277890.0,1277890.0,
2013-02-28,123.85589155,0.6,1.28,1288822.0,1288822.0,
2013-03-31,123.86078307,0.5,1.27,1319047.0,1319047.0,
2013-04-30,124.32741487,0.74,1.27,1324301.0,1324301.0,
2013-05-31,124.77135117,2.25,1.27,1343310.0,1343310.0,
2013-06-30,126.81383519,1.15,1.3,1371462.0,1371462.0,
