date,P,J,L,D
2011-12-31,100.0,0.04378414285714286,,
2012-01-31,101.09230305,0.0327205,,
2012-02-29,102.65152417,0.03505225,-0.4572534513322629,
2012-03-31,104.11267144,0.03297944444444444,-0.46147466419078886,
2012-04-30,105.7940263,0.032422625,-0.47941973309695374,
2012-05-31,106.85680888,0.03246477777777777,-0.460884823858094,
2012-06-30,107.59467975,0.03297033333333334,-0.425930878559097,
2012-07-31,108.31868282,0.032876833333333334,-0.3492261998731842,
2012-08-31,109.87299789,0.032493714285714285,-0.39067530104404247,
2012-09-30,111.5635993,0.03389811111111111,-0.44372394940874177,
2012-10-31,113.17481897,0.03297944444444444,-0.47428292778752806,
2012-11-30,113.93472237,0.032302375,-0.44409818110723975,
2012-12-31,114.23311433,0.0324135,-0.35030952886946287,
2013-01-31,114.25588948,0.030537285714285715,0.050663833698715355,
2013-02-28,114.36966211,0.031296625,1.0535785863160736,
2013-03-31,115.33695403,0.03106725,0.042346460218049276,
2013-04-30,116.69035321,0.0310419,-0.31752438885866613,
2013-05-31,118.01880787,0.03125911111111111,-0.4166244711787499,
2013-06-30,118.97704438,0.031509999999999996,-0.41443593310336296,
2013-07-31,119.71015257,0.030229375,-0.3700763540735974,
2013-08-31,120.93264924,0.029924111111111113,-0.3581748769099037,
2013-09-30,122.09557781,0.031296625,-0.3731826829618486,
2013-10-31,123.48630497,0.0312945,-0.4143105852425457,
2013-11-30,124.37143458,0.031872111111111115,-0.3922211453099036,
2013-12-31,125.11489786,0.031997625,-0.35862967417639624,
2014-01-31,126.01974541,0.04106283333333333,-0.30555293321448274,
2014-02-28,126.86155546,0.040613500000000004,-0.29787169514350215,
2014-03-31,127.87131657,0.040663000000000005,-0.32694398414669174,
2014-04-30,128.71947167,0.041285125,-0.31872435682724665,
2014-05-31,128.56119297,0.04117325,-0.21538592492520817,
2014-06-30,128.24398192,0.040389375000000005,-0.0009802866448658618,
2014-07-31,129.0904168,0.04046422222222222,0.0009802866448658618,
2014-08-31,130.93569985,0.040948125,-0.34555886941441627,
2014-09-30,132.88805504,0.040948125,-0.44049847252348734,
2014-10-31,133.6960081,0.0407917,-0.4378703304698294,
2014-11-30,134.45697632,0.041161,-0.3795537989802733,
2014-12-31,134.92139737,0.04117325,-0.19959131453477003,
2015-01-31,135.50248809,0.05078283333333333,-0.1443561692414102,
2015-02-28,136.16298399,0.048829111111111115,-0.11367454879120312,
2015-03-31,136.6008217,0.050121874999999996,-0.103959204958852,
2015-04-30,137.69144936,0.05002671428571429,-0.22170717068853285,
2015-05-31,137.62510025,0.049243625,-0.07243988314538816,
2015-06-30,137.79113715,0.04902533333333334,0.04100555895001571,
2015-07-31,137.89787179,0.049776571428571434,1.9699349807221926,
2015-08-31,137.91738977,0.049903,2.384411768463765,
2015-09-30,138.01178333,0.049551,3.3620583658071257,
2015-10-31,138.31436338,0.050196777777777785,1.4940210280248132,
2015-11-30,138.69280338,0.050342625,0.5179174608971355,
2015-12-31,139.09346002,0.048774,0.19750943611721813,
2016-01-31,139.29478293,0.052240555555555554,0.28346353278276604,
2016-02-29,139.4352121,0.052282,0.5750107512393028,
2016-03-31,139.4930351,0.05240657142857143,1.6029617014575839,
2016-04-30,139.45153602,0.05243422222222222,3.0854063949502266,
2016-05-31,139.52582246,0.05233733333333333,4.496667782664142,
2016-06-30,139.61409346,0.052313125,3.736061530850063,
2016-07-31,139.72571482,0.05220425,2.6251435478362906,
2016-08-31,139.87873496,0.052240555555555554,1.9040766278944161,
2016-09-30,139.68802745,0.05215757142857143,1.33875972476736,
2016-10-31,139.53216566,0.05240657142857143,1.1656861145408806,
2016-11-30,139.44582987,0.05243422222222222,1.4398324378743292,
2016-12-31,139.64745506,0.052313125,1.3864663283092442,
2017-01-31,139.63062391,0.03688657142857143,2.29851451372283,
2017-02-28,139.74288408,0.04151885714285714,2.070841393275972,
2017-03-31,139.85903167,0.04049755555555556,3.0110132042378117,
2017-04-30,140.06741684,0.038194375,1.421943156782647,
2017-05-31,140.18544077,0.038647,1.397041009897898,
2017-06-30,140.14254513,0.0389224,1.7977942797915567,
2017-07-31,139.8898401,0.038186,1.541619230848637,
2017-08-31,139.72986602,0.03683225,1.3419219096995594,
2017-09-30,139.52707255,0.039870625,0.8316758688423668,
2017-10-31,139.27407733,0.04049755555555556,0.8283765559442601,
2017-11-30,139.44389214,0.03750625,0.8039567117555024,
2017-12-31,139.61082396,0.03856371428571429,0.8894012124144124,
2018-01-31,139.86925736,0.0250855,0.8760289606917603,
2018-02-28,139.96524583,0.02520175,1.0892050264129869,
2018-03-31,140.30269889,0.024852625,0.6704855889470971,
2018-04-30,140.26161892,0.024852625,1.2625929340020374,
2018-05-31,139.94641152,0.0250854,0.6697814273440863,
2018-06-30,139.47929463,0.024930333333333332,0.4667019948265724,
2018-07-31,139.38024378,0.025018999999999996,0.3947736899393574,
2018-08-31,139.47046533,0.025085625,0.7399303160451683,
2018-09-30,139.80902478,0.02503388888888889,1.0664710327013696,
2018-10-31,139.83687742,0.024852625,1.3292232452144204,
2018-11-30,139.89052866,0.024852625,1.4996508414120135,
2018-12-31,139.77838532,0.024969125,3.981850402011754,
2019-01-31,139.98324075,0.02301257142857143,1.7865817688840053,
2019-02-28,139.89959654,0.022979875,1.6072051622988632,
2019-03-31,140.33908895,0.023213499999999998,0.6070480468545396,
2019-04-30,140.38022748,0.022743666666666666,0.9632157709872717,
2019-05-31,140.36053774,0.022744,1.1654006928588143,
2019-06-30,140.07182081,0.022744,1.941445785675758,
