date,P,J,L,D
2012-12-31,100.0,0.0324135,,
2013-01-31,101.18651282,0.030537285714285715,,
2013-02-28,102.67083216,0.031296625,-0.49596761186061017,
2013-03-31,103.66716551,0.03106725,-0.47044459946079736,
2013-04-30,104.69895715,0.0310419,-0.4545620895205707,
2013-05-31,105.48528419,0.03125911111111111,-0.3752511749104565,
2013-06-30,106.65295317,0.031509999999999996,-0.3934486154087254,
2013-07-31,107.49141897,0.030229375,-0.36481042230801913,
2013-08-31,108.07306459,0.029924111111111113,-0.3311147048021277,
2013-09-30,108.49855024,0.031296625,-0.15522861069148017,
2013-10-31,108.77543176,0.0312945,0.11257457874157563,
2013-11-30,109.54149918,0.031872111111111115,0.007920909927497739,
2013-12-31,110.36525492,0.031997625,-0.15189280988469303,
2014-01-31,111.19458529,0.04106283333333333,-0.2875705602308453,
2014-02-28,111.9884203,0.040613500000000004,-0.28960707787555684,
2014-03-31,112.75855933,0.040663000000000005,-0.2756912101894616,
2014-04-30,113.35657359,0.041285125,-0.22078171538143385,
2014-05-31,113.03288101,0.04117325,-0.06845275966990387,
2014-06-30,112.80053004,0.040389375000000005,0.2557785100355068,
2014-07-31,113.15079005,0.04046422222222222,0.5330277813519287,
2014-08-31,114.3081798,0.040948125,-0.08423310077853692,
2014-09-30,115.5259162,0.040948125,-0.3248291501569363,
2014-10-31,115.89366085,0.0407917,-0.32622682372529377,
2014-11-30,115.93915633,0.041161,-0.02948598007979702,
2014-12-31,116.0331957,0.04117325,1.5983888255214795,
2015-01-31,116.22119886,0.05078283333333333,2.8998658298690643,
2015-02-28,116.18289703,0.048829111111111115,2.9831902468663993,
2015-03-31,115.85022585,0.050121874999999996,1.3900481562893752,
2015-04-30,116.82348747,0.05002671428571429,0.13549025087545183,
2015-05-31,117.99238508,0.049243625,-0.26981534347651914,
2015-06-30,118.77114616,0.04902533333333334,-0.3423940581032858,
2015-07-31,119.62832176,0.049776571428571434,-0.3218612874492071,
2015-08-31,120.24981324,0.049903,-0.21213964370578967,
2015-09-30,120.77694118,0.049551,-0.14043662158086387,
2015-10-31,121.13286075,0.050196777777777785,0.06922025393039895,
2015-11-30,121.53433276,0.050342625,0.2149160041221021,
2015-12-31,121.68760013,0.048774,0.6176057176562461,
2016-01-31,121.72358904,0.052240555555555554,1.364512000094736,
2016-02-29,121.81510658,0.052282,3.714582833092382,
2016-03-31,122.65458817,0.05240657142857143,0.5455570915264784,
2016-04-30,123.06445565,0.05243422222222222,0.18487772605238945,
2016-05-31,123.47517616,0.05233733333333333,0.005731923673615102,
2016-06-30,123.44089261,0.052313125,0.7291996562583639,
2016-07-31,123.09143895,0.05220425,0.8467796306631478,
2016-08-31,122.8652366,0.052240555555555554,1.3323380880379905,
2016-09-30,123.19065876,0.05215757142857143,0.6560807575809273,
2016-10-31,123.30099553,0.05240657142857143,1.1634130694116136,
2016-11-30,123.53186145,0.05243422222222222,1.1511266766559287,
2016-12-31,123.62772703,0.052313125,2.1577143967998382,
2017-01-31,124.04279277,0.03688657142857143,0.9641769811349009,
2017-02-28,124.29679595,0.04151885714285714,0.9154193368679802,
2017-03-31,124.57062749,0.04049755555555556,0.6021250656750567,
2017-04-30,124.68309366,0.038194375,1.2483973828621764,
2017-05-31,124.82830495,0.038647,1.6624910665671724,
2017-06-30,125.10876879,0.0389224,1.637986477166473,
2017-07-31,125.83571049,0.038186,0.3646120991644658,
2017-08-31,126.55558689,0.03683225,-0.005731923673615004,
2017-09-30,127.2156707,0.039870625,-0.13864348675345595,
2017-10-31,127.3802642,0.04049755555555556,0.08913475498503144,
2017-11-30,127.4865972,0.03750625,0.650870572356803,
2017-12-31,127.52707001,0.03856371428571429,3.463881021696694,
2018-01-31,128.0152648,0.0250855,1.3180387267444684,
2018-02-28,128.57466566,0.02520175,0.4575164566377768,
2018-03-31,129.1692375,0.024852625,0.05014678932120182,
2018-04-30,129.40191821,0.024852625,0.2013759385341209,
2018-05-31,129.47413307,0.0250854,0.7234568824622105,
2018-06-30,129.30445343,0.024930333333333332,2.0578664163515987,
2018-07-31,129.05929475,0.025018999999999996,1.9872109859133125,
2018-08-31,128.41343389,0.025085625,0.5024947740781298,
2018-09-30,128.25117265,0.02503388888888889,0.5097263477498123,
2018-10-31,128.21471013,0.024852625,0.8208138049604633,
2018-11-30,128.70971112,0.024852625,1.1539582396272414,
2018-12-31,128.90761716,0.024969125,1.0619242741953536,
2019-01-31,128.9244204,0.02301257142857143,1.1125079182798607,
2019-02-28,129.14527118,0.022979875,2.2981132541759686,
2019-03-31,129.50709437,0.023213499999999998,1.4676468182329827,
2019-04-30,129.7852915,0.022743666666666666,0.7946674808400647,
2019-05-31,130.09063931,0.022744,0.6589238658341692,
2019-06-30,130.16728175,0.022744,1.2734218830696338,
2019-07-31,130.32902141,0.023213499999999998,1.7122136880144234,
2019-08-31,130.52177908,0.023369777777777778,2.3628830823752103,
2019-09-30,130.74408691,0.022979875,1.5782449689136806,
2019-10-31,130.83058963,0.023213499999999998,1.9306883222126114,
2019-11-30,130.96717799,0.022931299999999998,2.273177575200088,
2019-12-31,131.13494111,0.022741777777777777,2.7009792015014162,
2020-01-31,130.92480155,0.0094035,1.8735637676914239,
2020-02-29,130.92979541,0.011205875,2.7778229562931136,
2020-03-31,131.03557344,0.0115178,3.4596472595874177,
2020-04-30,131.46352628,0.011205875,1.7556587539708106,
2020-05-31,131.50521923,0.011739714285714286,1.596204072755046,
2020-06-30,131.16811319,0.012074,0.9248248542181586,
2020-07-31,130.97031672,0.011205875,1.5975020312383696,
