date,P,J,L,D
2010-08-31,100.0,0.0366583,,
2010-09-30,99.09063984,0.03707288888888889,,
2010-10-31,100.01987123,0.037586625,-0.28829180264523885,
2010-11-30,100.92112558,0.036677125,-0.28584225946566444,
2010-12-31,102.55725798,0.035772125,-0.34794389746187626,
2011-01-31,102.84233158,0.04368411111111111,-0.2914524654157821,
2011-02-28,103.44659799,0.043664,-0.25410493014875923,
2011-03-31,104.51506764,0.04367725,-0.1507298047387293,
2011-04-30,105.41558272,0.04378644444444444,-0.25347581721485585,
2011-05-31,106.008758,0.043894,-0.2500939721176475,
2011-06-30,105.40998434,0.04366825,-0.1706629183375518,
2011-07-31,105.5532614,0.043112375,0.06882718237251066,
2011-08-31,105.90207881,0.043895500000000004,0.2166426723602567,
2011-09-30,106.83583161,0.043895500000000004,0.02761337645493024,
2011-10-31,107.90419437,0.0437835,-0.2127059487015708,
2011-11-30,108.74397243,0.04378644444444444,-0.2758318789733666,
2011-12-31,109.52382281,0.04378414285714286,-0.255265265808583,
2012-01-31,110.58532883,0.0327205,-0.25111061838660703,
2012-02-29,112.9114387,0.03505225,-0.3688065074796745,
2012-03-31,112.96010514,0.03297944444444444,-0.32145152237812724,
2012-04-30,112.25298451,0.032422625,-0.2884933807921633,
2012-05-31,110.82487557,0.03246477777777777,-0.16038850753803632,
2012-06-30,113.15937402,0.03297033333333334,-0.3805529083343183,
2012-07-31,115.18619591,0.032876833333333334,-0.427241030853284,
2012-08-31,116.406166,0.032493714285714285,-0.42034204441043893,
2012-09-30,116.2114118,0.03389811111111111,-0.31278714260127327,
2012-10-31,116.63262285,0.03297944444444444,-0.06561911630507128,
2012-11-30,118.0797329,0.032302375,-0.11916639318424942,
2012-12-31,120.52119636,0.0324135,-0.36171244623289506,
2013-01-31,122.25081196,0.030537285714285715,-0.412818264431151,
2013-02-28,123.85589155,0.031296625,-0.41544034404946506,
2013-03-31,123.86078307,0.03106725,-0.28625992867028255,
2013-04-30,124.32741487,0.0310419,-0.09790271488409356,
2013-05-31,124.77135117,0.03125911111111111,0.5364734803045009,
2013-06-30,126.81383519,0.031509999999999996,-0.23779184664878897,
2013-07-31,129.09524103,0.030229375,-0.36899548071498944,
2013-08-31,131.15482099,0.029924111111111113,-0.4228260575722905,
2013-09-30,132.22945833,0.031296625,-0.39083223070253675,
2013-10-31,132.45604058,0.0312945,-0.2669247247783837,
2013-11-30,132.60922626,0.031872111111111115,0.16202276282156952,
2013-12-31,133.36539865,0.031997625,0.3798478273183277,
2014-01-31,134.27345697,0.04106283333333333,0.019217067487236696,
2014-02-28,135.07645007,0.040613500000000004,-0.13908853624265763,
2014-03-31,136.1724961,0.040663000000000005,-0.1908486279470479,
2014-04-30,136.78852219,0.041285125,-0.1421499611932145,
2014-05-31,137.84209184,0.04117325,-0.17986435158440764,
2014-06-30,138.62084104,0.040389375000000005,-0.12363788573988169,
2014-07-31,139.55151929,0.04046422222222222,-0.1742812258937661,
2014-08-31,140.21518735,0.040948125,-0.10313375559564407,
2014-09-30,141.44758479,0.040948125,-0.17822544591409803,
2014-10-31,142.12386539,0.0407917,-0.13504613877691365,
2014-11-30,142.96112897,0.041161,-0.16145083231373847,
2014-12-31,142.82541288,0.04117325,0.12604412723809874,
2015-01-31,144.05389419,0.05078283333333333,-0.05050209705251364,
2015-02-28,143.68432741,0.048829111111111115,0.09691795210400517,
2015-03-31,143.45989933,0.050121874999999996,0.06397392251600033,
2015-04-30,144.76658316,0.05002671428571429,0.0390123053644186,
2015-05-31,145.01622106,0.049243625,0.08153008502419828,
2015-06-30,145.36445284,0.04902533333333334,0.03909193129863635,
2015-07-31,145.89172166,0.049776571428571434,0.48206351243115225,
2015-08-31,146.4529302,0.049903,0.2522216515347217,
2015-09-30,146.52006002,0.049551,0.45788180271775303,
2015-10-31,146.37757057,0.050196777777777785,0.983541627323168,
2015-11-30,146.2197831,0.050342625,2.715568048384303,
2015-12-31,146.25407703,0.048774,3.0387317347406526,
2016-01-31,145.31059484,0.052240555555555554,0.4806172654238555,
2016-02-29,144.6499997,0.052282,0.1508180158008297,
2016-03-31,144.81584587,0.05240657142857143,0.09536632000794922,
2016-04-30,145.49006796,0.05243422222222222,0.21383669358222726,
2016-05-31,146.37299182,0.05233733333333333,0.11105627187951674,
2016-06-30,147.06651282,0.052313125,-0.05122096229302799,
2016-07-31,147.49154031,0.05220425,0.017926425226272656,
2016-08-31,147.61236716,0.052240555555555554,0.3941638820411488,
2016-09-30,148.16936474,0.05215757142857143,0.5206981940457613,
2016-10-31,148.59491556,0.05240657142857143,0.5233668333374595,
2016-11-30,149.450781,0.05243422222222222,0.0809673000012995,
2016-12-31,149.86605778,0.052313125,0.13924452496342496,
2017-01-31,149.96300443,0.03688657142857143,0.31529792331476286,
2017-02-28,150.4721839,0.04151885714285714,0.6281769649377494,
2017-03-31,150.64089098,0.04049755555555556,1.0182637941957968,
2017-04-30,150.59148112,0.038194375,1.123912134739862,
2017-05-31,150.31884013,0.038647,1.9553756496300099,
2017-06-30,149.79873225,0.0389224,0.8935300771705159,
2017-07-31,149.11757904,0.038186,0.2571545489132699,
2017-08-31,148.90490879,0.03683225,0.2915605679599778,
2017-09-30,149.01113071,0.039870625,0.6525822650635789,
2017-10-31,148.97848816,0.04049755555555556,2.9256655105522227,
2017-11-30,148.87324845,0.03750625,4.465951786074391,
2017-12-31,148.64861813,0.03856371428571429,2.8164979498373195,
2018-01-31,148.87672888,0.0250855,1.6231984696745316,
2018-02-28,149.06950704,0.02520175,1.323502570988861,
