date,P,P_incc,J,L_credito,L,D
2012-06-30,100.0,0.73,1.3,1180998.0,1180998.0,5.443995371405304
2012-07-31,101.42013304,0.67,1.29,1188704.0,1188704.0,5.4264615418469395
2012-08-31,103.37825256,0.26,1.3,1197310.0,1197310.0,5.406879899337301
2012-09-30,104.27668122,0.22,1.25,1218829.0,1218829.0,5.357916691672308
2012-10-31,105.03958163,0.21,1.27,1234774.0,1234774.0,5.321636272218882
2012-11-30,106.25320661,0.33,1.21,1254604.0,1254604.0,5.276516126859116
2012-12-31,107.49014064,0.16,1.22,1291867.0,1291867.0,5.191729844633148
2013-01-31,108.86820904,0.65,1.27,1277890.0,1277890.0,5.2235323797664535
2013-02-28,110.09476986,0.6,1.28,1288822.0,1288822.0,5.198658278451629
2013-03-31,111.41849645,0.5,1.27,1319047.0,1319047.0,5.1298858935046345
2013-04-30,112.51776084,0.74,1.27,1324301.0,1324301.0,5.117931216564633
2013-05-31,113.01972024,2.25,1.27,1343310.0,1343310.0,5.074679131685976
2013-06-30,113.82998136,1.15,1.3,1371462.0,1371462.0,5.010623542570085
2013-07-31,114.91865198,0.48,1.31,1371133.0,1371133.0,5.011372131971163
2013-08-31,117.32487476,0.31,1.38,1387379.0,1387379.0,4.97440683285292
2013-09-30,118.95877821,0.43,1.4,1394720.0,1394720.0,4.957703505213685
2013-10-31,120.69293066,0.26,1.39,1391759.0,1391759.0,4.96444080982338
2013-11-30,121.50778351,0.35,1.39,1418888.0,1418888.0,4.902712901428772
2013-12-31,122.549947,0.1,1.42,1461999.0,1461999.0,4.804620385714962
2014-01-31,123.98076972,0.88,1.47,1450143.0,1450143.0,4.8315969083264285
2014-02-28,123.52570634,0.33,1.51,1455446.0,1455446.0,6.192840369741468
2014-03-31,122.20594308,0.28,1.48,1470686.0,1470686.0,10.155674392865421
2014-04-30,120.55592951,0.88,1.49,1477149.0,1477149.0,15.192768193735962
2014-05-31,120.91431722,2.05,1.47,1486831.0,1486831.0,13.797428646682187
2014-06-30,122.41764491,0.66,1.47,1499849.0,1499849.0,9.770297847583636
2014-07-31,123.91385055,0.75,1.52,1497784.0,1497784.0,4.7231970674245325
2014-08-31,125.27096052,0.08,1.48,1509536.0,1509536.0,4.696457180976324
2014-09-30,126.73219706,0.15,1.51,1535565.0,1535565.0,4.63723215507772
2014-10-31,127.70962536,0.17,1.49,1541066.0,1541066.0,4.62471546724998
2014-11-30,129.04174277,0.44,1.54,1566044.0,1566044.0,4.56788183180892
2014-12-31,127.87947319,0.08,1.5,1601391.0,1601391.0,7.857436928517476
2015-01-31,127.00736576,0.92,1.57,1591349.0,1591349.0,10.431929801359804
2015-02-28,126.58245844,0.31,1.6,1599734.0,1599734.0,11.664597004207835
2015-03-31,128.10525513,0.62,1.59,1625477.0,1625477.0,8.236040915062159
2015-04-30,129.0325226,0.46,1.6,1617486.0,1617486.0,5.702579387720218
2015-05-31,129.93020383,0.95,1.64,1630568.0,1630568.0,4.4210672952888235
2015-06-30,130.56338584,1.84,1.59,1640086.0,1640086.0,4.3994105356552256
2015-07-31,131.07709762,0.55,1.6,1643742.0,1643742.0,4.391091864377601
2015-08-31,131.53391355,0.59,1.62,1657395.0,1657395.0,4.3600265419067545
2015-09-30,129.8798696,0.22,1.62,1681022.0,1681022.0,9.01127319605244
2015-10-31,131.14241204,0.36,1.66,1670159.0,1670159.0,9.035990298374331
2015-11-30,131.73971426,0.34,1.68,1678370.0,1678370.0,9.01730741821553
2015-12-31,131.60826954,0.1,1.67,1710914.0,1710914.0,4.611568834860932
2016-01-31,131.67831182,0.39,1.74,1686224.0,1686224.0,4.6677471701575834
2016-02-29,131.36203849,0.54,1.73,1669474.0,1669474.0,5.6045271396817355
2016-03-31,131.74923119,0.64,1.72,1643265.0,1643265.0,5.2908451003949715
2016-04-30,132.42815737,0.55,1.71,1624448.0,1624448.0,5.333660318510691
2016-05-31,133.29911261,0.08,1.7,1624441.0,1624441.0,4.435008350791561
2016-06-30,133.2756508,1.93,1.7,1603433.0,1603433.0,4.548663310897748
2016-07-31,133.45870997,0.49,1.65,1588513.0,1588513.0,4.582611498934445
2016-08-31,134.2406127,0.29,1.64,1578740.0,1578740.0,4.604848472237571
2016-09-30,134.87509987,0.33,1.64,1571752.0,1571752.0,4.554894147002387
2016-10-31,135.28666423,0.21,1.66,1557581.0,1557581.0,4.587138099594078
2016-11-30,135.72543161,0.16,1.67,1556307.0,1556307.0,4.590036892593995
2016-12-31,135.83693672,0.34,1.59,1548645.0,1548645.0,4.607470606852519
2017-01-31,135.91891916,0.41,1.68,1511586.0,1511586.0,4.691792718142864
2017-02-28,136.00365442,0.65,1.62,1507526.0,1507526.0,4.701030629900839
2017-03-31,135.96598414,0.16,1.56,1505787.0,1505787.0,4.8086207233841565
2017-04-30,135.7620263,-0.02,1.51,1496040.0,1496040.0,5.39205459230644
2017-05-31,135.54790674,0.63,1.46,1480996.0,1480996.0,6.0163894371205915
2017-06-30,135.67405867,0.93,1.47,1485896.0,1485896.0,5.901606969482851
2017-07-31,135.52391857,0.3,1.43,1456057.0,1456057.0,5.822293109156959
2017-08-31,135.31077784,0.36,1.39,1442958.0,1442958.0,5.850432314759143
2017-09-30,134.91754149,0.06,1.37,1439429.0,1439429.0,6.945819058758792
2017-10-31,135.52469056,0.31,1.32,1432195.0,1432195.0,6.548230830583188
2017-11-30,135.48611652,0.31,1.32,1429364.0,1429364.0,6.072728005741739
2017-12-31,135.73432555,0.07,1.29,1445115.0,1445115.0,4.949531961863771
2018-01-31,135.63674595,0.31,1.31,1410571.0,1410571.0,5.2971117350235675
2018-02-28,135.87437591,0.13,1.24,1405303.0,1405303.0,5.202603661648814
2018-03-31,136.11042085,0.24,1.2,1415763.0,1415763.0,5.178803524459548
2018-04-30,136.05702442,0.29,1.17,1414907.0,1414907.0,5.058552705716293
2018-05-31,136.25392599,0.23,1.18,1419445.0,1419445.0,5.048227177746418
2018-06-30,135.85038033,0.97,1.23,1432717.0,1432717.0,6.1261685844981875
2018-07-31,135.59108918,0.61,1.24,1420881.0,1420881.0,6.720448716662348
2018-08-31,135.04931704,0.15,1.23,1434320.0,1434320.0,8.184853904800049
2018-09-30,134.56737144,0.23,1.24,1440877.0,1440877.0,8.397026016224356
