date,P,J,L,D
2018-01-31,100.0,0.0250855,,
2018-02-28,100.46154162,0.02520175,,
2018-03-31,100.29883256,0.024852625,0.5274008215676019,
2018-04-30,100.45002441,0.024852625,0.9214301100583113,
2018-05-31,100.31257344,0.0250854,2.5740729184537523,
2018-06-30,100.42665321,0.024930333333333332,3.0475754730107956,
2018-07-31,100.38431505,0.025018999999999996,4.683880864489879,
2018-08-31,99.76793088,0.025085625,0.9343239993350149,
2018-09-30,98.97276746,0.02503388888888889,-0.14804114912991595,
2018-10-31,98.59039519,0.024852625,-0.3816309675925198,
2018-11-30,98.87149829,0.024852625,-0.16073392102880055,
2018-12-31,99.14353524,0.024969125,0.5046801289991271,
2019-01-31,99.55820339,0.02301257142857143,0.4436276988386513,
2019-02-28,99.90901978,0.022979875,0.32715341401813564,
2019-03-31,100.16504718,0.023213499999999998,0.3583148514330523,
2019-04-30,100.32604199,0.022743666666666666,0.9359505455250167,
2019-05-31,100.52541356,0.022744,1.5106367814437498,
2019-06-30,100.94534932,0.022744,0.9127445203471771,
2019-07-31,101.0588588,0.023213499999999998,1.063764789301823,
2019-08-31,101.45675655,0.023369777777777778,0.5506554691953539,
2019-09-30,102.12483691,0.022979875,0.15413483032197367,
2019-10-31,102.31811468,0.023213499999999998,0.05997759409970609,
2019-11-30,102.60160614,0.022931299999999998,0.20805014073774084,
2019-12-31,103.03870199,0.022741777777777777,0.6185337973925076,
2020-01-31,103.77042878,0.0094035,-0.11354489745503794,
2020-02-29,104.33491486,0.011205875,-0.3128068074769936,
2020-03-31,104.99577474,0.0115178,-0.42873634503923497,
2020-04-30,105.47478486,0.011205875,-0.28274853501611635,
2020-05-31,106.02646503,0.011739714285714286,-0.2686642014376156,
2020-06-30,106.22319828,0.012074,0.15393732333533258,
2020-07-31,106.5239568,0.011205875,0.4194853820207779,
2020-08-31,106.86333871,0.010606875,0.8835180979294174,
2020-09-30,107.4944796,0.010790666666666665,0.11880846260019062,
2020-10-31,108.34457802,0.011002888888888888,-0.3251550472769246,
2020-11-30,108.93230109,0.010499285714285713,-0.4464899766213615,
2020-12-31,109.42180909,0.011650333333333332,-0.3734856152081083,
2021-01-31,109.61490933,0.017428,0.14939779122430646,
2021-02-28,110.25371732,0.015666714285714287,0.09878953490445433,
2021-03-31,110.61590949,0.017128,0.26173024944824685,
2021-04-30,110.80635537,0.014391875,0.26820387814516533,
2021-05-31,111.38042507,0.01468611111111111,0.37207746118226126,
2021-06-30,112.31172234,0.017507125,-0.20653652619515037,
2021-07-31,113.46575932,0.016209428571428573,-0.6236334413758654,
2021-08-31,114.13268156,0.016432099999999998,-0.6447944232902835,
2021-09-30,114.76223567,0.01762088888888889,-0.5498295734102788,
2021-10-31,115.45845882,0.018167625,-0.3526303458811767,
2021-11-30,115.87095026,0.01522725,-0.19821078354730115,
2021-12-31,116.65178962,0.01392225,-0.28554450567008904,
2022-01-31,117.50178996,0.047025625,-0.3605789438265248,
2022-02-28,118.72367162,0.045221142857142856,-0.6421265485058307,
2022-03-31,119.46202509,0.044589500000000004,-0.6263432721782715,
2022-04-30,120.19253793,0.04488488888888889,-0.5881197421740783,
2022-05-31,120.87363597,0.0472445,-0.38311337498295045,
2022-06-30,121.81638725,0.046805875,-0.46259786275406506,
2022-07-31,122.51110161,0.04527822222222222,-0.44313656238142374,
2022-08-31,123.28432661,0.047060333333333336,-0.47322993914665007,
2022-09-30,123.53180862,0.04725575,-0.10366510713414459,
2022-10-31,124.01545114,0.045250875,0.08106846882309719,
2022-11-30,124.94584463,0.04527822222222222,-0.04744228152007179,
2022-12-31,126.35779566,0.04673828571428572,-0.5876020657654635,
2023-01-31,127.32139067,0.049283,-0.6971763656294566,
2023-02-28,127.52882443,0.05028671428571429,-0.5055154420681426,
2023-03-31,127.5362418,0.04961744444444444,0.5353859671752493,
2023-04-30,127.63802447,0.04925225,5.758188483732391,
2023-05-31,128.17365972,0.049471125,2.13947181194449,
2023-06-30,128.60480818,0.049207,0.7527769541027481,
2023-07-31,129.13240669,0.04903071428571428,0.15202740339416687,
2023-08-31,129.73915256,0.04878057142857143,0.08929884499378866,
2023-09-30,130.71268134,0.049471125,-0.2806776831825827,
2023-10-31,131.8372122,0.04961744444444444,-0.515870604961284,
2023-11-30,132.64771681,0.04925225,-0.5713563967490523,
2023-12-31,132.92228895,0.04978428571428571,-0.3140247116936686,
2024-01-31,133.3012404,0.040422571428571426,0.23360359625359636,
2024-02-29,134.04744914,0.040663,0.3173061391332852,
2024-03-31,134.97067534,0.04050125,-0.2120049447072882,
2024-04-30,135.71606978,0.040663,-0.3834974660571252,
2024-05-31,136.88463037,0.0407026,-0.5245793618028025,
2024-06-30,137.80263438,0.040502125,-0.5172580853426672,
2024-07-31,138.12186872,0.040678142857142864,-0.362589181258988,
2024-08-31,137.61556171,0.04096155555555556,0.02915413223635044,
2024-09-30,136.72774595,0.04056322222222222,0.057801557901080894,
2024-10-31,137.12374293,0.040389,-0.00569580868909068,
2024-11-30,137.61896025,0.04086177777777778,0.0,
2024-12-31,139.01456841,0.041157111111111117,-0.30313923154566563,
2025-01-31,139.86143547,0.054697666666666665,-0.47460900803336714,
2025-02-28,140.71486007,0.053170625,-0.5742234020242472,
2025-03-31,140.59901279,0.05300022222222222,-0.006095309753971926,
2025-04-30,140.08361922,0.053936125,0.3058306054196281,
2025-05-31,139.82554128,0.053174374999999996,1.43149069358317,
2025-06-30,140.31171104,0.051972125,0.6049164630410824,
2025-07-31,141.16982365,0.052130333333333334,0.1822932581392081,
