date,P,P_incc,J,L_credito,L,D
2018-01-31,100.0,0.31,1.31,1410571.0,1410571.0,5.224420932148726
2018-02-28,100.0652098,0.13,1.24,1405303.0,1405303.0,5.235983733028494
2018-03-31,98.9351808,0.24,1.2,1415763.0,1415763.0,7.241834084169259
2018-04-30,98.02840471,0.29,1.17,1414907.0,1414907.0,8.890297427172563
2018-05-31,97.68864127,0.23,1.18,1419445.0,1419445.0,9.50300903732698
2018-06-30,97.87472076,0.97,1.23,1432717.0,1432717.0,7.4450690144932254
2018-07-31,98.00237781,0.61,1.24,1420881.0,1420881.0,5.824463505348316
2018-08-31,98.29357534,0.15,1.23,1434320.0,1434320.0,5.172293946937332
2018-09-30,98.60677461,0.23,1.24,1440877.0,1440877.0,5.157901903397346
2018-10-31,98.41497695,0.35,1.23,1417390.0,1417390.0,5.558892733737093
2018-11-30,96.89421564,0.13,1.18,1427818.0,1427818.0,8.312100780463961
2018-12-31,96.58659542,0.13,1.16,1462037.0,1462037.0,8.807356578170712
2019-01-31,97.32996666,0.49,1.21,1423002.0,1423002.0,8.543596088872137
2019-02-28,98.63836926,0.09,1.17,1424211.0,1424211.0,5.764845841340814
2019-03-31,97.07044798,0.31,1.11,1436695.0,1436695.0,8.022784337703765
2019-04-30,94.75163278,0.38,1.08,1420024.0,1420024.0,12.350922190507028
2019-05-31,94.40509675,0.03,1.09,1420549.0,1420549.0,13.006816816494776
2019-06-30,95.96252425,0.88,1.07,1419273.0,1419273.0,10.15391421650912
2019-07-31,98.59992066,0.58,1.05,1396922.0,1396922.0,5.9114262528346195
2019-08-31,99.07772247,0.42,1.02,1411215.0,1411215.0,5.22300740827504
2019-09-30,98.7000127,0.46,0.99,1427524.0,1427524.0,5.8720944126961525
2019-10-31,98.93643093,0.18,0.98,1415578.0,1415578.0,5.898314841570434
2019-11-30,99.55177856,0.04,0.95,1435147.0,1435147.0,5.8553625920609065
2019-12-31,99.38757209,0.21,0.94,1458826.0,1458826.0,5.414835640983629
2020-01-31,100.40583716,0.38,0.99,1431634.0,1431634.0,5.474519711128402
2020-02-29,101.27378275,0.33,0.95,1442009.0,1442009.0,5.4517474903372865
2020-03-31,101.78249177,0.26,0.91,1534303.0,1534303.0,4.952839975722088
2020-04-30,101.96401647,0.22,0.97,1554328.0,1554328.0,4.908886845954175
2020-05-31,101.69114935,0.2,0.99,1568161.0,1568161.0,5.359296417337562
2020-06-30,101.63028344,0.34,0.95,1581817.0,1581817.0,5.4368517049688965
2020-07-31,101.88976348,1.17,0.94,1609796.0,1609796.0,5.375440238413269
2020-08-31,102.19260969,0.72,0.92,1649768.0,1649768.0,4.8069333812789425
2020-09-30,102.49756318,1.16,0.9,1697670.0,1697670.0,4.594263648591269
2020-10-31,103.2428318,1.73,0.92,1719393.0,1719393.0,4.546583556808579
2020-11-30,103.91583938,1.28,0.89,1751350.0,1751350.0,4.476440726946247
2020-12-31,104.75491115,0.7,0.89,1780450.0,1780450.0,4.412568763088755
2021-01-31,105.14465886,0.89,0.96,1764350.0,1764350.0,4.447906859930873
2021-02-28,105.25796784,1.89,0.92,1774313.0,1774313.0,4.426038943232859
2021-03-31,105.23385022,1.3,0.93,1809384.0,1809384.0,4.390224833586018
2021-04-30,105.40616989,0.9,1.0,1804880.0,1804880.0,4.400110721050422
2021-05-31,105.97939241,2.22,1.0,1814790.0,1814790.0,4.3783591347333175
2021-06-30,106.64822403,2.16,1.02,1814263.0,1814263.0,4.338352174981766
2021-07-31,107.21741933,0.85,1.04,1830524.0,1830524.0,4.302660697171229
2021-08-31,107.58870603,0.46,1.09,1848208.0,1848208.0,4.2638458583789305
2021-09-30,107.04709392,0.51,1.17,1891192.0,1891192.0,5.073891066264606
2021-10-31,106.30191144,0.86,1.24,1907849.0,1907849.0,6.287942046881216
2021-11-30,105.81461069,0.67,1.4,1929659.0,1929659.0,7.0636224170372195
2021-12-31,105.945671,0.35,1.39,1970605.0,1970605.0,6.069358173874593
2022-01-31,106.23914452,0.71,1.43,1943805.0,1943805.0,4.8775701942685155
2022-02-28,106.28857083,0.38,1.41,1967754.0,1967754.0,4.001452807131243
2022-03-31,106.39615037,0.86,1.43,1990048.0,1990048.0,3.952519420112724
2022-04-30,106.22795035,0.95,1.44,1998547.0,1998547.0,4.2178756475337105
2022-05-31,106.13246464,2.28,1.44,2008336.0,2008336.0,4.357875428719452
2022-06-30,105.94113702,2.14,1.45,2047451.0,2047451.0,4.595886499955931
2022-07-31,106.34387888,0.86,1.46,2041622.0,2041622.0,4.324669855232555
2022-08-31,106.9257747,0.09,1.45,2058843.0,2058843.0,4.125385478040256
2022-09-30,107.74592115,0.09,1.44,2104721.0,2104721.0,3.7008221791701073
2022-10-31,108.6246039,0.12,1.43,2100060.0,2100060.0,3.7110526679515425
2022-11-30,109.82794741,0.36,1.45,2121812.0,2121812.0,3.6633089236962797
2022-12-31,110.31853083,0.09,1.47,2170267.0,2170267.0,3.5569544216785904
2023-01-31,110.19798163,0.46,1.51,2143696.0,2143696.0,3.811589136775173
2023-02-28,110.69671412,0.05,1.5,2128587.0,2128587.0,3.84475207498558
2023-03-31,111.46743548,0.3,1.47,2146398.0,2146398.0,3.80565848226167
2023-04-30,113.61821418,0.14,1.45,2136652.0,2136652.0,3.630736417041806
2023-05-31,114.43911643,0.59,1.44,2137582.0,2137582.0,3.628695148093783
2023-06-30,114.81873595,0.71,1.39,2161384.0,2161384.0,3.5764518325014802
2023-07-31,112.83969162,0.1,1.37,2145357.0,2145357.0,6.708175265921793
2023-08-31,111.76531287,0.17,1.34,2164354.0,2164354.0,8.377006686212823
2023-09-30,110.95082568,0.34,1.31,2204640.0,2204640.0,9.597800325860224
2023-10-31,111.72519995,0.2,1.32,2195088.0,2195088.0,6.522220568161929
2023-11-30,112.18583828,0.07,1.31,2211381.0,2211381.0,4.775930673488395
2023-12-31,112.61967428,0.31,1.27,2271990.0,2271990.0,3.3336813021089817
2024-01-31,112.87661906,0.27,1.3,2223506.0,2223506.0,3.4400994565992433
2024-02-29,113.34654771,0.13,1.27,2221893.0,2221893.0,3.4436398510219974
2024-03-31,114.54008691,0.28,1.26,2285751.0,2285751.0,3.3034771064167843
2024-04-30,115.67438827,0.52,1.25,2268846.0,2268846.0,3.340582108101007
2024-05-31,117.0545393,0.86,1.25,2277001.0,2277001.0,3.3226825938309785
2024-06-30,119.4579524,0.71,1.27,2336157.0,2336157.0,3.1928403294339414
2024-07-31,122.17244798,0.72,1.31,2321183.0,2321183.0,3.225706954409958
2024-08-31,125.66454821,0.7,1.31,2343924.0,2343924.0,3.175792441348679
2024-09-30,128.04832942,0.58,1.3,2384373.0,2384373.0,3.087010411586766
2024-10-31,129.66272033,0.68,1.32,2397484.0,2397484.0,3.058232909245337
2024-11-30,130.34528418,0.4,1.35,2435998.0,2435998.0,2.97369803584302
2024-12-31,130.34534432,0.5,1.4,2497213.0,2497213.0,2.8393364458933172
2025-01-31,130.28996134,0.83,1.51,2450444.0,2450444.0,3.0183238836700554
2025-02-28,130.86409594,0.4,1.53,2477987.0,2477987.0,2.9578693991158667
2025-03-31,131.64827684,0.39,1.49,2495720.0,2495720.0,2.918947009594049
2025-04-30,132.63068174,0.52,1.48,2513816.0,2513816.0,2.8028943078889896
2025-05-31,132.50939579,0.58,1.48,2532592.0,2532592.0,2.9259688703883007
2025-06-30,132.42531464,0.69,1.46,2547706.0,2547706.0,3.0067901886933615
2025-07-31,132.36011433,0.91,1.44,2544275.0,2544275.0,3.1027740963741453
2025-08-31,132.35710067,0.52,1.44,2546082.0,2546082.0,2.938612099762019
2025-09-30,132.44711477,0.17,1.43,2589912.0,2589912.0,2.7284138385835566
2025-10-31,132.62052635,0.3,1.47,2596177.0,2596177.0,2.6262095478934215
2025-11-30,132.56858294,0.27,1.44,2613896.0,2613896.0,2.6535920626129004
2025-12-31,131.66843886,0.21,1.42,2698990.0,2698990.0,3.686667303350815
2026-01-31,130.55611181,0.72,,,,6.901537607495981
