date,P,P_incc,J,L_credito,L,D
2018-01-31,100.0,0.31,1.31,1410571.0,1410571.0,5.5223802690798065
2018-02-28,100.27256512,0.13,1.24,1405303.0,1405303.0,5.533943069959575
2018-03-31,100.46088899,0.24,1.2,1415763.0,1415763.0,5.510984281576435
2018-04-30,100.48535477,0.29,1.17,1414907.0,1414907.0,5.512863126973755
2018-05-31,100.39943875,0.23,1.18,1419445.0,1419445.0,8.366347237258271
2018-06-30,100.65849164,0.97,1.23,1432717.0,1432717.0,8.337216353948422
2018-07-31,100.86355849,0.61,1.24,1420881.0,1420881.0,8.363195342409497
2018-08-31,101.21768001,0.15,1.23,1434320.0,1434320.0,5.470253283868412
2018-09-30,101.35031661,0.23,1.24,1440877.0,1440877.0,5.455861240328426
2018-10-31,101.51504699,0.35,1.23,1417390.0,1417390.0,5.507413158373819
2018-11-30,101.72880884,0.13,1.18,1427818.0,1427818.0,5.484524607201794
2018-12-31,101.85696931,0.13,1.16,1462037.0,1462037.0,5.409416884478786
2019-01-31,102.04471277,0.49,1.21,1423002.0,1423002.0,5.495095307474566
2019-02-28,102.24060837,0.09,1.17,1424211.0,1424211.0,5.492441657842137
2019-03-31,102.47711454,0.31,1.11,1436695.0,1436695.0,5.465040365855987
2019-04-30,102.62801616,0.38,1.08,1420024.0,1420024.0,5.501631757933934
2019-05-31,102.54844376,0.03,1.09,1420549.0,1420549.0,8.097132515940997
2019-06-30,102.43033346,0.88,1.07,1419273.0,1419273.0,11.957168298543284
2019-07-31,102.53442391,0.58,1.05,1396922.0,1396922.0,12.0062267955941
2019-08-31,102.98474203,0.42,1.02,1411215.0,1411215.0,9.378201819015207
2019-09-30,103.68026507,0.46,0.99,1427524.0,1427524.0,5.485169911578911
2019-10-31,104.18871048,0.18,0.98,1415578.0,1415578.0,5.511390340453192
2019-11-30,104.81158278,0.04,0.95,1435147.0,1435147.0,5.468438090943665
2019-12-31,105.09693732,0.21,0.94,1458826.0,1458826.0,5.416464749631584
2020-01-31,105.7218599,0.38,0.99,1431634.0,1431634.0,5.476148819776358
2020-02-29,106.08165563,0.33,0.95,1442009.0,1442009.0,5.453376598985241
2020-03-31,106.28390224,0.26,0.91,1534303.0,1534303.0,5.250799312653169
2020-04-30,106.35851437,0.22,0.97,1554328.0,1554328.0,5.206846182885256
2020-05-31,106.48967604,0.2,0.99,1568161.0,1568161.0,5.1764839534680505
2020-06-30,106.87780242,0.34,0.95,1581817.0,1581817.0,5.146510223624823
2020-07-31,107.2050206,1.17,0.94,1609796.0,1609796.0,5.085098757069196
2020-08-31,107.61610493,0.72,0.92,1649768.0,1649768.0,4.997363700735462
2020-09-30,107.84960197,1.16,0.9,1697670.0,1697670.0,4.892222985522349
2020-10-31,108.08854955,1.73,0.92,1719393.0,1719393.0,4.844542893739659
2020-11-30,108.43224871,1.28,0.89,1751350.0,1751350.0,4.774400063877327
2020-12-31,108.83785961,0.7,0.89,1780450.0,1780450.0,4.710528100019836
2021-01-31,109.06824654,0.89,0.96,1764350.0,1764350.0,4.745866196861953
2021-02-28,109.55708591,1.89,0.92,1774313.0,1774313.0,4.72399828016394
2021-03-31,109.84186586,1.3,0.93,1809384.0,1809384.0,4.647020491695002
2021-04-30,110.37346186,0.9,1.0,1804880.0,1804880.0,4.656906379159405
2021-05-31,110.77599608,2.22,1.0,1814790.0,1814790.0,4.635154792842301
2021-06-30,111.65831287,2.16,1.02,1814263.0,1814263.0,4.636311511912847
2021-07-31,112.90472744,0.85,1.04,1830524.0,1830524.0,4.600620034102309
2021-08-31,114.55275503,0.46,1.09,1848208.0,1848208.0,4.5618051953100105
2021-09-30,116.28564762,0.51,1.17,1891192.0,1891192.0,4.467459061480099
2021-10-31,117.84508486,0.86,1.24,1907849.0,1907849.0,4.430898398182015
2021-11-30,119.40217304,0.67,1.4,1929659.0,1929659.0,4.3830273489816065
2021-12-31,122.44482975,0.35,1.39,1970605.0,1970605.0,4.293154447534567
2022-01-31,125.80202761,0.71,1.43,1943805.0,1943805.0,4.351978111843185
2022-02-28,129.38477069,0.38,1.41,1967754.0,1967754.0,4.299412144062323
2022-03-31,131.2391799,0.86,1.43,1990048.0,1990048.0,4.250478757043804
2022-04-30,133.4985033,0.95,1.44,1998547.0,1998547.0,4.231824192754291
2022-05-31,134.99709598,2.28,1.44,2008336.0,2008336.0,4.210338190891715
2022-06-30,136.28092,2.14,1.45,2047451.0,2047451.0,4.124484174868148
2022-07-31,137.34710687,0.86,1.46,2041622.0,2041622.0,4.1372783218552724
2022-08-31,138.60002602,0.09,1.45,2058843.0,2058843.0,4.099479727711291
2022-09-30,139.60945337,0.09,1.44,2104721.0,2104721.0,3.9987815161011877
2022-10-31,141.32976389,0.12,1.43,2100060.0,2100060.0,4.0090120048826225
2022-11-30,143.49329252,0.36,1.45,2121812.0,2121812.0,3.96126826062736
2022-12-31,146.22927735,0.09,1.47,2170267.0,2170267.0,3.854913758609671
2023-01-31,147.76771598,0.46,1.51,2143696.0,2143696.0,3.9132347878762483
2023-02-28,149.59309848,0.05,1.5,2128587.0,2128587.0,3.9463977260866554
2023-03-31,152.2180582,0.3,1.47,2146398.0,2146398.0,3.907304133362745
2023-04-30,154.59082694,0.14,1.45,2136652.0,2136652.0,3.928695753972886
2023-05-31,156.92295112,0.59,1.44,2137582.0,2137582.0,3.9266544850248635
2023-06-30,158.71428822,0.71,1.39,2161384.0,2161384.0,3.8744111694325607
2023-07-31,159.24440122,0.1,1.37,2145357.0,2145357.0,3.9095890376368225
2023-08-31,159.53505482,0.17,1.34,2164354.0,2164354.0,3.8678922782759715
2023-09-30,159.23900351,0.34,1.31,2204640.0,2204640.0,9.994283942806188
2023-10-31,160.11117562,0.2,1.32,2195088.0,2195088.0,10.015249750323946
2023-11-30,160.13477989,0.07,1.31,2211381.0,2211381.0,9.979488035302293
2023-12-31,160.14794224,0.31,1.27,2271990.0,2271990.0,3.6316406390400617
2024-01-31,162.16643648,0.27,1.3,2223506.0,2223506.0,3.7380587935303238
2024-02-29,166.09627325,0.13,1.27,2221893.0,2221893.0,3.741599187953078
2024-03-31,170.37469115,0.28,1.26,2285751.0,2285751.0,3.6014364433478647
2024-04-30,173.13516856,0.52,1.25,2268846.0,2268846.0,3.6385414450320877
2024-05-31,174.49571936,0.86,1.25,2277001.0,2277001.0,3.6206419307620585
2024-06-30,175.7790904,0.71,1.27,2336157.0,2336157.0,3.490799666365022
2024-07-31,176.96669306,0.72,1.31,2321183.0,2321183.0,3.5236662913410384
2024-08-31,178.45838821,0.7,1.31,2343924.0,2343924.0,3.4737517782797593
2024-09-30,179.8991319,0.58,1.3,2384373.0,2384373.0,3.3849697485178463
2024-10-31,180.01161975,0.68,1.32,2397484.0,2397484.0,3.356192246176417
2024-11-30,179.82623696,0.4,1.35,2435998.0,2435998.0,6.720602484488172
2024-12-31,179.78913331,0.5,1.4,2497213.0,2497213.0,7.277245571490205
2025-01-31,181.08153581,0.83,1.51,2450444.0,2450444.0,7.379899450447285
2025-02-28,182.11266486,0.4,1.53,2477987.0,2477987.0,3.870499854179025
2025-03-31,183.27892514,0.39,1.49,2495720.0,2495720.0,3.140572787705471
2025-04-30,184.32099188,0.52,1.48,2513816.0,2513816.0,3.10085364482007
2025-05-31,185.9512442,0.58,1.48,2532592.0,2532592.0,3.05964196119848
2025-06-30,187.20717589,0.69,1.46,2547706.0,2547706.0,3.0264680484238364
2025-07-31,189.04258053,0.91,1.44,2544275.0,2544275.0,3.0339987944030478
2025-08-31,190.89610619,0.52,1.44,2546082.0,2546082.0,3.030032586887911
2025-09-30,192.16788979,0.17,1.43,2589912.0,2589912.0,2.9338295567891532
2025-10-31,193.78921122,0.3,1.47,2596177.0,2596177.0,2.9200784278005902
2025-11-30,194.75784616,0.27,1.44,2613896.0,2613896.0,2.881186767058635
2025-12-31,196.74709759,0.21,1.42,2698990.0,2698990.0,2.6944128532273846
2026-01-31,198.11546046,0.72,,,,4.3915845825357565
