date,P,P_incc,J,L_credito,L,D
2018-01-31,100.0,0.31,1.31,1410571.0,1410571.0,
2018-02-28,100.62082646,0.13,1.24,1405303.0,1405303.0,
2018-03-31,101.28095027,0.24,1.2,1415763.0,1415763.0,
2018-04-30,101.31914214,0.29,1.17,1414907.0,1414907.0,
2018-05-31,101.46666479,0.23,1.18,1419445.0,1419445.0,
2018-06-30,101.38697812,0.97,1.23,1432717.0,1432717.0,
2018-07-31,101.34829745,0.61,1.24,1420881.0,1420881.0,
2018-08-31,101.63702475,0.15,1.23,1434320.0,1434320.0,
2018-09-30,102.17234797,0.23,1.24,1440877.0,1440877.0,
2018-10-31,103.29777198,0.35,1.23,1417390.0,1417390.0,
2018-11-30,103.91585969,0.13,1.18,1427818.0,1427818.0,
2018-12-31,104.54032731,0.13,1.16,1462037.0,1462037.0,
2019-01-31,104.76260488,0.49,1.21,1423002.0,1423002.0,
2019-02-28,105.37960839,0.09,1.17,1424211.0,1424211.0,
2019-03-31,105.71893802,0.31,1.11,1436695.0,1436695.0,
2019-04-30,106.08203883,0.38,1.08,1420024.0,1420024.0,
2019-05-31,106.25243882,0.03,1.09,1420549.0,1420549.0,
2019-06-30,106.27306029,0.88,1.07,1419273.0,1419273.0,
2019-07-31,106.3738341,0.58,1.05,1396922.0,1396922.0,
2019-08-31,106.4898257,0.42,1.02,1411215.0,1411215.0,
2019-09-30,107.01719655,0.46,0.99,1427524.0,1427524.0,
2019-10-31,107.90825774,0.18,0.98,1415578.0,1415578.0,
2019-11-30,107.88824555,0.04,0.95,1435147.0,1435147.0,
2019-12-31,107.84202803,0.21,0.94,1458826.0,1458826.0,
2020-01-31,107.24613852,0.38,0.99,1431634.0,1431634.0,
2020-02-29,107.53816325,0.33,0.95,1442009.0,1442009.0,
2020-03-31,107.64155033,0.26,0.91,1534303.0,1534303.0,
2020-04-30,108.03270233,0.22,0.97,1554328.0,1554328.0,
2020-05-31,108.36929017,0.2,0.99,1568161.0,1568161.0,
2020-06-30,108.64934042,0.34,0.95,1581817.0,1581817.0,
2020-07-31,108.92373168,1.17,0.94,1609796.0,1609796.0,
2020-08-31,109.65943111,0.72,0.92,1649768.0,1649768.0,
2020-09-30,110.7440334,1.16,0.9,1697670.0,1697670.0,
2020-10-31,112.24739403,1.73,0.92,1719393.0,1719393.0,
2020-11-30,113.03485837,1.28,0.89,1751350.0,1751350.0,
2020-12-31,114.00259571,0.7,0.89,1780450.0,1780450.0,
2021-01-31,114.81101359,0.89,0.96,1764350.0,1764350.0,
2021-02-28,115.71956439,1.89,0.92,1774313.0,1774313.0,
2021-03-31,116.31811607,1.3,0.93,1809384.0,1809384.0,
2021-04-30,117.14808164,0.9,1.0,1804880.0,1804880.0,
2021-05-31,118.02661583,2.22,1.0,1814790.0,1814790.0,
2021-06-30,119.83789086,2.16,1.02,1814263.0,1814263.0,
2021-07-31,122.23270406,0.85,1.04,1830524.0,1830524.0,
2021-08-31,124.84733114,0.46,1.09,1848208.0,1848208.0,
2021-09-30,127.46300745,0.51,1.17,1891192.0,1891192.0,
2021-10-31,130.43671701,0.86,1.24,1907849.0,1907849.0,
2021-11-30,134.23606464,0.67,1.4,1929659.0,1929659.0,
2021-12-31,138.18352253,0.35,1.39,1970605.0,1970605.0,
2022-01-31,140.98886809,0.71,1.43,1943805.0,1943805.0,
2022-02-28,143.16258351,0.38,1.41,1967754.0,1967754.0,
2022-03-31,145.31237017,0.86,1.43,1990048.0,1990048.0,
2022-04-30,146.82964103,0.95,1.44,1998547.0,1998547.0,
2022-05-31,147.26758767,2.28,1.44,2008336.0,2008336.0,
2022-06-30,148.32022955,2.14,1.45,2047451.0,2047451.0,
2022-07-31,150.19739446,0.86,1.46,2041622.0,2041622.0,
2022-08-31,153.6177772,0.09,1.45,2058843.0,2058843.0,
2022-09-30,157.84071107,0.09,1.44,2104721.0,2104721.0,
2022-10-31,162.61623053,0.12,1.43,2100060.0,2100060.0,
2022-11-30,166.64963033,0.36,1.45,2121812.0,2121812.0,
2022-12-31,168.21392062,0.09,1.47,2170267.0,2170267.0,
2023-01-31,170.31579073,0.46,1.51,2143696.0,2143696.0,
2023-02-28,171.8144621,0.05,1.5,2128587.0,2128587.0,
2023-03-31,175.37340144,0.3,1.47,2146398.0,2146398.0,
2023-04-30,178.28199581,0.14,1.45,2136652.0,2136652.0,
2023-05-31,180.34532988,0.59,1.44,2137582.0,2137582.0,
2023-06-30,181.55508502,0.71,1.39,2161384.0,2161384.0,
2023-07-31,182.14266609,0.1,1.37,2145357.0,2145357.0,
2023-08-31,183.62238556,0.17,1.34,2164354.0,2164354.0,
2023-09-30,184.13628191,0.34,1.31,2204640.0,2204640.0,
2023-10-31,184.91186582,0.2,1.32,2195088.0,2195088.0,
2023-11-30,185.69097112,0.07,1.31,2211381.0,2211381.0,
2023-12-31,186.42000921,0.31,1.27,2271990.0,2271990.0,
2024-01-31,186.43523721,0.27,1.3,2223506.0,2223506.0,
2024-02-29,186.72989769,0.13,1.27,2221893.0,2221893.0,
2024-03-31,187.61898252,0.28,1.26,2285751.0,2285751.0,
2024-04-30,188.9242017,0.52,1.25,2268846.0,2268846.0,
2024-05-31,191.13809663,0.86,1.25,2277001.0,2277001.0,
2024-06-30,192.79753989,0.71,1.27,2336157.0,2336157.0,
2024-07-31,194.53579919,0.72,1.31,2321183.0,2321183.0,
2024-08-31,196.32190551,0.7,1.31,2343924.0,2343924.0,
2024-09-30,197.64823834,0.58,1.3,2384373.0,2384373.0,
2024-10-31,199.2101721,0.68,1.32,2397484.0,2397484.0,
2024-11-30,200.10325299,0.4,1.35,2435998.0,2435998.0,
2024-12-31,202.27173587,0.5,1.4,2497213.0,2497213.0,
2025-01-31,204.30619471,0.83,1.51,2450444.0,2450444.0,
2025-02-28,206.70697028,0.4,1.53,2477987.0,2477987.0,
2025-03-31,208.55962677,0.39,1.49,2495720.0,2495720.0,
2025-04-30,211.42582867,0.52,1.48,2513816.0,2513816.0,
2025-05-31,213.86289687,0.58,1.48,2532592.0,2532592.0,
2025-06-30,215.74607447,0.69,1.46,2547706.0,2547706.0,
2025-07-31,216.35389334,0.91,1.44,2544275.0,2544275.0,
2025-08-31,215.91126317,0.52,1.44,2546082.0,2546082.0,
2025-09-30,215.10790755,0.17,1.43,2589912.0,2589912.0,
2025-10-31,214.98775876,0.3,1.47,2596177.0,2596177.0,
2025-11-30,215.85126297,0.27,1.44,2613896.0,2613896.0,
2025-12-31,216.88984916,0.21,1.42,2698990.0,2698990.0,
2026-01-31,217.4690008,0.72,,,,
