date,price,log_price,r
2023-04-17,9.5,2.2512917986064953,0.0496326242024101
2023-04-18,9.02,2.199444334074532,-0.051847464531963094
2023-04-19,9.0,2.1972245773362196,-0.0022197567383126504
2023-04-20,8.85,2.180417459019838,-0.016807118316381597
2023-04-21,9.05,2.2027647577118348,0.02234729869199681
2023-04-24,9.27,2.2267833795777636,0.024018621865928846
2023-04-25,8.91,2.187174241482718,-0.039609138095045626
2023-04-26,8.47,2.136530508663963,-0.050643732818755005
2023-04-27,8.97,2.1938856760707046,0.057355167406741625
2023-04-28,9.03,2.200552367428894,0.006666691358189425
2023-05-01,8.83,2.178155014615869,-0.02239735281302524
2023-05-02,8.59,2.150598735996164,-0.027556278619704777
2023-05-03,8.86,2.1815467646169897,0.030948028620825685
2023-05-04,8.78,2.172476407647025,-0.00907035696996461
2023-05-05,9.29,2.2289385528257473,0.05646214517872217
2023-05-08,9.29,2.2289385528257473,0.0
2023-05-09,8.005,2.080066346448678,-0.1488722063770691
2023-05-10,7.83,2.057962510002712,-0.022103836445966252
2023-05-11,7.65,2.0347056478384444,-0.023256862164267478
2023-05-12,7.48,2.012232791986386,-0.022472855852058604
2023-05-15,7.85,2.060513531794317,0.04828073980793102
2023-05-16,7.55,2.0215475632609334,-0.03896596853338341
2023-05-17,8.04,2.0844290831908747,0.06288151992994129
2023-05-18,7.87,2.063058062429312,-0.021371020761562942
2023-05-19,7.73,2.0451088625993306,-0.01794919982998122
2023-05-22,8.83,2.178155014615869,0.13304615201653824
2023-05-23,8.81,2.175887439948088,-0.002267574667780714
2023-05-24,8.46,2.135349173618132,-0.04053826632995605
2023-05-25,8.38,2.125847914493992,-0.009501259124140127
2023-05-26,8.25,2.1102132003465894,-0.015634714147402473
2023-05-30,8.84,2.179286876649552,0.06907367630296246
2023-05-31,8.32,2.1186622548331173,-0.060624621816434576
2023-06-01,8.46,2.135349173618132,0.016686918785014715
2023-06-02,8.77,2.1713368063840917,0.03598763276595962
2023-06-05,8.42,2.130609828254235,-0.040726978129856484
2023-06-06,9.04,2.201659174404085,0.07104934614985003
2023-06-07,9.55,2.256541154492639,0.05488198008855383
2023-06-08,9.52,2.253394848803274,-0.0031463056893650254
2023-06-09,9.17,2.2159372862683733,-0.037457562534900735
2023-06-12,10.37,2.3389170222414357,0.12297973597306244
2023-06-13,10.91,2.3896797998449792,0.05076277760354353
2023-06-14,10.69,2.3693087250369538,-0.02037107480802547
2023-06-15,10.82,2.3813962734183356,0.012087548381381819
2023-06-16,10.57,2.3580197998821464,-0.023376473536189213
2023-06-20,9.98,2.300583090323373,-0.05743670955877356
2023-06-21,9.88,2.2905125117597764,-0.010070578563596388
2023-06-22,9.68,2.2700619012884857,-0.02045061047129071
2023-06-23,9.2,2.2192034840549946,-0.05085841723349116
2023-06-26,9.13,2.211565694606877,-0.007637789448117438
2023-06-27,9.26,2.225704048658088,0.014138354051211
2023-06-28,9.44,2.244955980157409,0.019251931499320918
2023-06-29,10.0,2.302585092994046,0.05762911283663685
2023-06-30,10.39,2.340843805111136,0.03825871211709009
2023-07-03,10.3,2.33214389523559,-0.00869990987554603
2023-07-05,10.64,2.3646204839134985,0.03247658867790859
2023-07-06,9.95,2.2975725511705014,-0.06704793274299714
2023-07-07,10.61,2.3617969526258915,0.0642244014553901
2023-07-10,10.95,2.3933394562625097,0.03154250363661815
2023-07-11,11.18,2.414126467726953,0.020787011464443506
2023-07-12,11.5,2.4423470353692043,0.028220567642251115
2023-07-13,12.36,2.514465452029545,0.07211841666034058
2023-07-14,12.14,2.4965057856313524,-0.017959666398192464
2023-07-17,12.76,2.546315277916644,0.04980949228529141
2023-07-18,12.79,2.548663615590751,0.002348337674107359
2023-07-19,13.17,2.5779415157551897,0.02927790016443854
2023-07-20,12.62,2.5352828571130672,-0.04265865864212248
2023-07-21,12.39,2.516889695641051,-0.018393161472016306
2023-07-24,12.33,2.512035317176253,-0.0048543784647980814
2023-07-25,11.83,2.4706386779902956,-0.04139663918595726
2023-07-26,12.01,2.485739636091892,0.015100958101596618
2023-07-27,11.65,2.4553061800117097,-0.03043345608018244
2023-07-28,11.86,2.4731713935695794,0.01786521355786963
2023-07-31,13.12,2.574137783515943,0.10096638994636375
2023-08-01,12.76,2.546315277916644,-0.02782250559929933
2023-08-02,11.65,2.4553061800117097,-0.09100909790493406
2023-08-03,11.715,2.460870071959759,0.005563891948049182
2023-08-04,11.56,2.4475508632442313,-0.013319208715527608
2023-08-07,11.05,2.402430427963762,-0.04512043528046927
2023-08-08,10.91,2.3896797998449792,-0.012750628118782803
2023-08-09,10.75,2.3749057545736716,-0.014774045271307656
2023-08-10,9.05,2.2027647577118348,-0.17214099686183681
2023-08-11,9.11,2.209372711271867,0.006607953560032076
2023-08-14,9.29,2.2289385528257473,0.019565841553880414
2023-08-15,8.89,2.1849270495258133,-0.044011503299933974
2023-08-16,8.58,2.149433913499871,-0.035493136025942285
2023-08-17,8.59,2.150598735996164,0.0011648224962930165
2023-08-18,8.64,2.1564025828159643,0.005803846819800285
2023-08-21,8.84,2.179286876649552,0.022884293833587588
2023-08-22,8.43,2.131796772013764,-0.047490104635787844
2023-08-23,8.2,2.1041341542702074,-0.027662617743556606
2023-08-24,7.99,2.0781907597781832,-0.025943394492024208
2023-08-25,8.13,2.0955609235597192,0.017370163781535997
2023-08-28,8.33,2.1198634561787513,0.024302532619032036
2023-08-29,8.88,2.1838015570040787,0.06393810082532747
2023-08-30,8.57,2.1482677326096886,-0.03553382439439012
2023-08-31,8.46,2.135349173618132,-0.012918558991556583
2023-09-01,8.51,2.1412419425852827,0.00589276896715063
2023-09-05,8.56,2.1471001901536506,0.005858247568367947
2023-09-06,8.45,2.134166441369082,-0.012933748784568433
2023-09-07,8.27,2.1126345090356,-0.021531932333482384
2023-09-08,7.96,2.0744289998562917,-0.038205509179308095
2023-09-11,7.99,2.0781907597781832,0.0037617599218915387
2023-09-12,8.3,2.1162555148025524,0.038064755024369124
2023-09-13,8.21,2.105352923464337,-0.010902591338215473
2023-09-14,8.73,2.166765369851511,0.061412446387174136
2023-09-15,8.52,2.1424163408412245,-0.02434902901028657
2023-09-18,8.15,2.0980179272527715,-0.04439841358845298
2023-09-19,8.24,2.1090003439213802,0.010982416668608774
2023-09-20,8.09,2.0906287310704004,-0.01837161285097988
2023-09-21,7.6,2.028148247292285,-0.062480483778115214
2023-09-22,7.43,2.005525858729668,-0.022622388562617335
2023-09-25,7.47,2.010894999144726,0.0053691404150582045
2023-09-26,7.55,2.0215475632609334,0.010652564116207408
2023-09-27,7.73,2.0451088625993306,0.023561299338397124
2023-09-28,7.57,2.0241930674493576,-0.020915795149972993
2023-09-29,7.6,2.028148247292285,0.003955179842927592
2023-10-02,6.825,1.9205923410710235,-0.10755590622126165
2023-10-03,6.53,1.8764069432883397,-0.04418539778268382
2023-10-04,6.53,1.8764069432883397,0.0
2023-10-05,6.4,1.8562979903656263,-0.02010895292271342
2023-10-06,6.61,1.888583653863595,0.032285663497968686
2023-10-09,6.41,1.8578592709325787,-0.030724382931016203
2023-10-10,7.16,1.9685099809725544,0.11065071003997562
2023-10-11,7.54,2.020222182019865,0.05171220104731056
2023-10-12,7.41,2.0028304393079956,-0.017391742711869274
2023-10-13,7.34,1.9933388426264242,-0.009491596681571401
2023-10-16,7.51,2.0162354657760435,0.022896623149619266
2023-10-17,7.72,2.0438143640366846,0.027578898260641083
2023-10-18,7.0,1.9459101490553132,-0.09790421498137136
2023-10-19,6.56,1.8809906029559975,-0.06491954609931572
2023-10-20,6.1,1.8082887711792655,-0.07270183177673206
2023-10-23,5.88,1.7715567619105355,-0.03673200926872999
2023-10-24,6.3,1.840549633397487,0.06899287148695143
2023-10-25,6.22,1.827769906751088,-0.012779726646398926
2023-10-26,6.26,1.8341801851120072,0.00641027836091923
2023-10-27,5.9,1.7749523509116738,-0.059227834200333396
2023-10-30,5.7,1.7404661748405046,-0.03448617607116922
2023-10-31,5.89,1.7732559976634952,0.03278982282299059
2023-11-01,5.75,1.749199854809259,-0.024056142854236073
2023-11-02,6.27,1.8357763546448294,0.08657649983557025
2023-11-03,6.62,1.890095369948917,0.05431901530408756
2023-11-06,6.26,1.8341801851120072,-0.055915184836909715
2023-11-07,6.23,1.8293763327993617,-0.004803852312645462
2023-11-08,6.02,1.7950872593207297,-0.03428907347863208
2023-11-09,5.93,1.780024213009634,-0.015063046311095674
2023-11-10,3.53,1.2612978709452054,-0.5187263420644286
2023-11-13,3.47,1.244154593958768,-0.017143276986437472
2023-11-14,4.23,1.4422019930581866,0.1980473990994187
2023-11-15,4.35,1.4701758451005926,0.02797385204240599
2023-11-16,4.18,1.430311246536665,-0.039864598563927656
2023-11-17,4.0,1.3862943611198906,-0.0440168854167744
2023-11-20,3.87,1.3532545070416904,-0.033039854078200204
2023-11-21,3.565,1.2711640538662592,-0.08209045317543118
2023-11-22,3.48,1.247032293786383,-0.024131760079876274
2023-11-24,3.47,1.244154593958768,-0.002877699827614988
2023-11-27,3.42,1.2296405510745139,-0.014514042884254064
2023-11-28,3.84,1.3454723665996355,0.11583181552512167
2023-11-29,3.93,1.3686394258811698,0.023167059281534286
2023-11-30,4.04,1.3962446919730587,0.027605266091888847
2023-12-01,4.54,1.5129270120532565,0.11668232008019785
2023-12-04,4.8,1.5686159179138452,0.05568890586058872
2023-12-05,4.24,1.4445632692438664,-0.1240526486699789
2023-12-06,3.99,1.3837912309017721,-0.060772038342094215
2023-12-07,4.09,1.4085449700547104,0.024753739152938214
2023-12-08,4.01,1.3887912413184778,-0.0197537287362326
2023-12-11,4.09,1.4085449700547104,0.0197537287362326
2023-12-12,3.93,1.3686394258811698,-0.03990554417354053
2023-12-13,4.31,1.4609379041156563,0.09229847823448645
2023-12-14,4.79,1.5665304114228238,0.10559250730716752
2023-12-15,4.71,1.5496879080283263,-0.016842503394497443
2023-12-18,4.43,1.4883995840570443,-0.06128832397128203
2023-12-19,4.41,1.4838746894587547,-0.004524894598289642
2023-12-20,4.16,1.425515074273172,-0.05835961518558275
2023-12-21,4.41,1.4838746894587547,0.05835961518558275
2023-12-22,4.52,1.5085119938441398,0.02463730438538514
2023-12-26,4.78,1.5644405465033646,0.055928552659224806
2023-12-27,4.71,1.5496879080283263,-0.014752638475038271
2023-12-28,4.71,1.5496879080283263,0.0
2023-12-29,4.5,1.5040773967762742,-0.04561051125205218
2024-01-02,4.59,1.5238800240724537,0.019802627296179542
