data,valor
01/02/2000,0.068619
01/02/2001,0.055891
01/02/2002,0.069220
01/02/2005,0.066509
01/02/2006,0.063102
01/02/2007,0.048265
01/02/2008,0.042065
01/02/2010,0.032927
01/02/2011,0.041993
01/02/2012,0.039270
01/02/2013,0.027260
01/02/2016,0.052531
01/02/2017,0.048159
01/02/2018,0.026481
01/02/2019,0.024620
01/02/2021,0.007469
01/02/2022,0.034749
01/02/2023,0.050788
01/02/2024,0.041957
01/03/2000,0.068652
01/03/2001,0.055891
01/03/2002,0.068385
01/03/2004,0.059906
01/03/2005,0.068184
01/03/2006,0.063305
01/03/2007,0.048265
01/03/2010,0.032927
01/03/2011,0.042029
01/03/2012,0.039270
01/03/2013,0.027371
01/03/2016,0.052531
01/03/2017,0.045513
01/03/2018,0.025552
01/03/2019,0.024620
01/03/2021,0.007469
01/03/2023,0.050788
01/03/2024,0.041957
01/04/2002,0.067280
01/04/2003,0.092761
01/04/2004,0.059256
01/04/2005,0.069853
01/04/2008,0.042065
01/04/2009,0.041993
01/04/2010,0.032927
01/04/2011,0.043810
01/04/2013,0.027445
01/04/2014,0.040168
01/04/2015,0.047279
01/04/2016,0.052531
01/04/2019,0.024620
01/04/2020,0.014227
01/04/2021,0.010379
01/04/2022,0.043739
01/04/2024,0.040168
01/04/2025,0.052531
01/06/2000,0.067180
01/06/2001,0.061677
01/06/2004,0.058160
01/06/2005,0.071581
01/06/2006,0.056063
01/06/2007,0.046503
01/06/2009,0.038406
01/06/2010,0.035657
01/06/2011,0.044698
01/06/2012,0.031976
01/06/2015,0.049037
01/06/2016,0.052531
01/06/2017,0.038370
01/06/2018,0.024620
01/06/2020,0.011345
01/06/2021,0.013269
01/06/2022,0.047279
01/06/2023,0.050788
01/07/2002,0.067079
01/07/2003,0.090996
01/07/2004,0.058229
01/07/2005,0.071481
01/07/2008,0.045584
01/07/2009,0.034786
01/07/2010,0.038406
01/07/2011,0.045584
01/07/2013,0.030177
01/07/2014,0.041063
01/07/2015,0.050788
01/07/2016,0.052531
01/07/2019,0.024620
01/07/2020,0.008442
01/07/2021,0.016137
01/07/2022,0.049037
01/07/2024,0.039270
01/07/2025,0.055131
01/08/2000,0.060281
01/08/2001,0.068652
01/08/2002,0.065129
01/08/2003,0.086454
01/08/2005,0.071515
01/08/2006,0.054301
01/08/2007,0.042956
01/08/2008,0.048230
01/08/2011,0.046468
01/08/2012,0.030140
01/08/2013,0.032012
01/08/2014,0.041063
01/08/2016,0.052531
01/08/2017,0.034749
01/08/2018,0.024620
01/08/2019,0.022751
01/08/2022,0.049037
01/08/2023,0.050788
01/08/2024,0.039270
01/08/2025,0.055131
01/09/2000,0.060281
01/09/2003,0.078386
01/09/2004,0.058640
01/09/2005,0.071515
