date,price
2018-01-01,99.59625656907116
2018-01-02,99.50278621954874
2018-01-03,100.23578616914381
2018-01-04,100.42338961124734
2018-01-05,100.97735652447608
2018-01-08,101.36033264609713
2018-01-09,101.12925990198482
2018-01-10,101.49497204027016
2018-01-11,101.42567694896489
2018-01-12,101.3534930850224
2018-01-15,101.49404983645304
2018-01-16,100.81332329313015
2018-01-17,101.50736454572542
2018-01-18,101.25842420746383
2018-01-19,101.85775199665052
2018-01-22,102.01897825414297
2018-01-23,102.89602606333116
2018-01-24,102.64938740268042
2018-01-25,102.58176637898791
2018-01-26,102.84767879146158
2018-01-29,101.81034211899586
2018-01-30,102.32472129881009
2018-01-31,103.20935009736377
2018-02-01,103.88593149231049
2018-02-02,104.37261502498218
2018-02-05,104.39037141653512
2018-02-06,105.15620954014399
2018-02-07,105.81762650026192
2018-02-08,106.12102752066461
2018-02-09,106.21929559614836
2018-02-12,106.12280370474502
2018-02-13,105.56699637318216
2018-02-14,106.31186897193956
2018-02-15,105.2582353501868
2018-02-16,105.15821003618646
2018-02-19,105.33943797813276
2018-02-20,105.8885668106536
2018-02-21,106.92157168882265
2018-02-22,107.55068337483804
2018-02-23,107.490729063928
2018-02-26,107.97991529860398
2018-02-27,107.39753591924581
2018-02-28,108.26554197691851
2018-03-01,108.27827728442465
2018-03-02,108.01129003775067
2018-03-05,107.76365597550136
2018-03-06,107.82759962447895
2018-03-07,107.71294019260537
2018-03-08,109.05139414587455
2018-03-09,108.75834158871368
2018-03-12,108.8740173895211
2018-03-13,108.98733245702203
2018-03-14,109.10088668762468
2018-03-15,109.22934446390353
2018-03-16,109.06477100161882
2018-03-19,108.84500498098795
2018-03-20,108.47438857374452
2018-03-21,107.76718674718431
2018-03-22,107.98094282218914
2018-03-23,108.61142862901414
2018-03-26,108.41443206260159
2018-03-27,108.20938953215912
2018-03-28,108.13557110418049
2018-03-29,107.98394181860156
2018-03-30,107.30778283951526
2018-04-02,108.14000396502159
2018-04-03,108.4752156889609
2018-04-04,108.18722000947443
2018-04-05,108.44564760450366
2018-04-06,108.30559528631025
2018-04-09,108.28846408603911
2018-04-10,108.58339001602921
2018-04-11,109.20024116912145
2018-04-12,110.13213723503242
2018-04-13,111.1744333770439
2018-04-16,111.1361633265789
2018-04-17,110.95862712353251
2018-04-18,111.11385437593376
2018-04-19,111.28529251037907
2018-04-20,110.97733567142028
2018-04-23,110.73319075002948
2018-04-24,111.28450046224133
2018-04-25,112.30282244991834
2018-04-26,112.27671460253208
2018-04-27,112.01431372625719
2018-04-30,111.95643341159528
2018-05-01,111.5010660034524
2018-05-02,111.44930151636572
2018-05-03,111.78551753441705
2018-05-04,111.84067327754003
2018-05-07,112.63451389534791
2018-05-08,112.82101519374118
2018-05-09,113.19457315092782
2018-05-10,113.21225692101883
2018-05-11,114.06206899866523
2018-05-14,113.46915491420538
2018-05-15,113.39905755031103
2018-05-16,112.83703809077991
2018-05-17,113.40619331487677
2018-05-18,113.9919253952907
2018-05-21,113.8007119763109
2018-05-22,114.85142593033781
2018-05-23,114.78410678572305
2018-05-24,114.09553754504887
2018-05-25,114.03781723826188
2018-05-28,114.34614711316581
2018-05-29,114.31505375473034
2018-05-30,115.72143365364711
2018-05-31,116.32206917526966
2018-06-01,117.43901757154703
2018-06-04,118.36210672611556
2018-06-05,117.47431374842081
2018-06-06,117.35821337447152
2018-06-07,115.87227209547042
2018-06-08,115.60237466854237
2018-06-11,116.35338928685577
2018-06-12,115.96819401015817
2018-06-13,115.70368944864407
2018-06-14,115.99686821434754
2018-06-15,116.55925555798731
2018-06-18,116.4565460532933
2018-06-19,116.41241029838805
2018-06-20,116.98948463103423
2018-06-21,117.24366186005979
2018-06-22,117.18195707027594
2018-06-25,117.47204998739356
2018-06-26,117.62258194604354
2018-06-27,117.87847312546866
2018-06-28,119.17111016964175
2018-06-29,119.09652768154169
2018-07-02,118.88248771248276
2018-07-03,119.833545735357
2018-07-04,119.51897647874654
2018-07-05,120.65975048930677
2018-07-06,120.65118527455337
2018-07-09,120.80441268552254
2018-07-10,121.35752671479156
2018-07-11,122.20579936253895
2018-07-12,122.92710001090256
2018-07-13,122.91257374085676
2018-07-16,122.79805488323923
2018-07-17,123.12234540591591
2018-07-18,123.3162426754126
2018-07-19,123.03154291140481
2018-07-20,123.3954710356735
2018-07-23,124.12200676662017
2018-07-24,124.33723869894861
2018-07-25,125.42620021571076
2018-07-26,125.79694383871485
2018-07-27,125.81215801155527
2018-07-30,125.9885537545302
2018-07-31,125.74933368914361
2018-08-01,125.21522045800882
2018-08-02,125.62693265170188
2018-08-03,125.20475177238681
2018-08-06,125.09318649706486
2018-08-07,125.14999166393348
2018-08-08,125.50410561997008
2018-08-09,125.90709353460272
2018-08-10,126.05463193773292
2018-08-13,123.19145721879545
2018-08-14,122.91973230497972
2018-08-15,121.82261583988125
2018-08-16,121.70970821763561
